|dates|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedCases.data|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Rockbridge_Virginia_UnitedStates.NYT_ConfirmedCases.data|Rockbridge_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|2234.0|0|2234.0|0|65.0|0|0.0|100
0|2021-11-22|2251.0|0|2251.0|0|65.0|0|0.0|100
0|2021-11-23|2252.0|0|2252.0|0|65.0|0|0.0|100
0|2021-11-24|2257.0|0|2257.0|0|66.0|0|0.0|100
0|2021-11-25|2266.0|0|2266.0|0|66.0|0|0.0|100
0|2021-11-26|2270.0|0|2270.0|0|66.0|0|0.0|100
0|2021-11-27|2270.0|0|2270.0|0|66.0|0|0.0|100
0|2021-11-28|2270.0|0|2270.0|0|66.0|0|0.0|100
0|2021-11-29|2279.0|0|2279.0|0|66.0|0|0.0|100
0|2021-11-30|2283.0|0|2283.0|0|66.0|0|0.0|100
0|2021-12-01|2286.0|0|2286.0|0|66.0|0|0.0|100
0|2021-12-02|2288.0|0|2288.0|0|66.0|0|0.0|100
0|2021-12-03|2294.0|0|2294.0|0|66.0|0|0.0|100
0|2021-12-04|2294.0|0|2294.0|0|66.0|0|0.0|100
0|2021-12-05|2294.0|0|2294.0|0|66.0|0|0.0|100
0|2021-12-06|2306.0|0|2306.0|0|66.0|0|0.0|100
0|2021-12-07|2309.0|0|2309.0|0|66.0|0|0.0|100
0|2021-12-08|2315.0|0|2315.0|0|66.0|0|0.0|100
0|2021-12-09|2319.0|0|2319.0|0|66.0|0|0.0|100
0|2021-12-10|2328.0|0|2328.0|0|66.0|0|0.0|100
0|2021-12-11|2328.0|0|2328.0|0|66.0|0|0.0|100
0|2021-12-12|2328.0|0|2328.0|0|66.0|0|0.0|100
0|2021-12-13|2350.0|0|2350.0|0|67.0|0|0.0|100
0|2021-12-14|2350.0|0|2352.0|0|67.0|0|0.0|100
0|2021-12-15|2353.0|0|2353.0|0|67.0|0|0.0|100
0|2021-12-16|2358.0|0|2358.0|0|67.0|0|0.0|100
0|2021-12-17|2363.0|0|2363.0|0|67.0|0|0.0|100
0|2021-12-18|2363.0|0|2363.0|0|67.0|0|0.0|100
0|2021-12-19|2363.0|0|2363.0|0|67.0|0|0.0|100
0|2021-12-20|2377.0|0|2377.0|0|68.0|0|0.0|100
0|2021-12-21|2378.0|0|2378.0|0|68.0|0|0.0|100
0|2021-12-22|2388.0|0|2388.0|0|68.0|0|0.0|100
0|2021-12-23|2393.0|0|2393.0|0|69.0|0|0.0|100
0|2021-12-24|2398.0|0|2398.0|0|69.0|0|0.0|100
0|2021-12-25|2398.0|0|2398.0|0|69.0|0|0.0|100
0|2021-12-26|2398.0|0|2398.0|0|69.0|0|0.0|100
0|2021-12-27|2406.0|0|2406.0|0|69.0|0|0.0|100
0|2021-12-28|2410.0|0|2410.0|0|69.0|0|0.0|100
0|2021-12-29|2416.0|0|2416.0|0|69.0|0|0.0|100
0|2021-12-30|2425.0|0|2425.0|0|69.0|0|0.0|100
0|2021-12-31|2439.0|0|2439.0|0|69.0|0|0.0|100
0|2022-01-01|2439.0|0|2439.0|0|69.0|0|0.0|100
0|2022-01-02|2439.0|0|2439.0|0|69.0|0|0.0|100
0|2022-01-03|2463.0|0|2463.0|0|70.0|0|0.0|100
0|2022-01-04|2477.0|0|2477.0|0|71.0|0|0.0|100
0|2022-01-05|2479.0|0|2479.0|0|71.0|0|0.0|100
0|2022-01-06|2483.0|0|2483.0|0|71.0|0|0.0|100
0|2022-01-07|2499.0|0|2499.0|0|71.0|0|0.0|100
0|2022-01-08|2499.0|0|2499.0|0|71.0|0|0.0|100
0|2022-01-09|2499.0|0|2499.0|0|71.0|0|0.0|100
0|2022-01-10|2559.0|0|2559.0|0|71.0|0|0.0|100
0|2022-01-11|2581.0|0|2581.0|0|71.0|0|0.0|100
0|2022-01-12|2595.0|0|2595.0|0|71.0|0|0.0|100
0|2022-01-13|2595.0|0|2631.0|0|71.0|0|0.0|100
0|2022-01-14|2654.0|0|2654.0|0|72.0|0|0.0|100
0|2022-01-15|2654.0|0|2654.0|0|72.0|0|0.0|100
0|2022-01-16|2654.0|0|2654.0|0|72.0|0|0.0|100
0|2022-01-17|2701.0|0|0.0|100|72.0|0|0.0|100
