|dates|Washakie_Wyoming_UnitedStates.BLS_EmployedPopulation.data|Washakie_Wyoming_UnitedStates.BLS_EmployedPopulation.missing|Washakie_Wyoming_UnitedStates.BLS_UnemployedPopulation.data|Washakie_Wyoming_UnitedStates.BLS_UnemployedPopulation.missing|Washakie_Wyoming_UnitedStates.BLS_UnemploymentRate.data|Washakie_Wyoming_UnitedStates.BLS_UnemploymentRate.missing|Washakie_Wyoming_UnitedStates.BLS_LaborForcePopulation.data|Washakie_Wyoming_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-18|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-19|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-20|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-21|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-22|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-23|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-24|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-25|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-26|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-27|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-28|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-29|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-30|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-10-31|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-01|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-02|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-03|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-04|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-05|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-06|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-07|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-08|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-09|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-10|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-11|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-12|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-13|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
0|2021-11-14|3900.0|0|194.0|0|4.738641914997557|0|4094.0|0
