|dates|Gunnison_Colorado_UnitedStates.JHU_ConfirmedCases.data|Gunnison_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Gunnison_Colorado_UnitedStates.NYT_ConfirmedCases.data|Gunnison_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Gunnison_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Gunnison_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Gunnison_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Gunnison_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|2003.0|0|2003.0|0|12.0|0|0.0|100
0|2021-12-06|2028.0|0|2028.0|0|12.0|0|0.0|100
0|2021-12-07|2032.0|0|2032.0|0|12.0|0|0.0|100
0|2021-12-08|2039.0|0|2039.0|0|12.0|0|0.0|100
0|2021-12-09|2046.0|0|2046.0|0|12.0|0|0.0|100
0|2021-12-10|2049.0|0|2049.0|0|12.0|0|0.0|100
0|2021-12-11|2049.0|0|2049.0|0|12.0|0|0.0|100
0|2021-12-12|2049.0|0|2049.0|0|12.0|0|0.0|100
0|2021-12-13|2062.0|0|2062.0|0|12.0|0|0.0|100
0|2021-12-14|2062.0|0|2065.0|0|12.0|0|0.0|100
0|2021-12-15|2067.0|0|2067.0|0|13.0|0|0.0|100
0|2021-12-16|2069.0|0|2069.0|0|13.0|0|0.0|100
0|2021-12-17|2067.0|0|2067.0|0|12.0|0|0.0|100
0|2021-12-18|2067.0|0|2067.0|0|13.0|0|0.0|100
0|2021-12-19|2067.0|0|2067.0|0|13.0|0|0.0|100
0|2021-12-20|2068.0|0|2068.0|0|12.0|0|0.0|100
0|2021-12-21|2072.0|0|2072.0|0|13.0|0|0.0|100
0|2021-12-22|2075.0|0|2075.0|0|13.0|0|0.0|100
0|2021-12-23|2084.0|0|2084.0|0|13.0|0|0.0|100
0|2021-12-24|2099.0|0|2099.0|0|13.0|0|0.0|100
0|2021-12-25|2099.0|0|2099.0|0|13.0|0|0.0|100
0|2021-12-26|2099.0|0|2099.0|0|13.0|0|0.0|100
0|2021-12-27|2105.0|0|2105.0|0|13.0|0|0.0|100
0|2021-12-28|2107.0|0|2107.0|0|13.0|0|0.0|100
0|2021-12-29|2124.0|0|2124.0|0|13.0|0|0.0|100
0|2021-12-30|2128.0|0|2128.0|0|13.0|0|0.0|100
0|2021-12-31|2163.0|0|2163.0|0|13.0|0|0.0|100
0|2022-01-01|2163.0|0|2163.0|0|13.0|0|0.0|100
0|2022-01-02|2163.0|0|2163.0|0|13.0|0|0.0|100
0|2022-01-03|2237.0|0|2237.0|0|13.0|0|0.0|100
0|2022-01-04|2245.0|0|2245.0|0|13.0|0|0.0|100
0|2022-01-05|2272.0|0|2272.0|0|13.0|0|0.0|100
0|2022-01-06|2287.0|0|2287.0|0|13.0|0|0.0|100
0|2022-01-07|2304.0|0|2304.0|0|13.0|0|0.0|100
0|2022-01-08|2304.0|0|2304.0|0|13.0|0|0.0|100
0|2022-01-09|2304.0|0|2304.0|0|13.0|0|0.0|100
0|2022-01-10|2557.0|0|2557.0|0|13.0|0|0.0|100
0|2022-01-11|2614.0|0|2614.0|0|13.0|0|0.0|100
0|2022-01-12|2648.0|0|2648.0|0|13.0|0|0.0|100
0|2022-01-13|2648.0|0|2685.0|0|13.0|0|0.0|100
0|2022-01-14|2733.0|0|2709.0|0|13.0|0|0.0|100
0|2022-01-15|2733.0|0|2733.0|0|13.0|0|0.0|100
0|2022-01-16|2733.0|0|2733.0|0|13.0|0|0.0|100
0|2022-01-17|2835.0|0|0.0|100|13.0|0|0.0|100
