|dates|Pima_Arizona_UnitedStates.JHU_ConfirmedCases.data|Pima_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Pima_Arizona_UnitedStates.NYT_ConfirmedCases.data|Pima_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Pima_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Pima_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Pima_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Pima_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|139636.0|0|139636.0|0|2664.0|0|0.0|100
0|2021-10-18|139636.0|0|139636.0|0|2664.0|0|0.0|100
0|2021-10-19|140329.0|0|140329.0|0|2691.0|0|0.0|100
0|2021-10-20|140522.0|0|140522.0|0|2690.0|0|0.0|100
0|2021-10-21|140933.0|0|140933.0|0|2693.0|0|0.0|100
0|2021-10-22|141181.0|0|141181.0|0|2703.0|0|0.0|100
0|2021-10-23|141688.0|0|141688.0|0|2706.0|0|0.0|100
0|2021-10-24|141869.0|0|141869.0|0|2708.0|0|0.0|100
0|2021-10-25|141870.0|0|141870.0|0|2708.0|0|0.0|100
0|2021-10-26|141921.0|0|141921.0|0|2726.0|0|0.0|100
0|2021-10-27|142863.0|0|142863.0|0|2730.0|0|0.0|100
0|2021-10-28|143208.0|0|143208.0|0|2733.0|0|0.0|100
0|2021-10-29|143800.0|0|143800.0|0|2733.0|0|0.0|100
0|2021-10-30|144130.0|0|144130.0|0|2736.0|0|0.0|100
0|2021-10-31|144615.0|0|144615.0|0|2736.0|0|0.0|100
0|2021-11-01|144959.0|0|144959.0|0|2736.0|0|0.0|100
0|2021-11-02|145218.0|0|145218.0|0|2736.0|0|0.0|100
0|2021-11-03|145535.0|0|145535.0|0|2756.0|0|0.0|100
0|2021-11-04|146005.0|0|146005.0|0|2757.0|0|0.0|100
0|2021-11-05|146437.0|0|146437.0|0|2766.0|0|0.0|100
0|2021-11-06|146926.0|0|146926.0|0|2769.0|0|0.0|100
0|2021-11-07|147471.0|0|147471.0|0|2769.0|0|0.0|100
0|2021-11-08|147945.0|0|147945.0|0|2769.0|0|0.0|100
0|2021-11-09|148411.0|0|148411.0|0|2790.0|0|0.0|100
0|2021-11-10|148411.0|0|148962.0|0|2790.0|0|0.0|100
0|2021-11-11|148962.0|0|149413.0|0|2789.0|0|0.0|100
0|2021-11-12|150056.0|0|150056.0|0|2792.0|0|0.0|100
0|2021-11-13|150623.0|0|150623.0|0|2807.0|0|0.0|100
0|2021-11-14|151068.0|0|151068.0|0|2807.0|0|0.0|100
0|2021-11-15|151584.0|0|151584.0|0|2807.0|0|0.0|100
0|2021-11-16|152075.0|0|152075.0|0|2827.0|0|0.0|100
0|2021-11-17|152509.0|0|152509.0|0|2829.0|0|0.0|100
0|2021-11-18|153203.0|0|153203.0|0|2831.0|0|0.0|100
0|2021-11-19|154017.0|0|154017.0|0|2838.0|0|0.0|100
0|2021-11-20|154810.0|0|154810.0|0|2844.0|0|0.0|100
0|2021-11-21|155421.0|0|155421.0|0|2844.0|0|0.0|100
0|2021-11-22|155858.0|0|155858.0|0|2844.0|0|0.0|100
0|2021-11-23|156373.0|0|156373.0|0|2863.0|0|0.0|100
0|2021-11-24|156766.0|0|156766.0|0|2865.0|0|0.0|100
0|2021-11-25|157277.0|0|157277.0|0|2877.0|0|0.0|100
0|2021-11-26|157966.0|0|157966.0|0|2878.0|0|0.0|100
0|2021-11-27|158624.0|0|158624.0|0|2883.0|0|0.0|100
0|2021-11-28|158853.0|0|158853.0|0|2883.0|0|0.0|100
0|2021-11-29|159242.0|0|159242.0|0|2883.0|0|0.0|100
0|2021-11-30|159242.0|0|159621.0|0|2883.0|0|0.0|100
0|2021-12-01|159859.0|0|159859.0|0|2900.0|0|0.0|100
0|2021-12-02|160397.0|0|160397.0|0|2901.0|0|0.0|100
0|2021-12-03|161067.0|0|161067.0|0|2903.0|0|0.0|100
0|2021-12-04|161873.0|0|161873.0|0|2928.0|0|0.0|100
0|2021-12-05|162492.0|0|162492.0|0|2928.0|0|0.0|100
0|2021-12-06|162926.0|0|162926.0|0|2928.0|0|0.0|100
0|2021-12-07|163219.0|0|163219.0|0|2949.0|0|0.0|100
0|2021-12-08|163655.0|0|163655.0|0|2951.0|0|0.0|100
0|2021-12-09|164190.0|0|164190.0|0|2961.0|0|0.0|100
0|2021-12-10|164693.0|0|164693.0|0|2972.0|0|0.0|100
0|2021-12-11|165066.0|0|165066.0|0|2983.0|0|0.0|100
0|2021-12-12|165457.0|0|165457.0|0|2984.0|0|0.0|100
0|2021-12-13|165457.0|0|165803.0|0|2984.0|0|0.0|100
0|2021-12-14|165457.0|0|166096.0|0|2984.0|0|0.0|100
0|2021-12-15|166437.0|0|166437.0|0|3022.0|0|0.0|100
0|2021-12-16|166791.0|0|166791.0|0|3022.0|0|0.0|100
0|2021-12-17|167227.0|0|167227.0|0|3050.0|0|0.0|100
0|2021-12-18|167227.0|0|167569.0|0|3050.0|0|0.0|100
0|2021-12-19|167950.0|0|167950.0|0|3052.0|0|0.0|100
0|2021-12-20|168138.0|0|168138.0|0|3052.0|0|0.0|100
0|2021-12-21|168481.0|0|168481.0|0|3094.0|0|0.0|100
0|2021-12-22|168752.0|0|168752.0|0|3098.0|0|0.0|100
0|2021-12-23|169140.0|0|169140.0|0|3099.0|0|0.0|100
0|2021-12-24|169560.0|0|169560.0|0|3112.0|0|0.0|100
0|2021-12-25|169560.0|0|169972.0|0|3112.0|0|0.0|100
0|2021-12-26|169972.0|0|169972.0|0|3121.0|0|0.0|100
0|2021-12-27|170703.0|0|170703.0|0|3121.0|0|0.0|100
0|2021-12-28|170703.0|0|170831.0|0|3121.0|0|0.0|100
0|2021-12-29|170831.0|0|171383.0|0|3150.0|0|0.0|100
0|2021-12-30|171383.0|0|172153.0|0|3151.0|0|0.0|100
0|2021-12-31|173038.0|0|173038.0|0|3154.0|0|0.0|100
0|2022-01-01|174066.0|0|174066.0|0|3177.0|0|0.0|100
0|2022-01-02|174201.0|0|174201.0|0|3177.0|0|0.0|100
0|2022-01-03|175748.0|0|175748.0|0|3177.0|0|0.0|100
0|2022-01-04|176183.0|0|176183.0|0|3206.0|0|0.0|100
0|2022-01-05|177304.0|0|177304.0|0|3210.0|0|0.0|100
0|2022-01-06|178631.0|0|178631.0|0|3210.0|0|0.0|100
0|2022-01-07|180332.0|0|180332.0|0|3216.0|0|0.0|100
0|2022-01-08|182236.0|0|182236.0|0|3230.0|0|0.0|100
0|2022-01-09|182236.0|0|184634.0|0|3230.0|0|0.0|100
0|2022-01-10|186609.0|0|186609.0|0|3242.0|0|0.0|100
0|2022-01-11|187543.0|0|187543.0|0|3270.0|0|0.0|100
0|2022-01-12|189543.0|0|189543.0|0|3273.0|0|0.0|100
0|2022-01-13|189543.0|0|191727.0|0|3273.0|0|0.0|100
0|2022-01-14|194215.0|0|194215.0|0|3288.0|0|0.0|100
0|2022-01-15|194215.0|0|196935.0|0|3288.0|0|0.0|100
0|2022-01-16|195191.0|0|200106.0|0|3300.0|0|0.0|100
0|2022-01-17|202118.0|0|0.0|100|3304.0|0|0.0|100
