|dates|Union_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Union_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Union_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Union_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Union_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Union_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Union_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Union_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-18|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-19|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-20|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-21|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-22|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-23|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-24|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-25|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-26|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-27|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-28|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-29|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-30|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-10-31|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-01|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-02|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-03|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-04|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-05|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-06|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-07|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-08|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-09|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-10|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-11|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-12|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-13|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-14|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-15|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-16|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-17|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-18|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-19|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-20|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-21|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-22|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-23|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-24|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-25|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-26|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-27|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-28|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-29|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-11-30|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-12-01|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-12-02|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-12-03|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-12-04|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-12-05|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-12-06|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-12-07|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-12-08|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
0|2021-12-09|8313.0|0|279.0|0|3.2472067039106145|0|8592.0|0
