|dates|Reno_Kansas_UnitedStates.JHU_ConfirmedCases.data|Reno_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Reno_Kansas_UnitedStates.NYT_ConfirmedCases.data|Reno_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Reno_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Reno_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Reno_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Reno_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11025.0|0|11025.0|0|163.0|0|0.0|100
0|2021-10-18|11071.0|0|11071.0|0|163.0|0|0.0|100
0|2021-10-19|11071.0|0|11071.0|0|163.0|0|0.0|100
0|2021-10-20|11122.0|0|11122.0|0|163.0|0|0.0|100
0|2021-10-21|11122.0|0|11122.0|0|163.0|0|0.0|100
0|2021-10-22|11181.0|0|11181.0|0|163.0|0|0.0|100
0|2021-10-23|11181.0|0|11181.0|0|163.0|0|0.0|100
0|2021-10-24|11181.0|0|11181.0|0|163.0|0|0.0|100
0|2021-10-25|11204.0|0|11204.0|0|163.0|0|0.0|100
0|2021-10-26|11204.0|0|11204.0|0|163.0|0|0.0|100
0|2021-10-27|11280.0|0|11280.0|0|168.0|0|0.0|100
0|2021-10-28|11280.0|0|11280.0|0|168.0|0|0.0|100
0|2021-10-29|11343.0|0|11343.0|0|168.0|0|0.0|100
0|2021-10-30|11343.0|0|11343.0|0|168.0|0|0.0|100
0|2021-10-31|11343.0|0|11343.0|0|168.0|0|0.0|100
0|2021-11-01|11383.0|0|11383.0|0|168.0|0|0.0|100
0|2021-11-02|11383.0|0|11383.0|0|168.0|0|0.0|100
0|2021-11-03|11447.0|0|11447.0|0|168.0|0|0.0|100
0|2021-11-04|11447.0|0|11447.0|0|168.0|0|0.0|100
0|2021-11-05|11508.0|0|11508.0|0|168.0|0|0.0|100
0|2021-11-06|11508.0|0|11508.0|0|168.0|0|0.0|100
0|2021-11-07|11508.0|0|11508.0|0|168.0|0|0.0|100
0|2021-11-08|11590.0|0|11590.0|0|168.0|0|0.0|100
0|2021-11-09|11590.0|0|11590.0|0|168.0|0|0.0|100
0|2021-11-10|11735.0|0|11735.0|0|171.0|0|0.0|100
0|2021-11-11|11735.0|0|11735.0|0|171.0|0|0.0|100
0|2021-11-12|11830.0|0|11830.0|0|171.0|0|0.0|100
0|2021-11-13|11830.0|0|11830.0|0|171.0|0|0.0|100
0|2021-11-14|11830.0|0|11830.0|0|171.0|0|0.0|100
0|2021-11-15|11899.0|0|11899.0|0|171.0|0|0.0|100
0|2021-11-16|11899.0|0|11899.0|0|171.0|0|0.0|100
0|2021-11-17|12010.0|0|12010.0|0|172.0|0|0.0|100
0|2021-11-18|12010.0|0|12010.0|0|172.0|0|0.0|100
0|2021-11-19|12168.0|0|12168.0|0|172.0|0|0.0|100
0|2021-11-20|12168.0|0|12168.0|0|172.0|0|0.0|100
0|2021-11-21|12168.0|0|12168.0|0|172.0|0|0.0|100
0|2021-11-22|12228.0|0|12228.0|0|172.0|0|0.0|100
0|2021-11-23|12228.0|0|12228.0|0|172.0|0|0.0|100
0|2021-11-24|12228.0|0|12366.0|0|172.0|0|0.0|100
