|dates|Marion_Indiana_UnitedStates.JHU_ConfirmedCases.data|Marion_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Marion_Indiana_UnitedStates.NYT_ConfirmedCases.data|Marion_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Marion_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|139895.0|0|140115.0|0|2192.0|0|0.0|100
0|2021-11-16|140209.0|0|140429.0|0|2196.0|0|0.0|100
0|2021-11-17|140495.0|0|140716.0|0|2197.0|0|0.0|100
0|2021-11-18|140858.0|0|141078.0|0|2200.0|0|0.0|100
0|2021-11-19|141190.0|0|141410.0|0|2203.0|0|0.0|100
0|2021-11-20|141190.0|0|141410.0|0|2203.0|0|0.0|100
0|2021-11-21|141190.0|0|141410.0|0|2203.0|0|0.0|100
0|2021-11-22|141938.0|0|142158.0|0|2208.0|0|0.0|100
0|2021-11-23|142245.0|0|142467.0|0|2214.0|0|0.0|100
0|2021-11-24|142556.0|0|142778.0|0|2217.0|0|0.0|100
0|2021-11-25|142556.0|0|142778.0|0|2217.0|0|0.0|100
0|2021-11-26|142556.0|0|142778.0|0|2217.0|0|0.0|100
0|2021-11-27|142556.0|0|142778.0|0|2217.0|0|0.0|100
0|2021-11-28|142556.0|0|142778.0|0|2217.0|0|0.0|100
0|2021-11-29|143788.0|0|144010.0|0|2222.0|0|0.0|100
0|2021-11-30|144163.0|0|144385.0|0|2231.0|0|0.0|100
0|2021-12-01|144603.0|0|144825.0|0|2234.0|0|0.0|100
0|2021-12-02|144603.0|0|145305.0|0|2234.0|0|0.0|100
0|2021-12-03|145589.0|0|145811.0|0|2240.0|0|0.0|100
0|2021-12-04|145589.0|0|145811.0|0|2240.0|0|0.0|100
0|2021-12-05|145589.0|0|145811.0|0|2240.0|0|0.0|100
0|2021-12-06|146876.0|0|147098.0|0|2242.0|0|0.0|100
0|2021-12-07|147391.0|0|147613.0|0|2256.0|0|0.0|100
0|2021-12-08|147764.0|0|147986.0|0|2265.0|0|0.0|100
0|2021-12-09|148351.0|0|148573.0|0|2270.0|0|0.0|100
0|2021-12-10|148805.0|0|149028.0|0|2274.0|0|0.0|100
0|2021-12-11|148805.0|0|149028.0|0|2274.0|0|0.0|100
0|2021-12-12|148805.0|0|149028.0|0|2274.0|0|0.0|100
0|2021-12-13|150032.0|0|150255.0|0|2280.0|0|0.0|100
0|2021-12-14|150032.0|0|150706.0|0|2280.0|0|0.0|100
0|2021-12-15|150874.0|0|151098.0|0|2296.0|0|0.0|100
0|2021-12-16|151570.0|0|151794.0|0|2300.0|0|0.0|100
0|2021-12-17|152165.0|0|152389.0|0|2305.0|0|0.0|100
0|2021-12-18|152165.0|0|152389.0|0|2305.0|0|0.0|100
0|2021-12-19|152165.0|0|152389.0|0|2305.0|0|0.0|100
0|2021-12-20|153667.0|0|153892.0|0|2314.0|0|0.0|100
0|2021-12-21|154168.0|0|154394.0|0|2324.0|0|0.0|100
0|2021-12-22|154816.0|0|155043.0|0|2332.0|0|0.0|100
0|2021-12-23|154816.0|0|155043.0|0|2332.0|0|0.0|100
0|2021-12-24|154816.0|0|155043.0|0|2332.0|0|0.0|100
0|2021-12-25|154816.0|0|155043.0|0|2332.0|0|0.0|100
0|2021-12-26|154816.0|0|155043.0|0|2332.0|0|0.0|100
0|2021-12-27|158134.0|0|158362.0|0|2338.0|0|0.0|100
0|2021-12-28|159230.0|0|159458.0|0|2354.0|0|0.0|100
0|2021-12-29|160666.0|0|160894.0|0|2357.0|0|0.0|100
0|2021-12-30|163311.0|0|163539.0|0|2362.0|0|0.0|100
0|2021-12-31|163311.0|0|163539.0|0|2362.0|0|0.0|100
0|2022-01-01|163311.0|0|163539.0|0|2362.0|0|0.0|100
0|2022-01-02|163311.0|0|163539.0|0|2362.0|0|0.0|100
0|2022-01-03|169817.0|0|170045.0|0|2365.0|0|0.0|100
0|2022-01-04|171466.0|0|171694.0|0|2383.0|0|0.0|100
0|2022-01-05|173641.0|0|173869.0|0|2386.0|0|0.0|100
0|2022-01-06|176376.0|0|176605.0|0|2408.0|0|0.0|100
0|2022-01-07|179158.0|0|179388.0|0|2426.0|0|0.0|100
0|2022-01-08|179158.0|0|179388.0|0|2426.0|0|0.0|100
0|2022-01-09|179158.0|0|179388.0|0|2426.0|0|0.0|100
0|2022-01-10|186221.0|0|186452.0|0|2440.0|0|0.0|100
0|2022-01-11|188205.0|0|188437.0|0|2452.0|0|0.0|100
0|2022-01-12|190394.0|0|190626.0|0|2470.0|0|0.0|100
0|2022-01-13|190394.0|0|192862.0|0|2470.0|0|0.0|100
0|2022-01-14|194915.0|0|195148.0|0|2485.0|0|0.0|100
0|2022-01-15|194915.0|0|195148.0|0|2485.0|0|0.0|100
0|2022-01-16|194915.0|0|195148.0|0|2485.0|0|0.0|100
0|2022-01-17|200592.0|0|0.0|100|2494.0|0|0.0|100
