|dates|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Plymouth_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Plymouth_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Plymouth_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|63281.0|0|63281.0|0|1567.0|0|0.0|100
0|2021-11-26|63732.0|0|63732.0|0|1570.0|0|0.0|100
0|2021-11-27|63732.0|0|63732.0|0|1570.0|0|0.0|100
0|2021-11-28|63732.0|0|63732.0|0|1570.0|0|0.0|100
0|2021-11-29|64285.0|0|64285.0|0|1573.0|0|0.0|100
0|2021-11-30|64683.0|0|64683.0|0|1576.0|0|0.0|100
0|2021-12-01|65081.0|0|65081.0|0|1579.0|0|0.0|100
0|2021-12-02|65481.0|0|65481.0|0|1582.0|0|0.0|100
0|2021-12-03|65942.0|0|65942.0|0|1585.0|0|0.0|100
0|2021-12-04|65942.0|0|65942.0|0|1585.0|0|0.0|100
0|2021-12-05|65942.0|0|65942.0|0|1585.0|0|0.0|100
0|2021-12-06|66892.0|0|66892.0|0|1588.0|0|0.0|100
0|2021-12-07|67326.0|0|67326.0|0|1593.0|0|0.0|100
0|2021-12-08|67732.0|0|67732.0|0|1597.0|0|0.0|100
0|2021-12-09|68223.0|0|68223.0|0|1600.0|0|0.0|100
0|2021-12-10|68655.0|0|68655.0|0|1602.0|0|0.0|100
0|2021-12-11|68655.0|0|68655.0|0|1602.0|0|0.0|100
0|2021-12-12|68655.0|0|68655.0|0|1602.0|0|0.0|100
0|2021-12-13|69646.0|0|69646.0|0|1610.0|0|0.0|100
0|2021-12-14|69646.0|0|70088.0|0|1610.0|0|0.0|100
0|2021-12-15|70472.0|0|70472.0|0|1618.0|0|0.0|100
0|2021-12-16|70980.0|0|70980.0|0|1621.0|0|0.0|100
0|2021-12-17|71463.0|0|71463.0|0|1625.0|0|0.0|100
0|2021-12-18|71463.0|0|71463.0|0|1625.0|0|0.0|100
0|2021-12-19|71463.0|0|71463.0|0|1625.0|0|0.0|100
0|2021-12-20|72553.0|0|72553.0|0|1628.0|0|0.0|100
0|2021-12-21|73085.0|0|73085.0|0|1635.0|0|0.0|100
0|2021-12-22|73663.0|0|73663.0|0|1638.0|0|0.0|100
0|2021-12-23|74305.0|0|74305.0|0|1643.0|0|0.0|100
0|2021-12-24|75056.0|0|75056.0|0|1648.0|0|0.0|100
0|2021-12-25|75056.0|0|75056.0|0|1648.0|0|0.0|100
0|2021-12-26|75056.0|0|75056.0|0|1648.0|0|0.0|100
0|2021-12-27|76087.0|0|76087.0|0|1652.0|0|0.0|100
0|2021-12-28|76673.0|0|76673.0|0|1661.0|0|0.0|100
0|2021-12-29|77712.0|0|77712.0|0|1664.0|0|0.0|100
0|2021-12-30|79194.0|0|79194.0|0|1667.0|0|0.0|100
0|2021-12-31|80864.0|0|80864.0|0|1671.0|0|0.0|100
0|2022-01-01|80864.0|0|80864.0|0|1671.0|0|0.0|100
0|2022-01-02|80864.0|0|80864.0|0|1671.0|0|0.0|100
0|2022-01-03|83374.0|0|83374.0|0|1676.0|0|0.0|100
0|2022-01-04|84724.0|0|84724.0|0|1686.0|0|0.0|100
0|2022-01-05|86596.0|0|86596.0|0|1691.0|0|0.0|100
0|2022-01-06|88162.0|0|88162.0|0|1697.0|0|0.0|100
0|2022-01-07|89990.0|0|89990.0|0|1699.0|0|0.0|100
0|2022-01-08|89990.0|0|89990.0|0|1699.0|0|0.0|100
0|2022-01-09|89990.0|0|89990.0|0|1699.0|0|0.0|100
0|2022-01-10|94503.0|0|94503.0|0|1705.0|0|0.0|100
0|2022-01-11|96004.0|0|96004.0|0|1718.0|0|0.0|100
0|2022-01-12|97457.0|0|97457.0|0|1725.0|0|0.0|100
0|2022-01-13|97457.0|0|98872.0|0|1725.0|0|0.0|100
0|2022-01-14|99803.0|0|99803.0|0|1736.0|0|0.0|100
0|2022-01-15|99803.0|0|99803.0|0|1736.0|0|0.0|100
0|2022-01-16|99803.0|0|99803.0|0|1736.0|0|0.0|100
0|2022-01-17|99803.0|0|0.0|100|1736.0|0|0.0|100
