|dates|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Tennessee_UnitedStates.NYT_ConfirmedCases.data|DeKalb_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|4340.0|0|4340.0|0|77.0|0|0.0|100
0|2021-12-08|4349.0|0|4349.0|0|77.0|0|0.0|100
0|2021-12-09|4349.0|0|4349.0|0|77.0|0|0.0|100
0|2021-12-10|4362.0|0|4362.0|0|77.0|0|0.0|100
0|2021-12-11|4362.0|0|4362.0|0|77.0|0|0.0|100
0|2021-12-12|4362.0|0|4362.0|0|77.0|0|0.0|100
0|2021-12-13|4380.0|0|4380.0|0|77.0|0|0.0|100
0|2021-12-14|4380.0|0|4382.0|0|77.0|0|0.0|100
0|2021-12-15|4389.0|0|4389.0|0|79.0|0|0.0|100
0|2021-12-16|4399.0|0|4399.0|0|79.0|0|0.0|100
0|2021-12-17|4407.0|0|4407.0|0|79.0|0|0.0|100
0|2021-12-18|4407.0|0|4407.0|0|79.0|0|0.0|100
0|2021-12-19|4407.0|0|4407.0|0|79.0|0|0.0|100
0|2021-12-20|4416.0|0|4416.0|0|79.0|0|0.0|100
0|2021-12-21|4423.0|0|4423.0|0|79.0|0|0.0|100
0|2021-12-22|4429.0|0|4429.0|0|79.0|0|0.0|100
0|2021-12-23|4436.0|0|4436.0|0|81.0|0|0.0|100
0|2021-12-24|4436.0|0|4436.0|0|81.0|0|0.0|100
0|2021-12-25|4436.0|0|4436.0|0|81.0|0|0.0|100
0|2021-12-26|4436.0|0|4436.0|0|81.0|0|0.0|100
0|2021-12-27|4451.0|0|4451.0|0|84.0|0|0.0|100
0|2021-12-28|4451.0|0|4458.0|0|84.0|0|0.0|100
0|2021-12-29|4480.0|0|4480.0|0|84.0|0|0.0|100
0|2021-12-30|4496.0|0|4496.0|0|85.0|0|0.0|100
0|2021-12-31|4496.0|0|4496.0|0|85.0|0|0.0|100
0|2022-01-01|4496.0|0|4496.0|0|85.0|0|0.0|100
0|2022-01-02|4496.0|0|4496.0|0|85.0|0|0.0|100
0|2022-01-03|4564.0|0|4564.0|0|87.0|0|0.0|100
0|2022-01-04|4581.0|0|4581.0|0|87.0|0|0.0|100
0|2022-01-05|4581.0|0|4581.0|0|87.0|0|0.0|100
0|2022-01-06|4581.0|0|4581.0|0|87.0|0|0.0|100
0|2022-01-07|4581.0|0|4581.0|0|87.0|0|0.0|100
0|2022-01-08|4581.0|0|4581.0|0|87.0|0|0.0|100
0|2022-01-09|4581.0|0|4581.0|0|87.0|0|0.0|100
0|2022-01-10|4581.0|0|4581.0|0|87.0|0|0.0|100
0|2022-01-11|4581.0|0|4581.0|0|87.0|0|0.0|100
0|2022-01-12|4726.0|0|4726.0|0|87.0|0|0.0|100
0|2022-01-13|4726.0|0|4726.0|0|87.0|0|0.0|100
0|2022-01-14|4726.0|0|4726.0|0|87.0|0|0.0|100
0|2022-01-15|4726.0|0|4726.0|0|87.0|0|0.0|100
0|2022-01-16|4726.0|0|4726.0|0|87.0|0|0.0|100
0|2022-01-17|4726.0|0|0.0|100|87.0|0|0.0|100
