|dates|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Tennessee_UnitedStates.NYT_ConfirmedCases.data|DeKalb_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4159.0|0|4159.0|0|67.0|0|0.0|100
0|2021-10-18|4164.0|0|4164.0|0|67.0|0|0.0|100
0|2021-10-19|4165.0|0|4165.0|0|68.0|0|0.0|100
0|2021-10-20|4169.0|0|4169.0|0|69.0|0|0.0|100
0|2021-10-21|4173.0|0|4173.0|0|70.0|0|0.0|100
0|2021-10-22|4180.0|0|4180.0|0|70.0|0|0.0|100
0|2021-10-23|4180.0|0|4180.0|0|70.0|0|0.0|100
0|2021-10-24|4180.0|0|4180.0|0|70.0|0|0.0|100
0|2021-10-25|4180.0|0|4180.0|0|70.0|0|0.0|100
0|2021-10-26|4195.0|0|4195.0|0|71.0|0|0.0|100
0|2021-10-27|4197.0|0|4197.0|0|71.0|0|0.0|100
0|2021-10-28|4207.0|0|4207.0|0|72.0|0|0.0|100
0|2021-10-29|4211.0|0|4211.0|0|72.0|0|0.0|100
0|2021-10-30|4211.0|0|4211.0|0|72.0|0|0.0|100
0|2021-10-31|4211.0|0|4211.0|0|72.0|0|0.0|100
0|2021-11-01|4211.0|0|4211.0|0|72.0|0|0.0|100
0|2021-11-02|4220.0|0|4220.0|0|74.0|0|0.0|100
0|2021-11-03|4225.0|0|4225.0|0|75.0|0|0.0|100
0|2021-11-04|4226.0|0|4226.0|0|75.0|0|0.0|100
0|2021-11-05|4227.0|0|4227.0|0|75.0|0|0.0|100
0|2021-11-06|4227.0|0|4227.0|0|75.0|0|0.0|100
0|2021-11-07|4227.0|0|4227.0|0|75.0|0|0.0|100
0|2021-11-08|4227.0|0|4227.0|0|75.0|0|0.0|100
0|2021-11-09|4233.0|0|4233.0|0|75.0|0|0.0|100
0|2021-11-10|4233.0|0|4236.0|0|75.0|0|0.0|100
0|2021-11-11|4236.0|0|4236.0|0|75.0|0|0.0|100
0|2021-11-12|4249.0|0|4249.0|0|75.0|0|0.0|100
0|2021-11-13|4249.0|0|4249.0|0|75.0|0|0.0|100
0|2021-11-14|4249.0|0|4249.0|0|75.0|0|0.0|100
0|2021-11-15|4250.0|0|4250.0|0|75.0|0|0.0|100
0|2021-11-16|4254.0|0|4254.0|0|75.0|0|0.0|100
0|2021-11-17|4256.0|0|4256.0|0|75.0|0|0.0|100
0|2021-11-18|4259.0|0|4259.0|0|75.0|0|0.0|100
0|2021-11-19|4264.0|0|4264.0|0|76.0|0|0.0|100
0|2021-11-20|4264.0|0|4264.0|0|76.0|0|0.0|100
0|2021-11-21|4264.0|0|4264.0|0|76.0|0|0.0|100
0|2021-11-22|4275.0|0|4275.0|0|75.0|0|0.0|100
0|2021-11-23|4278.0|0|4278.0|0|76.0|0|0.0|100
0|2021-11-24|4280.0|0|4280.0|0|76.0|0|0.0|100
0|2021-11-25|4280.0|0|4280.0|0|76.0|0|0.0|100
0|2021-11-26|4280.0|0|4280.0|0|76.0|0|0.0|100
0|2021-11-27|4280.0|0|4280.0|0|76.0|0|0.0|100
0|2021-11-28|4280.0|0|4280.0|0|76.0|0|0.0|100
0|2021-11-29|4297.0|0|4297.0|0|76.0|0|0.0|100
0|2021-11-30|4298.0|0|4298.0|0|76.0|0|0.0|100
0|2021-12-01|4308.0|0|4308.0|0|77.0|0|0.0|100
0|2021-12-02|4319.0|0|4319.0|0|77.0|0|0.0|100
0|2021-12-03|4328.0|0|4328.0|0|77.0|0|0.0|100
0|2021-12-04|4328.0|0|4328.0|0|77.0|0|0.0|100
0|2021-12-05|4328.0|0|4328.0|0|77.0|0|0.0|100
0|2021-12-06|4336.0|0|4336.0|0|77.0|0|0.0|100
