|dates|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Sequoyah_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Sequoyah_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|6889.0|0|6889.0|0|89.0|0|0.0|100
0|2021-12-02|6889.0|0|6889.0|0|89.0|0|0.0|100
0|2021-12-03|6889.0|0|6889.0|0|89.0|0|0.0|100
0|2021-12-04|6889.0|0|6889.0|0|89.0|0|0.0|100
0|2021-12-05|6889.0|0|6889.0|0|89.0|0|0.0|100
0|2021-12-06|6889.0|0|6889.0|0|89.0|0|0.0|100
0|2021-12-07|6889.0|0|6889.0|0|89.0|0|0.0|100
0|2021-12-08|6968.0|0|6968.0|0|89.0|0|0.0|100
0|2021-12-09|6968.0|0|6968.0|0|89.0|0|0.0|100
0|2021-12-10|6968.0|0|6968.0|0|89.0|0|0.0|100
0|2021-12-11|6968.0|0|6968.0|0|89.0|0|0.0|100
0|2021-12-12|6968.0|0|6968.0|0|89.0|0|0.0|100
0|2021-12-13|6968.0|0|6968.0|0|89.0|0|0.0|100
0|2021-12-14|6968.0|0|6968.0|0|89.0|0|0.0|100
0|2021-12-15|7024.0|0|7024.0|0|89.0|0|0.0|100
0|2021-12-16|7024.0|0|7024.0|0|89.0|0|0.0|100
0|2021-12-17|7024.0|0|7024.0|0|89.0|0|0.0|100
0|2021-12-18|7024.0|0|7024.0|0|89.0|0|0.0|100
0|2021-12-19|7024.0|0|7024.0|0|89.0|0|0.0|100
0|2021-12-20|7024.0|0|7024.0|0|89.0|0|0.0|100
0|2021-12-21|7024.0|0|7024.0|0|89.0|0|0.0|100
0|2021-12-22|7074.0|0|7074.0|0|89.0|0|0.0|100
0|2021-12-23|7074.0|0|7074.0|0|94.0|0|0.0|100
0|2021-12-24|7074.0|0|7074.0|0|94.0|0|0.0|100
0|2021-12-25|7074.0|0|7074.0|0|94.0|0|0.0|100
0|2021-12-26|7074.0|0|7074.0|0|94.0|0|0.0|100
0|2021-12-27|7074.0|0|7074.0|0|94.0|0|0.0|100
0|2021-12-28|7074.0|0|7074.0|0|94.0|0|0.0|100
0|2021-12-29|7130.0|0|7130.0|0|94.0|0|0.0|100
0|2021-12-30|7130.0|0|7130.0|0|94.0|0|0.0|100
0|2021-12-31|7130.0|0|7130.0|0|94.0|0|0.0|100
0|2022-01-01|7130.0|0|7130.0|0|94.0|0|0.0|100
0|2022-01-02|7130.0|0|7130.0|0|94.0|0|0.0|100
0|2022-01-03|7130.0|0|7130.0|0|94.0|0|0.0|100
0|2022-01-04|7130.0|0|7130.0|0|94.0|0|0.0|100
0|2022-01-05|7248.0|0|7248.0|0|94.0|0|0.0|100
0|2022-01-06|7248.0|0|7248.0|0|94.0|0|0.0|100
0|2022-01-07|7248.0|0|7248.0|0|94.0|0|0.0|100
0|2022-01-08|7248.0|0|7248.0|0|94.0|0|0.0|100
0|2022-01-09|7248.0|0|7248.0|0|94.0|0|0.0|100
0|2022-01-10|7248.0|0|7248.0|0|94.0|0|0.0|100
0|2022-01-11|7248.0|0|7248.0|0|94.0|0|0.0|100
0|2022-01-12|7608.0|0|7608.0|0|94.0|0|0.0|100
0|2022-01-13|7608.0|0|7608.0|0|94.0|0|0.0|100
0|2022-01-14|7608.0|0|7608.0|0|94.0|0|0.0|100
0|2022-01-15|7608.0|0|7608.0|0|94.0|0|0.0|100
0|2022-01-16|7608.0|0|7608.0|0|94.0|0|0.0|100
0|2022-01-17|7608.0|0|0.0|100|94.0|0|0.0|100
