|dates|Bell_Texas_UnitedStates.JHU_ConfirmedCases.data|Bell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bell_Texas_UnitedStates.NYT_ConfirmedCases.data|Bell_Texas_UnitedStates.NYT_ConfirmedCases.missing|Bell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|39146.0|0|39146.0|0|723.0|0|0.0|100
0|2021-11-10|39146.0|0|39146.0|0|723.0|0|0.0|100
0|2021-11-11|39259.0|0|39259.0|0|726.0|0|0.0|100
0|2021-11-12|39259.0|0|39259.0|0|728.0|0|0.0|100
0|2021-11-13|39304.0|0|39304.0|0|730.0|0|0.0|100
0|2021-11-14|39304.0|0|39304.0|0|730.0|0|0.0|100
0|2021-11-15|39304.0|0|39304.0|0|730.0|0|0.0|100
0|2021-11-16|39370.0|0|39370.0|0|730.0|0|0.0|100
0|2021-11-17|39381.0|0|39381.0|0|730.0|0|0.0|100
0|2021-11-18|39381.0|0|39381.0|0|731.0|0|0.0|100
0|2021-11-19|39472.0|0|39472.0|0|734.0|0|0.0|100
0|2021-11-20|39510.0|0|39510.0|0|734.0|0|0.0|100
0|2021-11-21|39510.0|0|39510.0|0|734.0|0|0.0|100
0|2021-11-22|39510.0|0|39510.0|0|734.0|0|0.0|100
0|2021-11-23|39510.0|0|39510.0|0|735.0|0|0.0|100
0|2021-11-24|39510.0|0|39510.0|0|736.0|0|0.0|100
0|2021-11-25|39510.0|0|39510.0|0|736.0|0|0.0|100
0|2021-11-26|39510.0|0|39510.0|0|736.0|0|0.0|100
0|2021-11-27|39510.0|0|39510.0|0|736.0|0|0.0|100
0|2021-11-28|39510.0|0|39510.0|0|736.0|0|0.0|100
0|2021-11-29|39510.0|0|39510.0|0|739.0|0|0.0|100
0|2021-11-30|39510.0|0|39510.0|0|739.0|0|0.0|100
0|2021-12-01|39525.0|0|39525.0|0|739.0|0|0.0|100
0|2021-12-02|39546.0|0|39546.0|0|739.0|0|0.0|100
0|2021-12-03|39565.0|0|39565.0|0|740.0|0|0.0|100
0|2021-12-04|39576.0|0|39576.0|0|742.0|0|0.0|100
0|2021-12-05|39603.0|0|39603.0|0|742.0|0|0.0|100
0|2021-12-06|39628.0|0|39628.0|0|742.0|0|0.0|100
0|2021-12-07|39654.0|0|39654.0|0|742.0|0|0.0|100
0|2021-12-08|39666.0|0|39666.0|0|744.0|0|0.0|100
0|2021-12-09|39702.0|0|39702.0|0|744.0|0|0.0|100
0|2021-12-10|39782.0|0|39782.0|0|744.0|0|0.0|100
0|2021-12-11|39818.0|0|39818.0|0|745.0|0|0.0|100
0|2021-12-12|39840.0|0|39840.0|0|745.0|0|0.0|100
0|2021-12-13|39861.0|0|39861.0|0|745.0|0|0.0|100
0|2021-12-14|39861.0|0|39885.0|0|745.0|0|0.0|100
0|2021-12-15|39917.0|0|39917.0|0|745.0|0|0.0|100
0|2021-12-16|39949.0|0|39949.0|0|745.0|0|0.0|100
0|2021-12-17|39966.0|0|39966.0|0|745.0|0|0.0|100
0|2021-12-18|40022.0|0|40022.0|0|746.0|0|0.0|100
0|2021-12-19|40049.0|0|40049.0|0|747.0|0|0.0|100
0|2021-12-20|40110.0|0|40110.0|0|747.0|0|0.0|100
0|2021-12-21|40153.0|0|40153.0|0|748.0|0|0.0|100
0|2021-12-22|40200.0|0|40200.0|0|748.0|0|0.0|100
0|2021-12-23|40272.0|0|40272.0|0|748.0|0|0.0|100
0|2021-12-24|40272.0|0|40272.0|0|748.0|0|0.0|100
0|2021-12-25|40272.0|0|40272.0|0|748.0|0|0.0|100
0|2021-12-26|40272.0|0|40272.0|0|748.0|0|0.0|100
0|2021-12-27|40607.0|0|40607.0|0|750.0|0|0.0|100
0|2021-12-28|40681.0|0|40681.0|0|750.0|0|0.0|100
0|2021-12-29|40762.0|0|40762.0|0|750.0|0|0.0|100
0|2021-12-30|40806.0|0|40806.0|0|751.0|0|0.0|100
0|2021-12-31|40806.0|0|40806.0|0|751.0|0|0.0|100
0|2022-01-01|40806.0|0|40806.0|0|751.0|0|0.0|100
0|2022-01-02|40806.0|0|40806.0|0|751.0|0|0.0|100
0|2022-01-03|42300.0|0|42300.0|0|751.0|0|0.0|100
0|2022-01-04|42638.0|0|42638.0|0|753.0|0|0.0|100
0|2022-01-05|42870.0|0|42870.0|0|754.0|0|0.0|100
0|2022-01-06|43301.0|0|43301.0|0|756.0|0|0.0|100
0|2022-01-07|43743.0|0|43743.0|0|757.0|0|0.0|100
0|2022-01-08|44159.0|0|44159.0|0|757.0|0|0.0|100
0|2022-01-09|44458.0|0|44458.0|0|757.0|0|0.0|100
0|2022-01-10|44923.0|0|44923.0|0|757.0|0|0.0|100
0|2022-01-11|45324.0|0|45324.0|0|758.0|0|0.0|100
0|2022-01-12|46204.0|0|46204.0|0|758.0|0|0.0|100
0|2022-01-13|46204.0|0|46969.0|0|758.0|0|0.0|100
0|2022-01-14|46969.0|0|50528.0|0|758.0|0|0.0|100
0|2022-01-15|51118.0|0|51118.0|0|761.0|0|0.0|100
0|2022-01-16|51558.0|0|51558.0|0|761.0|0|0.0|100
0|2022-01-17|52256.0|0|0.0|100|761.0|0|0.0|100
