|dates|Graves_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Graves_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Graves_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Graves_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Graves_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|8201.0|0|8201.0|0|140.0|0|0.0|100
0|2022-01-05|8250.0|0|8250.0|0|140.0|0|0.0|100
0|2022-01-06|8293.0|0|8293.0|0|140.0|0|0.0|100
0|2022-01-07|8339.0|0|8339.0|0|140.0|0|0.0|100
0|2022-01-08|8339.0|0|8339.0|0|140.0|0|0.0|100
0|2022-01-09|8339.0|0|8339.0|0|140.0|0|0.0|100
0|2022-01-10|8415.0|0|8415.0|0|140.0|0|0.0|100
0|2022-01-11|8463.0|0|8463.0|0|140.0|0|0.0|100
0|2022-01-12|8538.0|0|8538.0|0|140.0|0|0.0|100
0|2022-01-13|8538.0|0|8582.0|0|140.0|0|0.0|100
0|2022-01-14|8691.0|0|8691.0|0|142.0|0|0.0|100
0|2022-01-15|8691.0|0|8691.0|0|142.0|0|0.0|100
0|2022-01-16|8691.0|0|8691.0|0|142.0|0|0.0|100
0|2022-01-17|8691.0|0|0.0|100|142.0|0|0.0|100
