|dates|Graves_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Graves_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Graves_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Graves_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Graves_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7113.0|0|7113.0|0|120.0|0|0.0|100
0|2021-10-18|7134.0|0|7134.0|0|123.0|0|0.0|100
0|2021-10-19|7138.0|0|7138.0|0|123.0|0|0.0|100
0|2021-10-20|7157.0|0|7157.0|0|123.0|0|0.0|100
0|2021-10-21|7165.0|0|7165.0|0|123.0|0|0.0|100
0|2021-10-22|7174.0|0|7174.0|0|123.0|0|0.0|100
0|2021-10-23|7174.0|0|7174.0|0|123.0|0|0.0|100
0|2021-10-24|7174.0|0|7174.0|0|123.0|0|0.0|100
0|2021-10-25|7196.0|0|7196.0|0|123.0|0|0.0|100
0|2021-10-26|7206.0|0|7206.0|0|125.0|0|0.0|100
0|2021-10-27|7209.0|0|7209.0|0|125.0|0|0.0|100
0|2021-10-28|7196.0|0|7196.0|0|125.0|0|0.0|100
0|2021-10-29|7201.0|0|7201.0|0|125.0|0|0.0|100
0|2021-10-30|7201.0|0|7201.0|0|125.0|0|0.0|100
0|2021-10-31|7201.0|0|7201.0|0|125.0|0|0.0|100
0|2021-11-01|7208.0|0|7208.0|0|125.0|0|0.0|100
0|2021-11-02|7215.0|0|7215.0|0|125.0|0|0.0|100
0|2021-11-03|7217.0|0|7217.0|0|125.0|0|0.0|100
0|2021-11-04|7233.0|0|7233.0|0|126.0|0|0.0|100
0|2021-11-05|7247.0|0|7247.0|0|126.0|0|0.0|100
0|2021-11-06|7247.0|0|7247.0|0|126.0|0|0.0|100
0|2021-11-07|7247.0|0|7247.0|0|126.0|0|0.0|100
0|2021-11-08|7294.0|0|7294.0|0|126.0|0|0.0|100
0|2021-11-09|7298.0|0|7298.0|0|127.0|0|0.0|100
0|2021-11-10|7298.0|0|7307.0|0|127.0|0|0.0|100
0|2021-11-11|7307.0|0|7307.0|0|127.0|0|0.0|100
0|2021-11-12|7320.0|0|7320.0|0|127.0|0|0.0|100
0|2021-11-13|7320.0|0|7320.0|0|127.0|0|0.0|100
0|2021-11-14|7320.0|0|7320.0|0|127.0|0|0.0|100
0|2021-11-15|7332.0|0|7332.0|0|127.0|0|0.0|100
0|2021-11-16|7354.0|0|7354.0|0|127.0|0|0.0|100
0|2021-11-17|7351.0|0|7351.0|0|128.0|0|0.0|100
0|2021-11-18|7358.0|0|7358.0|0|128.0|0|0.0|100
0|2021-11-19|7372.0|0|7372.0|0|130.0|0|0.0|100
0|2021-11-20|7372.0|0|7372.0|0|130.0|0|0.0|100
0|2021-11-21|7372.0|0|7372.0|0|130.0|0|0.0|100
0|2021-11-22|7389.0|0|7389.0|0|130.0|0|0.0|100
0|2021-11-23|7406.0|0|7406.0|0|130.0|0|0.0|100
0|2021-11-24|7429.0|0|7429.0|0|130.0|0|0.0|100
0|2021-11-25|7429.0|0|7429.0|0|130.0|0|0.0|100
0|2021-11-26|7429.0|0|7429.0|0|130.0|0|0.0|100
0|2021-11-27|7429.0|0|7429.0|0|130.0|0|0.0|100
0|2021-11-28|7429.0|0|7429.0|0|130.0|0|0.0|100
0|2021-11-29|7463.0|0|7463.0|0|131.0|0|0.0|100
0|2021-11-30|7487.0|0|7487.0|0|131.0|0|0.0|100
0|2021-12-01|7514.0|0|7514.0|0|131.0|0|0.0|100
0|2021-12-02|7514.0|0|7539.0|0|131.0|0|0.0|100
0|2021-12-03|7548.0|0|7548.0|0|132.0|0|0.0|100
0|2021-12-04|7548.0|0|7548.0|0|132.0|0|0.0|100
0|2021-12-05|7548.0|0|7548.0|0|132.0|0|0.0|100
0|2021-12-06|7572.0|0|7572.0|0|132.0|0|0.0|100
0|2021-12-07|7594.0|0|7594.0|0|133.0|0|0.0|100
0|2021-12-08|7624.0|0|7624.0|0|135.0|0|0.0|100
0|2021-12-09|7652.0|0|7652.0|0|135.0|0|0.0|100
0|2021-12-10|7669.0|0|7669.0|0|135.0|0|0.0|100
0|2021-12-11|7669.0|0|7669.0|0|135.0|0|0.0|100
0|2021-12-12|7669.0|0|7669.0|0|135.0|0|0.0|100
0|2021-12-13|7702.0|0|7702.0|0|135.0|0|0.0|100
0|2021-12-14|7702.0|0|7712.0|0|135.0|0|0.0|100
0|2021-12-15|7728.0|0|7728.0|0|135.0|0|0.0|100
0|2021-12-16|7741.0|0|7741.0|0|135.0|0|0.0|100
0|2021-12-17|7756.0|0|7756.0|0|135.0|0|0.0|100
0|2021-12-18|7756.0|0|7756.0|0|135.0|0|0.0|100
0|2021-12-19|7756.0|0|7756.0|0|135.0|0|0.0|100
0|2021-12-20|7791.0|0|7791.0|0|135.0|0|0.0|100
0|2021-12-21|7813.0|0|7813.0|0|135.0|0|0.0|100
0|2021-12-22|7837.0|0|7837.0|0|137.0|0|0.0|100
0|2021-12-23|7837.0|0|7837.0|0|137.0|0|0.0|100
0|2021-12-24|7837.0|0|7837.0|0|137.0|0|0.0|100
0|2021-12-25|7837.0|0|7837.0|0|137.0|0|0.0|100
0|2021-12-26|7837.0|0|7837.0|0|137.0|0|0.0|100
0|2021-12-27|7915.0|0|7915.0|0|139.0|0|0.0|100
0|2021-12-28|7948.0|0|7948.0|0|139.0|0|0.0|100
0|2021-12-29|7978.0|0|7978.0|0|139.0|0|0.0|100
0|2021-12-30|7978.0|0|7978.0|0|139.0|0|0.0|100
0|2021-12-31|7978.0|0|7978.0|0|139.0|0|0.0|100
0|2022-01-01|7978.0|0|7978.0|0|139.0|0|0.0|100
0|2022-01-02|7978.0|0|7978.0|0|139.0|0|0.0|100
0|2022-01-03|8155.0|0|8155.0|0|140.0|0|0.0|100
