|dates|Unassigned_Washington_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Washington_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Washington_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Washington_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|1542.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-13|1537.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-14|1537.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-15|1535.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-16|1539.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-17|1536.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-18|1536.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-19|1536.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-20|1543.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-21|1535.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-22|1544.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-23|1561.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-24|1561.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-25|1561.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-26|1561.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-27|1783.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-28|1574.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-29|1563.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-30|1573.0|0|0.0|100|4.0|0|0.0|100
0|2021-12-31|1573.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-01|1573.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-02|1573.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-03|1974.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-04|1723.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-05|1784.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-06|1772.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-07|1893.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-08|1893.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-09|1893.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-10|1847.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-11|1943.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-12|1899.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-13|1899.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-14|1999.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-15|1999.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-16|1999.0|0|0.0|100|4.0|0|0.0|100
0|2022-01-17|1999.0|0|0.0|100|4.0|0|0.0|100
