|dates|Delaware_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Delaware_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Delaware_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Delaware_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Delaware_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Delaware_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Delaware_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Delaware_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-18|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-19|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-20|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-21|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-22|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-23|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-24|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-25|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-26|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-27|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-28|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-29|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-30|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-10-31|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-01|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-02|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-03|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-04|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-05|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-06|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-07|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-08|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-09|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-10|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-11|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-12|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-13|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-14|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-15|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-16|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-17|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-18|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-19|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-20|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-21|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-22|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-23|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-24|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-25|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-26|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-27|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-28|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-29|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-11-30|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-01|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-02|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-03|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-04|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-05|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-06|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-07|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-08|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-09|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-10|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-11|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-12|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-13|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-14|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-15|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-16|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
