|dates|Delaware_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Delaware_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Delaware_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Delaware_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Delaware_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Delaware_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Delaware_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Delaware_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-17|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-18|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-19|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-20|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-21|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-22|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-23|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-24|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-25|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-26|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-27|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-28|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-29|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-30|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2021-12-31|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-01|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-02|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-03|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-04|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-05|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-06|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-07|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-08|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-09|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-10|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-11|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-12|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-13|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-14|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-15|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-16|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
0|2022-01-17|271582.0|0|16789.0|0|5.822014002795011|0|288371.0|0
