|dates|Jefferson_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Ohio_UnitedStates.Male_Total_Population.data|Jefferson_Ohio_UnitedStates.Male_Total_Population.missing|Jefferson_Ohio_UnitedStates.Female_Total_Population.data|Jefferson_Ohio_UnitedStates.Female_Total_Population.missing|Jefferson_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-18|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-19|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-20|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-21|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-22|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-23|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-24|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-25|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-26|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-27|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-28|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-29|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-30|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-10-31|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-01|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-02|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-03|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-04|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-05|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-06|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-07|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-08|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-09|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-10|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-11|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-12|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-13|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-14|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-15|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-16|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-17|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-18|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-19|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-20|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-21|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-22|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-23|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-24|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-25|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-26|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-27|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-28|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-29|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-11-30|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-01|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-02|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-03|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-04|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-05|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-06|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-07|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-08|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-09|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-10|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-11|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-12|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-13|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-14|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-15|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-16|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-17|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-18|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-19|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-20|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-21|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-22|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-23|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-24|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-25|14173.0|0|31955.0|0|33812.0|0|12596.0|0
