|dates|Jefferson_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Ohio_UnitedStates.Male_Total_Population.data|Jefferson_Ohio_UnitedStates.Male_Total_Population.missing|Jefferson_Ohio_UnitedStates.Female_Total_Population.data|Jefferson_Ohio_UnitedStates.Female_Total_Population.missing|Jefferson_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-26|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-27|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-28|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-29|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-30|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2021-12-31|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-01|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-02|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-03|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-04|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-05|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-06|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-07|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-08|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-09|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-10|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-11|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-12|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-13|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-14|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-15|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-16|14173.0|0|31955.0|0|33812.0|0|12596.0|0
0|2022-01-17|14173.0|0|31955.0|0|33812.0|0|12596.0|0
