|dates|Perry_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Perry_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Perry_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Perry_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|2163.0|0|2163.0|0|56.0|0|0.0|100
0|2021-12-18|2163.0|0|2163.0|0|56.0|0|0.0|100
0|2021-12-19|2163.0|0|2163.0|0|56.0|0|0.0|100
0|2021-12-20|2166.0|0|2166.0|0|56.0|0|0.0|100
0|2021-12-21|2168.0|0|2168.0|0|56.0|0|0.0|100
0|2021-12-22|2167.0|0|2167.0|0|56.0|0|0.0|100
0|2021-12-23|2167.0|0|2167.0|0|56.0|0|0.0|100
0|2021-12-24|2167.0|0|2167.0|0|56.0|0|0.0|100
0|2021-12-25|2167.0|0|2167.0|0|56.0|0|0.0|100
0|2021-12-26|2167.0|0|2167.0|0|56.0|0|0.0|100
0|2021-12-27|2176.0|0|2176.0|0|56.0|0|0.0|100
0|2021-12-28|2180.0|0|2180.0|0|56.0|0|0.0|100
0|2021-12-29|2191.0|0|2191.0|0|56.0|0|0.0|100
0|2021-12-30|2203.0|0|2203.0|0|57.0|0|0.0|100
0|2021-12-31|2203.0|0|2203.0|0|57.0|0|0.0|100
0|2022-01-01|2203.0|0|2203.0|0|57.0|0|0.0|100
0|2022-01-02|2203.0|0|2203.0|0|57.0|0|0.0|100
0|2022-01-03|2220.0|0|2220.0|0|57.0|0|0.0|100
0|2022-01-04|2227.0|0|2227.0|0|57.0|0|0.0|100
0|2022-01-05|2244.0|0|2244.0|0|57.0|0|0.0|100
0|2022-01-06|2261.0|0|2261.0|0|57.0|0|0.0|100
0|2022-01-07|2280.0|0|2280.0|0|57.0|0|0.0|100
0|2022-01-08|2280.0|0|2280.0|0|57.0|0|0.0|100
0|2022-01-09|2280.0|0|2280.0|0|57.0|0|0.0|100
0|2022-01-10|2280.0|0|2302.0|0|57.0|0|0.0|100
0|2022-01-11|2340.0|0|2340.0|0|57.0|0|0.0|100
0|2022-01-12|2340.0|0|2350.0|0|57.0|0|0.0|100
0|2022-01-13|2340.0|0|2393.0|0|57.0|0|0.0|100
0|2022-01-14|2425.0|0|2425.0|0|57.0|0|0.0|100
0|2022-01-15|2425.0|0|2425.0|0|57.0|0|0.0|100
0|2022-01-16|2425.0|0|2425.0|0|57.0|0|0.0|100
0|2022-01-17|2425.0|0|0.0|100|57.0|0|0.0|100
