|dates|Perry_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Perry_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Perry_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Perry_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2047.0|0|2047.0|0|55.0|0|0.0|100
0|2021-10-18|2048.0|0|2048.0|0|55.0|0|0.0|100
0|2021-10-19|2052.0|0|2052.0|0|55.0|0|0.0|100
0|2021-10-20|2052.0|0|2052.0|0|56.0|0|0.0|100
0|2021-10-21|2053.0|0|2053.0|0|56.0|0|0.0|100
0|2021-10-22|2055.0|0|2055.0|0|56.0|0|0.0|100
0|2021-10-23|2055.0|0|2055.0|0|56.0|0|0.0|100
0|2021-10-24|2055.0|0|2055.0|0|56.0|0|0.0|100
0|2021-10-25|2059.0|0|2059.0|0|56.0|0|0.0|100
0|2021-10-26|2064.0|0|2064.0|0|56.0|0|0.0|100
0|2021-10-27|2068.0|0|2068.0|0|56.0|0|0.0|100
0|2021-10-28|2070.0|0|2070.0|0|56.0|0|0.0|100
0|2021-10-29|2077.0|0|2077.0|0|56.0|0|0.0|100
0|2021-10-30|2077.0|0|2077.0|0|56.0|0|0.0|100
0|2021-10-31|2077.0|0|2077.0|0|56.0|0|0.0|100
0|2021-11-01|2081.0|0|2081.0|0|56.0|0|0.0|100
0|2021-11-02|2084.0|0|2084.0|0|56.0|0|0.0|100
0|2021-11-03|2084.0|0|2084.0|0|56.0|0|0.0|100
0|2021-11-04|2088.0|0|2088.0|0|56.0|0|0.0|100
0|2021-11-05|2091.0|0|2091.0|0|56.0|0|0.0|100
0|2021-11-06|2091.0|0|2091.0|0|56.0|0|0.0|100
0|2021-11-07|2091.0|0|2091.0|0|56.0|0|0.0|100
0|2021-11-08|2102.0|0|2102.0|0|56.0|0|0.0|100
0|2021-11-09|2108.0|0|2108.0|0|56.0|0|0.0|100
0|2021-11-10|2108.0|0|2108.0|0|56.0|0|0.0|100
0|2021-11-11|2108.0|0|2108.0|0|56.0|0|0.0|100
0|2021-11-12|2117.0|0|2117.0|0|56.0|0|0.0|100
0|2021-11-13|2117.0|0|2117.0|0|56.0|0|0.0|100
0|2021-11-14|2117.0|0|2117.0|0|56.0|0|0.0|100
0|2021-11-15|2122.0|0|2122.0|0|56.0|0|0.0|100
0|2021-11-16|2123.0|0|2123.0|0|56.0|0|0.0|100
0|2021-11-17|2124.0|0|2124.0|0|56.0|0|0.0|100
0|2021-11-18|2125.0|0|2125.0|0|56.0|0|0.0|100
0|2021-11-19|2129.0|0|2129.0|0|56.0|0|0.0|100
0|2021-11-20|2129.0|0|2129.0|0|56.0|0|0.0|100
0|2021-11-21|2129.0|0|2129.0|0|56.0|0|0.0|100
0|2021-11-22|2133.0|0|2133.0|0|56.0|0|0.0|100
0|2021-11-23|2133.0|0|2133.0|0|56.0|0|0.0|100
0|2021-11-24|2133.0|0|2133.0|0|56.0|0|0.0|100
0|2021-11-25|2133.0|0|2133.0|0|56.0|0|0.0|100
0|2021-11-26|2133.0|0|2133.0|0|56.0|0|0.0|100
0|2021-11-27|2133.0|0|2133.0|0|56.0|0|0.0|100
0|2021-11-28|2133.0|0|2133.0|0|56.0|0|0.0|100
0|2021-11-29|2134.0|0|2134.0|0|56.0|0|0.0|100
0|2021-11-30|2134.0|0|2134.0|0|56.0|0|0.0|100
0|2021-12-01|2141.0|0|2141.0|0|56.0|0|0.0|100
0|2021-12-02|2144.0|0|2144.0|0|56.0|0|0.0|100
0|2021-12-03|2145.0|0|2145.0|0|56.0|0|0.0|100
0|2021-12-04|2145.0|0|2145.0|0|56.0|0|0.0|100
0|2021-12-05|2145.0|0|2145.0|0|56.0|0|0.0|100
0|2021-12-06|2146.0|0|2146.0|0|56.0|0|0.0|100
0|2021-12-07|2146.0|0|2146.0|0|56.0|0|0.0|100
0|2021-12-08|2149.0|0|2149.0|0|56.0|0|0.0|100
0|2021-12-09|2149.0|0|2149.0|0|56.0|0|0.0|100
0|2021-12-10|2151.0|0|2151.0|0|56.0|0|0.0|100
0|2021-12-11|2151.0|0|2151.0|0|56.0|0|0.0|100
0|2021-12-12|2151.0|0|2151.0|0|56.0|0|0.0|100
0|2021-12-13|2154.0|0|2154.0|0|56.0|0|0.0|100
0|2021-12-14|2154.0|0|2155.0|0|56.0|0|0.0|100
0|2021-12-15|2158.0|0|2158.0|0|56.0|0|0.0|100
0|2021-12-16|2163.0|0|2163.0|0|56.0|0|0.0|100
