|dates|Ingham_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ingham_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ingham_Michigan_UnitedStates.Male_Total_Population.data|Ingham_Michigan_UnitedStates.Male_Total_Population.missing|Ingham_Michigan_UnitedStates.Female_Total_Population.data|Ingham_Michigan_UnitedStates.Female_Total_Population.missing|Ingham_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Ingham_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-29|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-30|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-31|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-01|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-02|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-03|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-04|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-05|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-06|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-07|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-08|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-09|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-10|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-11|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-12|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-13|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-14|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-15|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-16|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2022-01-17|39459.0|0|142571.0|0|150164.0|0|58406.0|0
