|dates|Ingham_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ingham_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ingham_Michigan_UnitedStates.Male_Total_Population.data|Ingham_Michigan_UnitedStates.Male_Total_Population.missing|Ingham_Michigan_UnitedStates.Female_Total_Population.data|Ingham_Michigan_UnitedStates.Female_Total_Population.missing|Ingham_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Ingham_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-18|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-19|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-20|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-21|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-22|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-23|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-24|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-25|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-26|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-27|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-28|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-29|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-30|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-10-31|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-01|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-02|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-03|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-04|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-05|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-06|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-07|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-08|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-09|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-10|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-11|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-12|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-13|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-14|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-15|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-16|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-17|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-18|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-19|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-20|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-21|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-22|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-23|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-24|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-25|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-26|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-27|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-28|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-29|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-11-30|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-01|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-02|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-03|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-04|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-05|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-06|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-07|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-08|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-09|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-10|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-11|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-12|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-13|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-14|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-15|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-16|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-17|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-18|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-19|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-20|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-21|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-22|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-23|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-24|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-25|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-26|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-27|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2021-12-28|39459.0|0|142571.0|0|150164.0|0|58406.0|0
