|dates|Fayette_Alabama_UnitedStates.JHU_ConfirmedCases.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Alabama_UnitedStates.NYT_ConfirmedCases.data|Fayette_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Fayette_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|3362.0|0|3362.0|0|86.0|0|0.0|100
0|2021-12-19|3363.0|0|3363.0|0|86.0|0|0.0|100
0|2021-12-20|3363.0|0|3363.0|0|86.0|0|0.0|100
0|2021-12-21|3363.0|0|3363.0|0|86.0|0|0.0|100
0|2021-12-22|3375.0|0|3375.0|0|86.0|0|0.0|100
0|2021-12-23|3380.0|0|3380.0|0|86.0|0|0.0|100
0|2021-12-24|3383.0|0|3383.0|0|86.0|0|0.0|100
0|2021-12-25|3385.0|0|3385.0|0|86.0|0|0.0|100
0|2021-12-26|3387.0|0|3387.0|0|86.0|0|0.0|100
0|2021-12-27|3387.0|0|3387.0|0|86.0|0|0.0|100
0|2021-12-28|3392.0|0|3392.0|0|86.0|0|0.0|100
0|2021-12-29|3395.0|0|3395.0|0|86.0|0|0.0|100
0|2021-12-30|3407.0|0|3407.0|0|86.0|0|0.0|100
0|2021-12-31|3417.0|0|3417.0|0|86.0|0|0.0|100
0|2022-01-01|3417.0|0|3417.0|0|86.0|0|0.0|100
0|2022-01-02|3440.0|0|3440.0|0|86.0|0|0.0|100
0|2022-01-03|3446.0|0|3446.0|0|86.0|0|0.0|100
0|2022-01-04|3458.0|0|3458.0|0|86.0|0|0.0|100
0|2022-01-05|3478.0|0|3478.0|0|86.0|0|0.0|100
0|2022-01-06|3497.0|0|3497.0|0|86.0|0|0.0|100
0|2022-01-07|3522.0|0|3522.0|0|86.0|0|0.0|100
0|2022-01-08|3539.0|0|3539.0|0|86.0|0|0.0|100
0|2022-01-09|3555.0|0|3555.0|0|86.0|0|0.0|100
0|2022-01-10|3575.0|0|3575.0|0|86.0|0|0.0|100
0|2022-01-11|3605.0|0|3605.0|0|86.0|0|0.0|100
0|2022-01-12|3630.0|0|3630.0|0|86.0|0|0.0|100
0|2022-01-13|3630.0|0|3630.0|0|86.0|0|0.0|100
0|2022-01-14|3630.0|0|3630.0|0|86.0|0|0.0|100
0|2022-01-15|3630.0|0|3630.0|0|86.0|0|0.0|100
0|2022-01-16|3782.0|0|3782.0|0|86.0|0|0.0|100
0|2022-01-17|3810.0|0|0.0|100|86.0|0|0.0|100
