|dates|Androscoggin_Maine_UnitedStates.JHU_ConfirmedCases.data|Androscoggin_Maine_UnitedStates.JHU_ConfirmedCases.missing|Androscoggin_Maine_UnitedStates.NYT_ConfirmedCases.data|Androscoggin_Maine_UnitedStates.NYT_ConfirmedCases.missing|Androscoggin_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Androscoggin_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Androscoggin_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Androscoggin_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10339.0|0|10339.0|0|96.0|0|0.0|100
0|2021-10-18|10339.0|0|10339.0|0|96.0|0|0.0|100
0|2021-10-19|10403.0|0|10403.0|0|97.0|0|0.0|100
0|2021-10-20|10471.0|0|10471.0|0|97.0|0|0.0|100
0|2021-10-21|10519.0|0|10519.0|0|97.0|0|0.0|100
0|2021-10-22|10560.0|0|10560.0|0|97.0|0|0.0|100
0|2021-10-23|10626.0|0|10626.0|0|97.0|0|0.0|100
0|2021-10-24|10626.0|0|10626.0|0|97.0|0|0.0|100
0|2021-10-25|10626.0|0|10626.0|0|97.0|0|0.0|100
0|2021-10-26|10726.0|0|10726.0|0|99.0|0|0.0|100
0|2021-10-27|10779.0|0|10779.0|0|99.0|0|0.0|100
0|2021-10-28|10837.0|0|10837.0|0|99.0|0|0.0|100
0|2021-10-29|10898.0|0|10898.0|0|100.0|0|0.0|100
0|2021-10-30|10973.0|0|10973.0|0|101.0|0|0.0|100
0|2021-10-31|10973.0|0|10973.0|0|101.0|0|0.0|100
0|2021-11-01|10973.0|0|10973.0|0|101.0|0|0.0|100
0|2021-11-02|11047.0|0|11047.0|0|104.0|0|0.0|100
0|2021-11-03|11099.0|0|11099.0|0|108.0|0|0.0|100
0|2021-11-04|11184.0|0|11184.0|0|108.0|0|0.0|100
0|2021-11-05|11287.0|0|11287.0|0|109.0|0|0.0|100
0|2021-11-06|11365.0|0|11365.0|0|109.0|0|0.0|100
0|2021-11-07|11365.0|0|11365.0|0|109.0|0|0.0|100
0|2021-11-08|11365.0|0|11365.0|0|109.0|0|0.0|100
0|2021-11-09|11481.0|0|11481.0|0|110.0|0|0.0|100
0|2021-11-10|11481.0|0|11573.0|0|110.0|0|0.0|100
0|2021-11-11|11708.0|0|11708.0|0|110.0|0|0.0|100
0|2021-11-12|11708.0|0|11708.0|0|110.0|0|0.0|100
0|2021-11-13|11823.0|0|11823.0|0|110.0|0|0.0|100
0|2021-11-14|11823.0|0|11823.0|0|110.0|0|0.0|100
0|2021-11-15|11823.0|0|11823.0|0|110.0|0|0.0|100
0|2021-11-16|11913.0|0|11913.0|0|112.0|0|0.0|100
0|2021-11-17|12061.0|0|12061.0|0|112.0|0|0.0|100
0|2021-11-18|12202.0|0|12202.0|0|113.0|0|0.0|100
0|2021-11-19|12298.0|0|12298.0|0|117.0|0|0.0|100
0|2021-11-20|12436.0|0|12436.0|0|117.0|0|0.0|100
0|2021-11-21|12436.0|0|12436.0|0|117.0|0|0.0|100
0|2021-11-22|12436.0|0|12436.0|0|117.0|0|0.0|100
0|2021-11-23|12600.0|0|12600.0|0|121.0|0|0.0|100
0|2021-11-24|12743.0|0|12743.0|0|121.0|0|0.0|100
0|2021-11-25|12800.0|0|12800.0|0|121.0|0|0.0|100
0|2021-11-26|12800.0|0|12800.0|0|121.0|0|0.0|100
0|2021-11-27|12800.0|0|12800.0|0|121.0|0|0.0|100
0|2021-11-28|12800.0|0|12800.0|0|121.0|0|0.0|100
0|2021-11-29|12849.0|0|12849.0|0|121.0|0|0.0|100
0|2021-11-30|12961.0|0|12961.0|0|125.0|0|0.0|100
0|2021-12-01|13023.0|0|13023.0|0|125.0|0|0.0|100
0|2021-12-02|13023.0|0|13143.0|0|125.0|0|0.0|100
0|2021-12-03|13250.0|0|13250.0|0|125.0|0|0.0|100
0|2021-12-04|13318.0|0|13318.0|0|125.0|0|0.0|100
0|2021-12-05|13318.0|0|13318.0|0|125.0|0|0.0|100
0|2021-12-06|13318.0|0|13318.0|0|125.0|0|0.0|100
0|2021-12-07|13434.0|0|13434.0|0|128.0|0|0.0|100
0|2021-12-08|13622.0|0|13622.0|0|129.0|0|0.0|100
0|2021-12-09|13753.0|0|13753.0|0|129.0|0|0.0|100
0|2021-12-10|13950.0|0|13950.0|0|131.0|0|0.0|100
0|2021-12-11|14051.0|0|14051.0|0|131.0|0|0.0|100
0|2021-12-12|14051.0|0|14051.0|0|131.0|0|0.0|100
0|2021-12-13|14051.0|0|14051.0|0|131.0|0|0.0|100
0|2021-12-14|14051.0|0|14143.0|0|131.0|0|0.0|100
0|2021-12-15|14319.0|0|14319.0|0|133.0|0|0.0|100
0|2021-12-16|14454.0|0|14454.0|0|137.0|0|0.0|100
0|2021-12-17|14525.0|0|14525.0|0|141.0|0|0.0|100
0|2021-12-18|14588.0|0|14588.0|0|144.0|0|0.0|100
0|2021-12-19|14588.0|0|14588.0|0|144.0|0|0.0|100
0|2021-12-20|14588.0|0|14588.0|0|144.0|0|0.0|100
0|2021-12-21|14779.0|0|14779.0|0|153.0|0|0.0|100
0|2021-12-22|14924.0|0|14924.0|0|154.0|0|0.0|100
0|2021-12-23|15002.0|0|15002.0|0|154.0|0|0.0|100
0|2021-12-24|15100.0|0|15100.0|0|154.0|0|0.0|100
0|2021-12-25|15100.0|0|15100.0|0|154.0|0|0.0|100
0|2021-12-26|15100.0|0|15100.0|0|154.0|0|0.0|100
0|2021-12-27|15101.0|0|15101.0|0|154.0|0|0.0|100
0|2021-12-28|15196.0|0|15196.0|0|154.0|0|0.0|100
0|2021-12-29|15282.0|0|15282.0|0|157.0|0|0.0|100
0|2021-12-30|15358.0|0|15358.0|0|157.0|0|0.0|100
0|2021-12-31|15522.0|0|15522.0|0|158.0|0|0.0|100
0|2022-01-01|15522.0|0|15522.0|0|158.0|0|0.0|100
0|2022-01-02|15522.0|0|15522.0|0|158.0|0|0.0|100
0|2022-01-03|15522.0|0|15522.0|0|158.0|0|0.0|100
0|2022-01-04|15652.0|0|15652.0|0|163.0|0|0.0|100
0|2022-01-05|15749.0|0|15749.0|0|166.0|0|0.0|100
0|2022-01-06|15778.0|0|15778.0|0|167.0|0|0.0|100
0|2022-01-07|15855.0|0|15855.0|0|169.0|0|0.0|100
0|2022-01-08|15980.0|0|15980.0|0|170.0|0|0.0|100
0|2022-01-09|15980.0|0|15980.0|0|170.0|0|0.0|100
0|2022-01-10|15980.0|0|15980.0|0|170.0|0|0.0|100
0|2022-01-11|16099.0|0|16099.0|0|173.0|0|0.0|100
0|2022-01-12|16173.0|0|16173.0|0|173.0|0|0.0|100
0|2022-01-13|16173.0|0|16325.0|0|173.0|0|0.0|100
0|2022-01-14|16454.0|0|16454.0|0|178.0|0|0.0|100
0|2022-01-15|16536.0|0|16536.0|0|179.0|0|0.0|100
0|2022-01-16|16536.0|0|16536.0|0|179.0|0|0.0|100
0|2022-01-17|16536.0|0|0.0|100|179.0|0|0.0|100
