|dates|Stark_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|Stark_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|Stark_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|Stark_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Stark_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|Stark_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|Stark_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|Stark_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-18|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-19|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-20|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-21|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-22|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-23|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-24|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-25|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-26|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-27|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-28|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-29|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-30|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-10-31|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-01|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-02|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-03|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-04|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-05|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-06|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-07|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-08|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-09|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-10|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-11|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-12|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-13|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-14|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-15|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-16|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-17|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-18|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-19|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-20|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-21|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-22|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-23|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-24|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
0|2021-11-25|16908.0|0|821.0|0|4.630830842123075|0|17729.0|0
