|dates|Cooke_Texas_UnitedStates.AveragePrecipitationTotal.data|Cooke_Texas_UnitedStates.AveragePrecipitationTotal.missing|Cooke_Texas_UnitedStates.AveragePrecipitation.data|Cooke_Texas_UnitedStates.AveragePrecipitation.missing|Cooke_Texas_UnitedStates.AverageWindDirection.data|Cooke_Texas_UnitedStates.AverageWindDirection.missing|Cooke_Texas_UnitedStates.AverageWindSpeed.data|Cooke_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|63.020833333333336|0|1.8125|0
0|2021-10-18|0.0|0|0.0|0|96.77083333333333|0|5.135416666666667|0
0|2021-10-19|0.0|0|0.0|0|155.625|0|9.6875|0
0|2021-10-20|0.0|0|0.0|0|178.54166666666666|0|6.708333333333333|0
0|2021-10-21|0.0|0|0.0|0|88.125|0|5.447916666666667|0
0|2021-10-22|0.0|0|0.0|0|85.3125|0|3.875|0
0|2021-10-23|0.0|0|0.0|0|113.48958333333333|0|8.567708333333334|0
0|2021-10-24|0.0|0|0.0|0|147.55208333333334|0|11.677083333333334|0
0|2021-10-25|0.0|0|0.0|0|47.708333333333336|0|4.015625|0
0|2021-10-26|0.0|0|0.0|0|121.40625|0|11.911458333333334|0
0|2021-10-27|0.015|0|0.02677083333333333|0|214.27083333333334|0|11.78125|0
0|2021-10-28|0.00125|0|0.0|0|311.875|0|20.458333333333332|0
0|2021-10-29|0.0|0|0.0|0|326.7708333333333|0|16.458333333333332|0
0|2021-10-30|0.0|0|0.0|0|119.89583333333333|0|2.0|0
0|2021-10-31|0.0|0|0.0|0|43.229166666666664|0|5.395833333333333|0
0|2021-11-01|0.0|0|0.0|0|146.875|0|6.458333333333333|0
0|2021-11-02|0.0|0|0.014062500000000006|0|22.083333333333332|0|5.010416666666667|0
0|2021-11-03|0.026875|0|0.02395833333333333|0|21.5625|0|2.5520833333333335|0
0|2021-11-04|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-05|0.0|0|0.0|0|56.666666666666664|0|2.4166666666666665|0
0|2021-11-06|0.0|0|0.0|0|74.27083333333333|0|3.0104166666666665|0
0|2021-11-07|0.0|0|0.0|0|158.75|0|7.453125|0
0|2021-11-08|0.0|0|0.0|0|157.55208333333334|0|8.380208333333334|0
0|2021-11-09|0.0|0|0.0|0|97.5|0|5.760416666666667|0
0|2021-11-10|0.0|0|0.021562499999999995|0|151.5625|0|8.552083333333334|0
0|2021-11-11|0.0|0|0.0|0|221.25|0|6.21875|0
0|2021-11-12|0.0|0|0.0|0|224.375|0|6.9375|0
0|2021-11-13|0.0|0|0.0|0|90.3125|0|2.6875|0
0|2021-11-14|0.0|0|0.0|0|97.29166666666667|0|4.510416666666667|0
0|2021-11-15|0.0|0|0.0|0|91.45833333333333|0|3.2083333333333335|0
0|2021-11-16|0.0|0|0.0|0|176.66666666666666|0|12.78125|0
0|2021-11-17|0.0|0|0.0|0|196.92708333333334|0|15.09375|0
0|2021-11-18|0.0|0|0.0|0|76.66666666666667|0|9.322916666666666|0
0|2021-11-19|0.0|0|0.0|0|103.54166666666667|0|6.427083333333333|0
0|2021-11-20|0.0|0|0.0|0|124.16666666666667|0|8.510416666666666|0
0|2021-11-21|0.0|0|0.0|0|219.6875|0|7.609375|0
0|2021-11-22|0.0|0|0.0|0|125.9375|0|2.3020833333333335|0
0|2021-11-23|0.0|0|0.0|0|100.0|0|7.697916666666667|0
0|2021-11-24|0.0|0|0.0|0|139.27083333333334|0|11.770833333333334|0
0|2021-11-25|0.0|0|0.0|0|307.5520833333333|0|13.005208333333334|0
0|2021-11-26|0.0|0|0.0|0|40.104166666666664|0|1.1770833333333333|0
0|2021-11-27|0.0|0|0.005937500000000002|0|69.27083333333333|0|2.8333333333333335|0
0|2021-11-28|0.0043749999999999995|0|0.0|0|205.625|0|6.489583333333333|0
0|2021-11-29|0.0|0|0.0|0|94.16666666666667|0|4.197916666666667|0
0|2021-11-30|0.0|0|0.0|0|58.645833333333336|0|3.0|0
0|2021-12-01|0.0|0|0.0|0|26.770833333333332|0|0.6041666666666666|0
0|2021-12-02|0.0|0|0.0|0|36.5625|0|1.5|0
0|2021-12-03|0.0|0|0.0|0|61.458333333333336|0|3.2291666666666665|0
0|2021-12-04|0.0|0|0.0|0|70.9375|0|2.5625|0
0|2021-12-05|0.0|0|0.0|0|110.625|0|6.822916666666667|0
0|2021-12-06|0.0|0|0.0|0|74.16666666666667|0|11.354166666666666|0
0|2021-12-07|0.0|0|0.0|0|54.427083333333336|0|2.8854166666666665|0
0|2021-12-08|0.0|0|0.0|0|60.416666666666664|0|2.9270833333333335|0
0|2021-12-09|0.0|0|0.0|0|132.55208333333334|0|5.984375|0
0|2021-12-10|0.0|0|0.0|0|192.1875|0|11.322916666666666|0
0|2021-12-11|0.0|0|0.0|0|175.52083333333334|0|6.71875|0
0|2021-12-12|0.0|0|0.0|0|107.29166666666667|0|6.802083333333333|0
0|2021-12-13|0.0|0|0.0|0|104.375|0|6.510416666666667|0
0|2021-12-14|0.0|0|0.0|0|174.375|0|11.708333333333334|0
0|2021-12-15|0.0|0|0.0|0|185.0|0|17.916666666666668|0
0|2021-12-16|0.0|0|0.0|0|121.5625|0|7.177083333333333|0
0|2021-12-17|0.0|0|0.0004166666666666667|0|132.29166666666666|0|7.822916666666667|0
0|2021-12-18|0.0008333333333333334|0|0.0008333333333333334|0|217.29166666666666|0|13.979166666666666|0
0|2021-12-19|0.0|0|0.0|0|117.39583333333333|0|3.0833333333333335|0
0|2021-12-20|0.0|0|0.0|0|88.33333333333333|0|3.2135416666666665|0
0|2021-12-21|0.0|0|0.0|0|102.70833333333333|0|3.8229166666666665|0
0|2021-12-22|0.0|0|0.0|0|69.79166666666667|0|3.8854166666666665|0
0|2021-12-23|0.0|0|0.0|0|148.33333333333334|0|10.552083333333334|0
0|2021-12-24|0.0|0|0.0|0|187.8125|0|14.135416666666666|0
0|2021-12-25|0.0|0|0.0|0|144.0625|0|3.84375|0
0|2021-12-26|0.0|0|0.0|0|147.39583333333334|0|10.104166666666666|0
0|2021-12-27|0.0|0|0.0|0|118.64583333333333|0|4.927083333333333|0
0|2021-12-28|0.0|0|0.0|0|184.89583333333334|0|8.479166666666666|0
0|2021-12-29|0.0|0|0.0016666666666666668|0|93.90625|0|2.4427083333333335|0
0|2021-12-30|0.00125|0|0.0|0|155.3125|0|4.197916666666667|0
0|2021-12-31|0.0|0|0.002916666666666667|0|142.08333333333334|0|3.5572916666666665|0
0|2022-01-01|0.0022916666666666667|0|0.0020833333333333337|0|228.85416666666666|0|11.192708333333334|0
0|2022-01-02|0.0010416666666666667|0|0.0|0|284.21875|0|12.015625|0
0|2022-01-03|0.0|0|0.0|0|106.5625|0|4.916666666666667|0
0|2022-01-04|0.0|0|0.0|0|166.45833333333334|0|10.302083333333334|0
0|2022-01-05|0.0|0|0.0|0|31.979166666666668|0|9.104166666666666|0
0|2022-01-06|0.0|0|0.0|0|224.89583333333334|0|12.177083333333334|0
0|2022-01-07|0.0|0|0.0|0|163.54166666666666|0|8.6875|0
