|dates|Coffey_Kansas_UnitedStates.AveragePrecipitationTotal.data|Coffey_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Coffey_Kansas_UnitedStates.AveragePrecipitation.data|Coffey_Kansas_UnitedStates.AveragePrecipitation.missing|Coffey_Kansas_UnitedStates.AverageWindDirection.data|Coffey_Kansas_UnitedStates.AverageWindDirection.missing|Coffey_Kansas_UnitedStates.AverageWindSpeed.data|Coffey_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|93.75|0|4.125|0
0|2021-10-18|0.0|0|0.0|0|170.0|0|11.916666666666666|0
0|2021-10-19|0.0|0|0.0|0|164.16666666666666|0|16.541666666666668|0
0|2021-10-20|0.0|0|0.0|0|253.33333333333334|0|12.3125|0
0|2021-10-21|0.0|0|0.0|0|256.6666666666667|0|7.666666666666667|0
0|2021-10-22|0.0|0|0.0|0|123.75|0|6.583333333333333|0
0|2021-10-23|0.007847222222222222|0|0.0275|0|127.39583333333331|0|9.95138888888889|0
0|2021-10-24|0.009166666666666667|0|0.008020833333333333|0|234.44444444444443|0|15.597222222222223|0
0|2021-10-25|0.0|0|0.0|0|159.375|0|8.25|0
0|2021-10-26|0.0|0|0.0|0|132.91666666666666|0|16.395833333333332|0
0|2021-10-27|0.005833333333333334|0|0.02722222222222222|0|133.99305555555557|0|12.295138888888891|0
0|2021-10-28|0.023541666666666666|0|0.017499999999999998|0|334.7916666666667|0|22.131944444444443|0
0|2021-10-29|0.004166666666666667|0|0.0|0|334.7916666666667|0|16.5|0
0|2021-10-30|0.0|0|0.0|0|230.41666666666666|0|5.583333333333333|0
0|2021-10-31|0.0|0|0.0|0|144.375|0|12.270833333333334|0
0|2021-11-01|0.0|0|0.0|0|41.666666666666664|0|8.75|0
0|2021-11-02|0.0|0|0.0|0|58.819444444444436|0|4.125|0
0|2021-11-03|0.0|0|0.0|0|76.25|0|2.5416666666666665|0
0|2021-11-04|0.0|0|0.0|0|187.91666666666666|0|8.25|0
0|2021-11-05|0.0|0|0.0|0|174.47916666666666|0|11.110416666666666|0
0|2021-11-06|0.0|0|0.0|0|180.83333333333334|0|10.375|0
0|2021-11-07|0.0|0|0.0|0|177.5|0|16.104166666666668|0
0|2021-11-08|0.0|0|0.0|0|222.08333333333334|0|8.875|0
0|2021-11-09|0.0|0|0.0|0|71.25|0|5.25|0
0|2021-11-10|0.0|0|0.005418650793650794|0|203.64880952380952|0|14.565079365079365|0
0|2021-11-11|0.013333333333333334|0|0.0|0|285.8333333333333|0|14.375|0
0|2021-11-12|0.0|0|0.0|0|310.0|0|15.875|0
0|2021-11-13|0.0|0|0.0|0|197.5|0|7.041666666666667|0
0|2021-11-14|0.0|0|0.0|0|258.75|0|8.75|0
