|dates|Hancock_Iowa_UnitedStates.JHU_ConfirmedCases.data|Hancock_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Iowa_UnitedStates.NYT_ConfirmedCases.data|Hancock_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|2301.0|0|2302.0|0|40.0|0|0.0|100
0|2021-12-09|2301.0|0|2302.0|0|40.0|0|0.0|100
0|2021-12-10|2320.0|0|2302.0|0|41.0|0|0.0|100
0|2021-12-11|2320.0|0|2302.0|0|41.0|0|0.0|100
0|2021-12-12|2320.0|0|2302.0|0|41.0|0|0.0|100
0|2021-12-13|2320.0|0|2302.0|0|41.0|0|0.0|100
0|2021-12-14|2320.0|0|2302.0|0|41.0|0|0.0|100
0|2021-12-15|2342.0|0|2343.0|0|41.0|0|0.0|100
0|2021-12-16|2342.0|0|2343.0|0|41.0|0|0.0|100
0|2021-12-17|2342.0|0|2343.0|0|41.0|0|0.0|100
0|2021-12-18|2342.0|0|2343.0|0|41.0|0|0.0|100
0|2021-12-19|2342.0|0|2343.0|0|41.0|0|0.0|100
0|2021-12-20|2342.0|0|2343.0|0|41.0|0|0.0|100
0|2021-12-21|2342.0|0|2343.0|0|41.0|0|0.0|100
0|2021-12-22|2365.0|0|2366.0|0|41.0|0|0.0|100
0|2021-12-23|2365.0|0|2366.0|0|41.0|0|0.0|100
0|2021-12-24|2365.0|0|2366.0|0|41.0|0|0.0|100
0|2021-12-25|2365.0|0|2366.0|0|41.0|0|0.0|100
0|2021-12-26|2365.0|0|2366.0|0|41.0|0|0.0|100
0|2021-12-27|2365.0|0|2366.0|0|41.0|0|0.0|100
0|2021-12-28|2365.0|0|2366.0|0|41.0|0|0.0|100
0|2021-12-29|2386.0|0|2389.0|0|42.0|0|0.0|100
0|2021-12-30|2386.0|0|2389.0|0|42.0|0|0.0|100
0|2021-12-31|2386.0|0|2389.0|0|42.0|0|0.0|100
0|2022-01-01|2386.0|0|2389.0|0|42.0|0|0.0|100
0|2022-01-02|2386.0|0|2389.0|0|42.0|0|0.0|100
0|2022-01-03|2386.0|0|2389.0|0|42.0|0|0.0|100
0|2022-01-04|2386.0|0|2389.0|0|42.0|0|0.0|100
0|2022-01-05|2414.0|0|2417.0|0|43.0|0|0.0|100
0|2022-01-06|2414.0|0|2417.0|0|43.0|0|0.0|100
0|2022-01-07|2414.0|0|2417.0|0|43.0|0|0.0|100
0|2022-01-08|2414.0|0|2417.0|0|43.0|0|0.0|100
0|2022-01-09|2414.0|0|2417.0|0|43.0|0|0.0|100
0|2022-01-10|2414.0|0|2417.0|0|43.0|0|0.0|100
0|2022-01-11|2414.0|0|2417.0|0|43.0|0|0.0|100
0|2022-01-12|2486.0|0|2491.0|0|45.0|0|0.0|100
0|2022-01-13|2486.0|0|2491.0|0|45.0|0|0.0|100
0|2022-01-14|2486.0|0|2491.0|0|45.0|0|0.0|100
0|2022-01-15|2486.0|0|2491.0|0|45.0|0|0.0|100
0|2022-01-16|2486.0|0|2491.0|0|45.0|0|0.0|100
0|2022-01-17|2486.0|0|0.0|100|45.0|0|0.0|100
