|dates|Troup_Georgia_UnitedStates.JHU_ConfirmedCases.data|Troup_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Troup_Georgia_UnitedStates.NYT_ConfirmedCases.data|Troup_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Troup_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Troup_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Troup_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Troup_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10755.0|0|10776.0|0|299.0|0|0.0|100
0|2021-10-18|10768.0|0|10789.0|0|301.0|0|0.0|100
0|2021-10-19|10774.0|0|10795.0|0|303.0|0|0.0|100
0|2021-10-20|10782.0|0|10803.0|0|305.0|0|0.0|100
0|2021-10-21|10783.0|0|10804.0|0|306.0|0|0.0|100
0|2021-10-22|10788.0|0|10809.0|0|307.0|0|0.0|100
0|2021-10-23|10788.0|0|10809.0|0|307.0|0|0.0|100
0|2021-10-24|10788.0|0|10809.0|0|307.0|0|0.0|100
0|2021-10-25|10798.0|0|10821.0|0|307.0|0|0.0|100
0|2021-10-26|10801.0|0|10824.0|0|307.0|0|0.0|100
0|2021-10-27|10809.0|0|10832.0|0|307.0|0|0.0|100
0|2021-10-28|10813.0|0|10836.0|0|307.0|0|0.0|100
0|2021-10-29|10817.0|0|10840.0|0|308.0|0|0.0|100
0|2021-10-30|10817.0|0|10840.0|0|308.0|0|0.0|100
0|2021-10-31|10817.0|0|10840.0|0|308.0|0|0.0|100
0|2021-11-01|10833.0|0|10856.0|0|308.0|0|0.0|100
0|2021-11-02|10836.0|0|10859.0|0|311.0|0|0.0|100
0|2021-11-03|10844.0|0|10867.0|0|312.0|0|0.0|100
0|2021-11-04|10854.0|0|10877.0|0|314.0|0|0.0|100
0|2021-11-05|10858.0|0|10881.0|0|314.0|0|0.0|100
0|2021-11-06|10858.0|0|10881.0|0|314.0|0|0.0|100
0|2021-11-07|10858.0|0|10881.0|0|314.0|0|0.0|100
0|2021-11-08|10858.0|0|10884.0|0|314.0|0|0.0|100
0|2021-11-09|10864.0|0|10890.0|0|315.0|0|0.0|100
0|2021-11-10|10864.0|0|10893.0|0|315.0|0|0.0|100
0|2021-11-11|10867.0|0|10893.0|0|315.0|0|0.0|100
0|2021-11-12|10876.0|0|10902.0|0|316.0|0|0.0|100
0|2021-11-13|10876.0|0|10902.0|0|316.0|0|0.0|100
0|2021-11-14|10876.0|0|10902.0|0|316.0|0|0.0|100
0|2021-11-15|10882.0|0|10908.0|0|316.0|0|0.0|100
0|2021-11-16|10885.0|0|10911.0|0|316.0|0|0.0|100
0|2021-11-17|10891.0|0|10917.0|0|319.0|0|0.0|100
0|2021-11-18|10895.0|0|10921.0|0|320.0|0|0.0|100
0|2021-11-19|10898.0|0|10924.0|0|321.0|0|0.0|100
0|2021-11-20|10898.0|0|10924.0|0|321.0|0|0.0|100
0|2021-11-21|10898.0|0|10924.0|0|321.0|0|0.0|100
0|2021-11-22|10912.0|0|10940.0|0|322.0|0|0.0|100
0|2021-11-23|10915.0|0|10943.0|0|322.0|0|0.0|100
0|2021-11-24|10919.0|0|10947.0|0|323.0|0|0.0|100
0|2021-11-25|10919.0|0|10947.0|0|323.0|0|0.0|100
0|2021-11-26|10919.0|0|10947.0|0|323.0|0|0.0|100
0|2021-11-27|10919.0|0|10947.0|0|323.0|0|0.0|100
0|2021-11-28|10919.0|0|10947.0|0|323.0|0|0.0|100
0|2021-11-29|10934.0|0|10962.0|0|324.0|0|0.0|100
0|2021-11-30|10941.0|0|10970.0|0|324.0|0|0.0|100
0|2021-12-01|10946.0|0|10975.0|0|324.0|0|0.0|100
0|2021-12-02|10946.0|0|10980.0|0|324.0|0|0.0|100
0|2021-12-03|10960.0|0|10989.0|0|324.0|0|0.0|100
0|2021-12-04|10960.0|0|10989.0|0|324.0|0|0.0|100
0|2021-12-05|10960.0|0|10989.0|0|324.0|0|0.0|100
0|2021-12-06|10977.0|0|11006.0|0|324.0|0|0.0|100
0|2021-12-07|10981.0|0|11010.0|0|326.0|0|0.0|100
0|2021-12-08|10991.0|0|11020.0|0|326.0|0|0.0|100
0|2021-12-09|10993.0|0|11022.0|0|326.0|0|0.0|100
0|2021-12-10|11011.0|0|11040.0|0|326.0|0|0.0|100
0|2021-12-11|11011.0|0|11040.0|0|326.0|0|0.0|100
0|2021-12-12|11011.0|0|11040.0|0|326.0|0|0.0|100
0|2021-12-13|11027.0|0|11057.0|0|326.0|0|0.0|100
0|2021-12-14|11027.0|0|11082.0|0|326.0|0|0.0|100
0|2021-12-15|11063.0|0|11093.0|0|326.0|0|0.0|100
0|2021-12-16|11080.0|0|11110.0|0|326.0|0|0.0|100
0|2021-12-17|11097.0|0|11127.0|0|327.0|0|0.0|100
0|2021-12-18|11097.0|0|11127.0|0|327.0|0|0.0|100
0|2021-12-19|11097.0|0|11127.0|0|327.0|0|0.0|100
0|2021-12-20|11170.0|0|11200.0|0|327.0|0|0.0|100
0|2021-12-21|11213.0|0|11243.0|0|327.0|0|0.0|100
0|2021-12-22|11257.0|0|11287.0|0|327.0|0|0.0|100
0|2021-12-23|11312.0|0|11342.0|0|327.0|0|0.0|100
0|2021-12-24|11372.0|0|11402.0|0|327.0|0|0.0|100
0|2021-12-25|11372.0|0|11402.0|0|327.0|0|0.0|100
0|2021-12-26|11372.0|0|11402.0|0|327.0|0|0.0|100
0|2021-12-27|11568.0|0|11598.0|0|327.0|0|0.0|100
0|2021-12-28|11708.0|0|11738.0|0|327.0|0|0.0|100
0|2021-12-29|11853.0|0|11883.0|0|327.0|0|0.0|100
0|2021-12-30|12005.0|0|12035.0|0|327.0|0|0.0|100
0|2021-12-31|12171.0|0|12201.0|0|327.0|0|0.0|100
0|2022-01-01|12171.0|0|12201.0|0|327.0|0|0.0|100
0|2022-01-02|12171.0|0|12201.0|0|327.0|0|0.0|100
0|2022-01-03|12171.0|0|12201.0|0|327.0|0|0.0|100
0|2022-01-04|12657.0|0|12687.0|0|327.0|0|0.0|100
0|2022-01-05|12847.0|0|12877.0|0|327.0|0|0.0|100
0|2022-01-06|12847.0|0|12877.0|0|327.0|0|0.0|100
0|2022-01-07|12847.0|0|12877.0|0|327.0|0|0.0|100
0|2022-01-08|12847.0|0|12877.0|0|327.0|0|0.0|100
0|2022-01-09|12847.0|0|12877.0|0|327.0|0|0.0|100
0|2022-01-10|13376.0|0|13406.0|0|330.0|0|0.0|100
0|2022-01-11|13580.0|0|13610.0|0|331.0|0|0.0|100
0|2022-01-12|13695.0|0|13725.0|0|332.0|0|0.0|100
0|2022-01-13|13695.0|0|13843.0|0|332.0|0|0.0|100
0|2022-01-14|13899.0|0|13929.0|0|334.0|0|0.0|100
0|2022-01-15|13899.0|0|13929.0|0|334.0|0|0.0|100
0|2022-01-16|13899.0|0|13929.0|0|334.0|0|0.0|100
0|2022-01-17|14067.0|0|0.0|100|334.0|0|0.0|100
