|dates|Benton_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Benton_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Benton_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Benton_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Benton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|3137.0|0|3137.0|0|79.0|0|0.0|100
0|2021-12-30|3153.0|0|3153.0|0|79.0|0|0.0|100
0|2021-12-31|3153.0|0|3153.0|0|80.0|0|0.0|100
0|2022-01-01|3153.0|0|3153.0|0|80.0|0|0.0|100
0|2022-01-02|3153.0|0|3153.0|0|80.0|0|0.0|100
0|2022-01-03|3192.0|0|3192.0|0|80.0|0|0.0|100
0|2022-01-04|3196.0|0|3196.0|0|80.0|0|0.0|100
0|2022-01-05|3196.0|0|3196.0|0|80.0|0|0.0|100
0|2022-01-06|3196.0|0|3196.0|0|80.0|0|0.0|100
0|2022-01-07|3196.0|0|3196.0|0|80.0|0|0.0|100
0|2022-01-08|3196.0|0|3196.0|0|80.0|0|0.0|100
0|2022-01-09|3196.0|0|3196.0|0|80.0|0|0.0|100
0|2022-01-10|3196.0|0|3196.0|0|80.0|0|0.0|100
0|2022-01-11|3196.0|0|3196.0|0|80.0|0|0.0|100
0|2022-01-12|3308.0|0|3308.0|0|81.0|0|0.0|100
0|2022-01-13|3308.0|0|3308.0|0|81.0|0|0.0|100
0|2022-01-14|3308.0|0|3308.0|0|81.0|0|0.0|100
0|2022-01-15|3308.0|0|3308.0|0|81.0|0|0.0|100
0|2022-01-16|3308.0|0|3308.0|0|81.0|0|0.0|100
0|2022-01-17|3308.0|0|0.0|100|81.0|0|0.0|100
