|dates|Benton_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Benton_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Benton_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Benton_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Benton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2742.0|0|2742.0|0|50.0|0|0.0|100
0|2021-10-18|2747.0|0|2747.0|0|50.0|0|0.0|100
0|2021-10-19|2748.0|0|2748.0|0|50.0|0|0.0|100
0|2021-10-20|2764.0|0|2764.0|0|50.0|0|0.0|100
0|2021-10-21|2766.0|0|2766.0|0|51.0|0|0.0|100
0|2021-10-22|2770.0|0|2770.0|0|52.0|0|0.0|100
0|2021-10-23|2770.0|0|2770.0|0|52.0|0|0.0|100
0|2021-10-24|2770.0|0|2770.0|0|52.0|0|0.0|100
0|2021-10-25|2770.0|0|2770.0|0|52.0|0|0.0|100
0|2021-10-26|2784.0|0|2784.0|0|52.0|0|0.0|100
0|2021-10-27|2789.0|0|2789.0|0|52.0|0|0.0|100
0|2021-10-28|2798.0|0|2798.0|0|53.0|0|0.0|100
0|2021-10-29|2800.0|0|2800.0|0|53.0|0|0.0|100
0|2021-10-30|2800.0|0|2800.0|0|53.0|0|0.0|100
0|2021-10-31|2800.0|0|2800.0|0|53.0|0|0.0|100
0|2021-11-01|2800.0|0|2800.0|0|53.0|0|0.0|100
0|2021-11-02|2815.0|0|2815.0|0|53.0|0|0.0|100
0|2021-11-03|2819.0|0|2819.0|0|53.0|0|0.0|100
0|2021-11-04|2829.0|0|2829.0|0|53.0|0|0.0|100
0|2021-11-05|2834.0|0|2834.0|0|54.0|0|0.0|100
0|2021-11-06|2834.0|0|2834.0|0|54.0|0|0.0|100
0|2021-11-07|2834.0|0|2834.0|0|54.0|0|0.0|100
0|2021-11-08|2834.0|0|2834.0|0|54.0|0|0.0|100
0|2021-11-09|2850.0|0|2850.0|0|54.0|0|0.0|100
0|2021-11-10|2850.0|0|2861.0|0|54.0|0|0.0|100
0|2021-11-11|2861.0|0|2861.0|0|54.0|0|0.0|100
0|2021-11-12|2872.0|0|2872.0|0|55.0|0|0.0|100
0|2021-11-13|2872.0|0|2872.0|0|55.0|0|0.0|100
0|2021-11-14|2872.0|0|2872.0|0|55.0|0|0.0|100
0|2021-11-15|2881.0|0|2881.0|0|55.0|0|0.0|100
0|2021-11-16|2891.0|0|2891.0|0|55.0|0|0.0|100
0|2021-11-17|2891.0|0|2891.0|0|55.0|0|0.0|100
0|2021-11-18|2895.0|0|2895.0|0|55.0|0|0.0|100
0|2021-11-19|2907.0|0|2907.0|0|55.0|0|0.0|100
0|2021-11-20|2907.0|0|2907.0|0|55.0|0|0.0|100
0|2021-11-21|2907.0|0|2907.0|0|55.0|0|0.0|100
0|2021-11-22|2929.0|0|2929.0|0|55.0|0|0.0|100
0|2021-11-23|2935.0|0|2935.0|0|56.0|0|0.0|100
0|2021-11-24|2943.0|0|2943.0|0|56.0|0|0.0|100
0|2021-11-25|2943.0|0|2943.0|0|56.0|0|0.0|100
0|2021-11-26|2943.0|0|2943.0|0|56.0|0|0.0|100
0|2021-11-27|2943.0|0|2943.0|0|56.0|0|0.0|100
0|2021-11-28|2943.0|0|2943.0|0|56.0|0|0.0|100
0|2021-11-29|2962.0|0|2962.0|0|56.0|0|0.0|100
0|2021-11-30|2967.0|0|2967.0|0|56.0|0|0.0|100
0|2021-12-01|2971.0|0|2971.0|0|59.0|0|0.0|100
0|2021-12-02|2984.0|0|2984.0|0|60.0|0|0.0|100
0|2021-12-03|2995.0|0|2995.0|0|60.0|0|0.0|100
0|2021-12-04|2995.0|0|2995.0|0|60.0|0|0.0|100
0|2021-12-05|2995.0|0|2995.0|0|60.0|0|0.0|100
0|2021-12-06|3003.0|0|3003.0|0|60.0|0|0.0|100
0|2021-12-07|3004.0|0|3004.0|0|60.0|0|0.0|100
0|2021-12-08|3013.0|0|3013.0|0|60.0|0|0.0|100
0|2021-12-09|3013.0|0|3013.0|0|60.0|0|0.0|100
0|2021-12-10|3029.0|0|3029.0|0|60.0|0|0.0|100
0|2021-12-11|3029.0|0|3029.0|0|60.0|0|0.0|100
0|2021-12-12|3029.0|0|3029.0|0|60.0|0|0.0|100
0|2021-12-13|3035.0|0|3035.0|0|60.0|0|0.0|100
0|2021-12-14|3035.0|0|3039.0|0|60.0|0|0.0|100
0|2021-12-15|3047.0|0|3047.0|0|60.0|0|0.0|100
0|2021-12-16|3054.0|0|3054.0|0|61.0|0|0.0|100
0|2021-12-17|3058.0|0|3058.0|0|61.0|0|0.0|100
0|2021-12-18|3058.0|0|3058.0|0|61.0|0|0.0|100
0|2021-12-19|3058.0|0|3058.0|0|61.0|0|0.0|100
0|2021-12-20|3070.0|0|3070.0|0|61.0|0|0.0|100
0|2021-12-21|3070.0|0|3070.0|0|61.0|0|0.0|100
0|2021-12-22|3081.0|0|3081.0|0|62.0|0|0.0|100
0|2021-12-23|3090.0|0|3090.0|0|76.0|0|0.0|100
0|2021-12-24|3090.0|0|3090.0|0|76.0|0|0.0|100
0|2021-12-25|3090.0|0|3090.0|0|76.0|0|0.0|100
0|2021-12-26|3090.0|0|3090.0|0|76.0|0|0.0|100
0|2021-12-27|3113.0|0|3113.0|0|78.0|0|0.0|100
0|2021-12-28|3113.0|0|3120.0|0|79.0|0|0.0|100
