|dates|Boone_Indiana_UnitedStates.JHU_ConfirmedCases.data|Boone_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Boone_Indiana_UnitedStates.NYT_ConfirmedCases.data|Boone_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Boone_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8819.0|0|8840.0|0|115.0|0|0.0|100
0|2021-10-18|8863.0|0|8884.0|0|116.0|0|0.0|100
0|2021-10-19|8874.0|0|8895.0|0|116.0|0|0.0|100
0|2021-10-20|8891.0|0|8912.0|0|116.0|0|0.0|100
0|2021-10-21|8913.0|0|8935.0|0|116.0|0|0.0|100
0|2021-10-22|8926.0|0|8947.0|0|115.0|0|0.0|100
0|2021-10-23|8926.0|0|8947.0|0|115.0|0|0.0|100
0|2021-10-24|8926.0|0|8947.0|0|115.0|0|0.0|100
0|2021-10-25|8965.0|0|8986.0|0|116.0|0|0.0|100
0|2021-10-26|8976.0|0|8997.0|0|116.0|0|0.0|100
0|2021-10-27|8994.0|0|9015.0|0|117.0|0|0.0|100
0|2021-10-28|9002.0|0|9023.0|0|117.0|0|0.0|100
0|2021-10-29|9015.0|0|9036.0|0|117.0|0|0.0|100
0|2021-10-30|9015.0|0|9036.0|0|117.0|0|0.0|100
0|2021-10-31|9015.0|0|9036.0|0|117.0|0|0.0|100
0|2021-11-01|9054.0|0|9076.0|0|118.0|0|0.0|100
0|2021-11-02|9063.0|0|9085.0|0|118.0|0|0.0|100
0|2021-11-03|9087.0|0|9109.0|0|119.0|0|0.0|100
0|2021-11-04|9103.0|0|9125.0|0|119.0|0|0.0|100
0|2021-11-05|9124.0|0|9146.0|0|119.0|0|0.0|100
0|2021-11-06|9124.0|0|9146.0|0|119.0|0|0.0|100
0|2021-11-07|9124.0|0|9146.0|0|119.0|0|0.0|100
0|2021-11-08|9177.0|0|9199.0|0|119.0|0|0.0|100
0|2021-11-09|9197.0|0|9219.0|0|119.0|0|0.0|100
0|2021-11-10|9230.0|0|9252.0|0|119.0|0|0.0|100
0|2021-11-11|9271.0|0|9293.0|0|119.0|0|0.0|100
0|2021-11-12|9298.0|0|9320.0|0|119.0|0|0.0|100
0|2021-11-13|9298.0|0|9320.0|0|119.0|0|0.0|100
0|2021-11-14|9298.0|0|9320.0|0|119.0|0|0.0|100
0|2021-11-15|9350.0|0|9372.0|0|119.0|0|0.0|100
0|2021-11-16|9378.0|0|9400.0|0|119.0|0|0.0|100
0|2021-11-17|9410.0|0|9432.0|0|119.0|0|0.0|100
0|2021-11-18|9437.0|0|9459.0|0|120.0|0|0.0|100
0|2021-11-19|9460.0|0|9482.0|0|120.0|0|0.0|100
0|2021-11-20|9460.0|0|9482.0|0|120.0|0|0.0|100
0|2021-11-21|9460.0|0|9482.0|0|120.0|0|0.0|100
0|2021-11-22|9520.0|0|9542.0|0|120.0|0|0.0|100
0|2021-11-23|9541.0|0|9563.0|0|120.0|0|0.0|100
0|2021-11-24|9576.0|0|9598.0|0|120.0|0|0.0|100
0|2021-11-25|9576.0|0|9598.0|0|120.0|0|0.0|100
0|2021-11-26|9576.0|0|9598.0|0|120.0|0|0.0|100
0|2021-11-27|9576.0|0|9598.0|0|120.0|0|0.0|100
0|2021-11-28|9576.0|0|9598.0|0|120.0|0|0.0|100
0|2021-11-29|9675.0|0|9697.0|0|120.0|0|0.0|100
0|2021-11-30|9706.0|0|9728.0|0|121.0|0|0.0|100
0|2021-12-01|9770.0|0|9792.0|0|121.0|0|0.0|100
0|2021-12-02|9815.0|0|9837.0|0|122.0|0|0.0|100
0|2021-12-03|9869.0|0|9891.0|0|124.0|0|0.0|100
0|2021-12-04|9869.0|0|9891.0|0|124.0|0|0.0|100
0|2021-12-05|9869.0|0|9891.0|0|124.0|0|0.0|100
0|2021-12-06|9966.0|0|9988.0|0|124.0|0|0.0|100
0|2021-12-07|10008.0|0|10030.0|0|125.0|0|0.0|100
0|2021-12-08|10055.0|0|10077.0|0|126.0|0|0.0|100
0|2021-12-09|10089.0|0|10111.0|0|127.0|0|0.0|100
0|2021-12-10|10123.0|0|10145.0|0|127.0|0|0.0|100
0|2021-12-11|10123.0|0|10145.0|0|127.0|0|0.0|100
0|2021-12-12|10123.0|0|10145.0|0|127.0|0|0.0|100
0|2021-12-13|10201.0|0|10223.0|0|127.0|0|0.0|100
0|2021-12-14|10201.0|0|10237.0|0|127.0|0|0.0|100
0|2021-12-15|10269.0|0|10291.0|0|129.0|0|0.0|100
0|2021-12-16|10301.0|0|10323.0|0|129.0|0|0.0|100
0|2021-12-17|10354.0|0|10376.0|0|129.0|0|0.0|100
0|2021-12-18|10354.0|0|10376.0|0|129.0|0|0.0|100
0|2021-12-19|10354.0|0|10376.0|0|129.0|0|0.0|100
0|2021-12-20|10448.0|0|10470.0|0|129.0|0|0.0|100
0|2021-12-21|10480.0|0|10502.0|0|129.0|0|0.0|100
0|2021-12-22|10529.0|0|10551.0|0|129.0|0|0.0|100
0|2021-12-23|10529.0|0|10551.0|0|129.0|0|0.0|100
0|2021-12-24|10529.0|0|10551.0|0|129.0|0|0.0|100
0|2021-12-25|10529.0|0|10551.0|0|129.0|0|0.0|100
0|2021-12-26|10529.0|0|10551.0|0|129.0|0|0.0|100
0|2021-12-27|10719.0|0|10741.0|0|129.0|0|0.0|100
0|2021-12-28|10795.0|0|10817.0|0|130.0|0|0.0|100
0|2021-12-29|10899.0|0|10921.0|0|130.0|0|0.0|100
0|2021-12-30|11034.0|0|11056.0|0|130.0|0|0.0|100
0|2021-12-31|11034.0|0|11056.0|0|130.0|0|0.0|100
0|2022-01-01|11034.0|0|11056.0|0|130.0|0|0.0|100
0|2022-01-02|11034.0|0|11056.0|0|130.0|0|0.0|100
0|2022-01-03|11373.0|0|11395.0|0|130.0|0|0.0|100
0|2022-01-04|11421.0|0|11443.0|0|132.0|0|0.0|100
0|2022-01-05|11504.0|0|11526.0|0|132.0|0|0.0|100
0|2022-01-06|11695.0|0|11717.0|0|132.0|0|0.0|100
0|2022-01-07|11906.0|0|11928.0|0|133.0|0|0.0|100
0|2022-01-08|11906.0|0|11928.0|0|133.0|0|0.0|100
0|2022-01-09|11906.0|0|11928.0|0|133.0|0|0.0|100
0|2022-01-10|12243.0|0|12265.0|0|135.0|0|0.0|100
0|2022-01-11|12366.0|0|12388.0|0|135.0|0|0.0|100
0|2022-01-12|12543.0|0|12565.0|0|136.0|0|0.0|100
0|2022-01-13|12543.0|0|12761.0|0|136.0|0|0.0|100
0|2022-01-14|12862.0|0|12885.0|0|136.0|0|0.0|100
0|2022-01-15|12862.0|0|12885.0|0|136.0|0|0.0|100
0|2022-01-16|12862.0|0|12885.0|0|136.0|0|0.0|100
0|2022-01-17|13172.0|0|0.0|100|136.0|0|0.0|100
