|dates|Gogebic_Michigan_UnitedStates.JHU_ConfirmedCases.data|Gogebic_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Gogebic_Michigan_UnitedStates.NYT_ConfirmedCases.data|Gogebic_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Gogebic_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Gogebic_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Gogebic_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Gogebic_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1766.0|0|1766.0|0|53.0|0|0.0|100
0|2021-10-18|1783.0|0|1783.0|0|53.0|0|0.0|100
0|2021-10-19|1783.0|0|1783.0|0|53.0|0|0.0|100
0|2021-10-20|1796.0|0|1796.0|0|53.0|0|0.0|100
0|2021-10-21|1796.0|0|1796.0|0|53.0|0|0.0|100
0|2021-10-22|1802.0|0|1802.0|0|53.0|0|0.0|100
0|2021-10-23|1802.0|0|1802.0|0|53.0|0|0.0|100
0|2021-10-24|1802.0|0|1802.0|0|53.0|0|0.0|100
0|2021-10-25|1808.0|0|1808.0|0|53.0|0|0.0|100
0|2021-10-26|1808.0|0|1808.0|0|53.0|0|0.0|100
0|2021-10-27|1816.0|0|1816.0|0|53.0|0|0.0|100
0|2021-10-28|1816.0|0|1816.0|0|53.0|0|0.0|100
0|2021-10-29|1831.0|0|1831.0|0|54.0|0|0.0|100
0|2021-10-30|1831.0|0|1831.0|0|54.0|0|0.0|100
0|2021-10-31|1831.0|0|1831.0|0|54.0|0|0.0|100
0|2021-11-01|1842.0|0|1842.0|0|54.0|0|0.0|100
0|2021-11-02|1842.0|0|1842.0|0|54.0|0|0.0|100
0|2021-11-03|1856.0|0|1856.0|0|54.0|0|0.0|100
0|2021-11-04|1856.0|0|1856.0|0|54.0|0|0.0|100
0|2021-11-05|1865.0|0|1865.0|0|54.0|0|0.0|100
0|2021-11-06|1865.0|0|1865.0|0|54.0|0|0.0|100
0|2021-11-07|1865.0|0|1865.0|0|54.0|0|0.0|100
0|2021-11-08|1874.0|0|1874.0|0|54.0|0|0.0|100
0|2021-11-09|1874.0|0|1874.0|0|54.0|0|0.0|100
0|2021-11-10|1874.0|0|1883.0|0|54.0|0|0.0|100
0|2021-11-11|1883.0|0|1883.0|0|54.0|0|0.0|100
0|2021-11-12|1908.0|0|1908.0|0|54.0|0|0.0|100
0|2021-11-13|1908.0|0|1908.0|0|54.0|0|0.0|100
0|2021-11-14|1908.0|0|1908.0|0|54.0|0|0.0|100
0|2021-11-15|1934.0|0|1934.0|0|54.0|0|0.0|100
0|2021-11-16|1934.0|0|1934.0|0|54.0|0|0.0|100
0|2021-11-17|1957.0|0|1957.0|0|55.0|0|0.0|100
0|2021-11-18|1957.0|0|1957.0|0|55.0|0|0.0|100
0|2021-11-19|1988.0|0|1988.0|0|55.0|0|0.0|100
0|2021-11-20|1988.0|0|1988.0|0|55.0|0|0.0|100
0|2021-11-21|1988.0|0|1988.0|0|55.0|0|0.0|100
0|2021-11-22|2016.0|0|2016.0|0|56.0|0|0.0|100
0|2021-11-23|2016.0|0|2016.0|0|56.0|0|0.0|100
0|2021-11-24|2052.0|0|2052.0|0|56.0|0|0.0|100
0|2021-11-25|2052.0|0|2052.0|0|56.0|0|0.0|100
0|2021-11-26|2052.0|0|2052.0|0|56.0|0|0.0|100
0|2021-11-27|2052.0|0|2052.0|0|56.0|0|0.0|100
0|2021-11-28|2052.0|0|2052.0|0|56.0|0|0.0|100
0|2021-11-29|2101.0|0|2101.0|0|56.0|0|0.0|100
0|2021-11-30|2101.0|0|2101.0|0|56.0|0|0.0|100
0|2021-12-01|2147.0|0|2147.0|0|56.0|0|0.0|100
0|2021-12-02|2147.0|0|2147.0|0|56.0|0|0.0|100
0|2021-12-03|2169.0|0|2169.0|0|55.0|0|0.0|100
0|2021-12-04|2169.0|0|2169.0|0|55.0|0|0.0|100
0|2021-12-05|2169.0|0|2169.0|0|55.0|0|0.0|100
0|2021-12-06|2182.0|0|2182.0|0|56.0|0|0.0|100
0|2021-12-07|2182.0|0|2182.0|0|56.0|0|0.0|100
0|2021-12-08|2194.0|0|2194.0|0|57.0|0|0.0|100
0|2021-12-09|2194.0|0|2194.0|0|57.0|0|0.0|100
0|2021-12-10|2214.0|0|2214.0|0|58.0|0|0.0|100
0|2021-12-11|2214.0|0|2214.0|0|58.0|0|0.0|100
0|2021-12-12|2214.0|0|2214.0|0|58.0|0|0.0|100
0|2021-12-13|2238.0|0|2238.0|0|59.0|0|0.0|100
0|2021-12-14|2238.0|0|2238.0|0|59.0|0|0.0|100
0|2021-12-15|2262.0|0|2262.0|0|60.0|0|0.0|100
0|2021-12-16|2262.0|0|2262.0|0|60.0|0|0.0|100
0|2021-12-17|2279.0|0|2279.0|0|62.0|0|0.0|100
0|2021-12-18|2279.0|0|2279.0|0|62.0|0|0.0|100
0|2021-12-19|2279.0|0|2279.0|0|62.0|0|0.0|100
0|2021-12-20|2288.0|0|2288.0|0|62.0|0|0.0|100
0|2021-12-21|2288.0|0|2288.0|0|62.0|0|0.0|100
0|2021-12-22|2295.0|0|2295.0|0|62.0|0|0.0|100
0|2021-12-23|2295.0|0|2295.0|0|62.0|0|0.0|100
0|2021-12-24|2295.0|0|2295.0|0|62.0|0|0.0|100
0|2021-12-25|2295.0|0|2295.0|0|62.0|0|0.0|100
0|2021-12-26|2295.0|0|2295.0|0|62.0|0|0.0|100
0|2021-12-27|2318.0|0|2318.0|0|62.0|0|0.0|100
0|2021-12-28|2318.0|0|2318.0|0|62.0|0|0.0|100
0|2021-12-29|2330.0|0|2330.0|0|62.0|0|0.0|100
0|2021-12-30|2330.0|0|2330.0|0|62.0|0|0.0|100
0|2021-12-31|2330.0|0|2330.0|0|62.0|0|0.0|100
0|2022-01-01|2330.0|0|2330.0|0|62.0|0|0.0|100
0|2022-01-02|2330.0|0|2330.0|0|62.0|0|0.0|100
0|2022-01-03|2358.0|0|2358.0|0|62.0|0|0.0|100
0|2022-01-04|2358.0|0|2358.0|0|62.0|0|0.0|100
0|2022-01-05|2392.0|0|2392.0|0|63.0|0|0.0|100
0|2022-01-06|2392.0|0|2392.0|0|63.0|0|0.0|100
0|2022-01-07|2434.0|0|2434.0|0|63.0|0|0.0|100
0|2022-01-08|2434.0|0|2434.0|0|63.0|0|0.0|100
0|2022-01-09|2434.0|0|2434.0|0|63.0|0|0.0|100
0|2022-01-10|2501.0|0|2501.0|0|63.0|0|0.0|100
0|2022-01-11|2501.0|0|2501.0|0|63.0|0|0.0|100
0|2022-01-12|2572.0|0|2572.0|0|63.0|0|0.0|100
0|2022-01-13|2572.0|0|2572.0|0|63.0|0|0.0|100
0|2022-01-14|2640.0|0|2640.0|0|63.0|0|0.0|100
0|2022-01-15|2640.0|0|2640.0|0|63.0|0|0.0|100
0|2022-01-16|2640.0|0|2640.0|0|63.0|0|0.0|100
0|2022-01-17|2640.0|0|0.0|100|63.0|0|0.0|100
