|dates|Rock_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Rock_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Rock_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Rock_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Rock_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Rock_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Rock_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Rock_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|126.0|0|126.0|0|2.0|0|0.0|100
0|2021-10-18|126.0|0|126.0|0|2.0|0|0.0|100
0|2021-10-19|126.0|0|126.0|0|2.0|0|0.0|100
0|2021-10-20|126.0|0|126.0|0|2.0|0|0.0|100
0|2021-10-21|126.0|0|126.0|0|2.0|0|0.0|100
0|2021-10-22|126.0|0|126.0|0|2.0|0|0.0|100
0|2021-10-23|126.0|0|126.0|0|2.0|0|0.0|100
0|2021-10-24|126.0|0|126.0|0|2.0|0|0.0|100
0|2021-10-25|126.0|0|126.0|0|2.0|0|0.0|100
0|2021-10-26|126.0|0|126.0|0|2.0|0|0.0|100
0|2021-10-27|128.0|0|128.0|0|2.0|0|0.0|100
0|2021-10-28|128.0|0|128.0|0|2.0|0|0.0|100
0|2021-10-29|128.0|0|128.0|0|2.0|0|0.0|100
0|2021-10-30|128.0|0|128.0|0|2.0|0|0.0|100
0|2021-10-31|128.0|0|130.0|0|2.0|0|0.0|100
0|2021-11-01|128.0|0|134.0|0|2.0|0|0.0|100
0|2021-11-02|128.0|0|134.0|0|2.0|0|0.0|100
0|2021-11-03|135.0|0|135.0|0|2.0|0|0.0|100
0|2021-11-04|135.0|0|135.0|0|2.0|0|0.0|100
0|2021-11-05|135.0|0|135.0|0|2.0|0|0.0|100
0|2021-11-06|135.0|0|135.0|0|2.0|0|0.0|100
0|2021-11-07|135.0|0|135.0|0|2.0|0|0.0|100
0|2021-11-08|141.0|0|141.0|0|2.0|0|0.0|100
0|2021-11-09|152.0|0|152.0|0|2.0|0|0.0|100
0|2021-11-10|152.0|0|154.0|0|2.0|0|0.0|100
0|2021-11-11|154.0|0|154.0|0|2.0|0|0.0|100
0|2021-11-12|154.0|0|154.0|0|2.0|0|0.0|100
0|2021-11-13|154.0|0|154.0|0|2.0|0|0.0|100
0|2021-11-14|154.0|0|154.0|0|2.0|0|0.0|100
0|2021-11-15|155.0|0|155.0|0|2.0|0|0.0|100
0|2021-11-16|156.0|0|156.0|0|2.0|0|0.0|100
0|2021-11-17|156.0|0|156.0|0|2.0|0|0.0|100
0|2021-11-18|156.0|0|156.0|0|2.0|0|0.0|100
0|2021-11-19|156.0|0|156.0|0|2.0|0|0.0|100
0|2021-11-20|156.0|0|156.0|0|2.0|0|0.0|100
0|2021-11-21|156.0|0|156.0|0|2.0|0|0.0|100
0|2021-11-22|156.0|0|156.0|0|2.0|0|0.0|100
0|2021-11-23|156.0|0|156.0|0|2.0|0|0.0|100
0|2021-11-24|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-11-25|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-11-26|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-11-27|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-11-28|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-11-29|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-11-30|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-12-01|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-12-02|157.0|0|157.0|0|2.0|0|0.0|100
0|2021-12-03|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-04|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-05|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-06|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-07|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-08|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-09|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-10|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-11|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-12|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-13|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-14|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-15|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-16|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-17|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-18|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-19|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-20|158.0|0|158.0|0|2.0|0|0.0|100
0|2021-12-21|159.0|0|159.0|0|2.0|0|0.0|100
0|2021-12-22|160.0|0|160.0|0|2.0|0|0.0|100
0|2021-12-23|160.0|0|160.0|0|2.0|0|0.0|100
0|2021-12-24|160.0|0|160.0|0|2.0|0|0.0|100
0|2021-12-25|160.0|0|160.0|0|2.0|0|0.0|100
0|2021-12-26|160.0|0|160.0|0|2.0|0|0.0|100
0|2021-12-27|160.0|0|160.0|0|2.0|0|0.0|100
0|2021-12-28|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-12-29|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-12-30|161.0|0|161.0|0|2.0|0|0.0|100
0|2021-12-31|161.0|0|161.0|0|2.0|0|0.0|100
0|2022-01-01|161.0|0|161.0|0|2.0|0|0.0|100
0|2022-01-02|161.0|0|161.0|0|2.0|0|0.0|100
0|2022-01-03|161.0|0|161.0|0|2.0|0|0.0|100
0|2022-01-04|161.0|0|161.0|0|2.0|0|0.0|100
0|2022-01-05|161.0|0|161.0|0|2.0|0|0.0|100
0|2022-01-06|161.0|0|161.0|0|2.0|0|0.0|100
0|2022-01-07|162.0|0|162.0|0|2.0|0|0.0|100
0|2022-01-08|162.0|0|162.0|0|2.0|0|0.0|100
0|2022-01-09|162.0|0|162.0|0|2.0|0|0.0|100
0|2022-01-10|162.0|0|162.0|0|2.0|0|0.0|100
0|2022-01-11|163.0|0|163.0|0|2.0|0|0.0|100
0|2022-01-12|163.0|0|163.0|0|2.0|0|0.0|100
0|2022-01-13|163.0|0|163.0|0|2.0|0|0.0|100
0|2022-01-14|163.0|0|163.0|0|2.0|0|0.0|100
0|2022-01-15|163.0|0|163.0|0|2.0|0|0.0|100
0|2022-01-16|163.0|0|163.0|0|2.0|0|0.0|100
0|2022-01-17|163.0|0|0.0|100|2.0|0|0.0|100
