|dates|Hickman_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Hickman_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Hickman_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Hickman_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Hickman_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Hickman_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Hickman_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Hickman_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|582.0|0|582.0|0|21.0|0|0.0|100
0|2021-11-24|581.0|0|581.0|0|21.0|0|0.0|100
0|2021-11-25|581.0|0|581.0|0|21.0|0|0.0|100
0|2021-11-26|581.0|0|581.0|0|21.0|0|0.0|100
0|2021-11-27|581.0|0|581.0|0|21.0|0|0.0|100
0|2021-11-28|581.0|0|581.0|0|21.0|0|0.0|100
0|2021-11-29|584.0|0|584.0|0|21.0|0|0.0|100
0|2021-11-30|586.0|0|586.0|0|21.0|0|0.0|100
0|2021-12-01|587.0|0|587.0|0|22.0|0|0.0|100
0|2021-12-02|587.0|0|588.0|0|22.0|0|0.0|100
0|2021-12-03|588.0|0|588.0|0|22.0|0|0.0|100
0|2021-12-04|588.0|0|588.0|0|22.0|0|0.0|100
0|2021-12-05|588.0|0|588.0|0|22.0|0|0.0|100
0|2021-12-06|589.0|0|589.0|0|22.0|0|0.0|100
0|2021-12-07|589.0|0|589.0|0|22.0|0|0.0|100
0|2021-12-08|591.0|0|591.0|0|22.0|0|0.0|100
0|2021-12-09|593.0|0|593.0|0|22.0|0|0.0|100
0|2021-12-10|594.0|0|594.0|0|22.0|0|0.0|100
0|2021-12-11|594.0|0|594.0|0|22.0|0|0.0|100
0|2021-12-12|594.0|0|594.0|0|22.0|0|0.0|100
0|2021-12-13|593.0|0|593.0|0|22.0|0|0.0|100
0|2021-12-14|593.0|0|593.0|0|22.0|0|0.0|100
0|2021-12-15|593.0|0|593.0|0|22.0|0|0.0|100
0|2021-12-16|593.0|0|593.0|0|22.0|0|0.0|100
0|2021-12-17|595.0|0|595.0|0|22.0|0|0.0|100
0|2021-12-18|595.0|0|595.0|0|22.0|0|0.0|100
0|2021-12-19|595.0|0|595.0|0|22.0|0|0.0|100
0|2021-12-20|597.0|0|597.0|0|22.0|0|0.0|100
0|2021-12-21|598.0|0|598.0|0|22.0|0|0.0|100
0|2021-12-22|599.0|0|599.0|0|22.0|0|0.0|100
0|2021-12-23|599.0|0|599.0|0|22.0|0|0.0|100
0|2021-12-24|599.0|0|599.0|0|22.0|0|0.0|100
0|2021-12-25|599.0|0|599.0|0|22.0|0|0.0|100
0|2021-12-26|599.0|0|599.0|0|22.0|0|0.0|100
0|2021-12-27|602.0|0|602.0|0|22.0|0|0.0|100
0|2021-12-28|605.0|0|605.0|0|22.0|0|0.0|100
0|2021-12-29|608.0|0|608.0|0|22.0|0|0.0|100
0|2021-12-30|608.0|0|608.0|0|22.0|0|0.0|100
0|2021-12-31|608.0|0|608.0|0|22.0|0|0.0|100
0|2022-01-01|608.0|0|608.0|0|22.0|0|0.0|100
0|2022-01-02|608.0|0|608.0|0|22.0|0|0.0|100
0|2022-01-03|616.0|0|616.0|0|22.0|0|0.0|100
0|2022-01-04|622.0|0|622.0|0|22.0|0|0.0|100
0|2022-01-05|624.0|0|624.0|0|22.0|0|0.0|100
0|2022-01-06|628.0|0|628.0|0|22.0|0|0.0|100
0|2022-01-07|630.0|0|630.0|0|22.0|0|0.0|100
0|2022-01-08|630.0|0|630.0|0|22.0|0|0.0|100
0|2022-01-09|630.0|0|630.0|0|22.0|0|0.0|100
0|2022-01-10|633.0|0|633.0|0|22.0|0|0.0|100
0|2022-01-11|641.0|0|641.0|0|22.0|0|0.0|100
0|2022-01-12|644.0|0|644.0|0|22.0|0|0.0|100
0|2022-01-13|644.0|0|645.0|0|22.0|0|0.0|100
0|2022-01-14|648.0|0|648.0|0|22.0|0|0.0|100
0|2022-01-15|648.0|0|648.0|0|22.0|0|0.0|100
0|2022-01-16|648.0|0|648.0|0|22.0|0|0.0|100
0|2022-01-17|648.0|0|0.0|100|22.0|0|0.0|100
