|dates|Charleston_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Charleston_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Charleston_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Charleston_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Charleston_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Charleston_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Charleston_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Charleston_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-26|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2021-12-27|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2021-12-28|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2021-12-29|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2021-12-30|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2021-12-31|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-01|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-02|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-03|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-04|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-05|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-06|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-07|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-08|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-09|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-10|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-11|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-12|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-13|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-14|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-15|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-16|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
0|2022-01-17|205835.0|0|6852.0|0|3.221635548952216|0|212687.0|0
