|dates|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedCases.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedCases.missing|St.Joseph_Michigan_UnitedStates.NYT_ConfirmedCases.data|St.Joseph_Michigan_UnitedStates.NYT_ConfirmedCases.missing|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|10047.0|0|10047.0|0|136.0|0|0.0|100
0|2021-12-05|10047.0|0|10047.0|0|136.0|0|0.0|100
0|2021-12-06|10143.0|0|10143.0|0|136.0|0|0.0|100
0|2021-12-07|10143.0|0|10143.0|0|136.0|0|0.0|100
0|2021-12-08|10263.0|0|10263.0|0|139.0|0|0.0|100
0|2021-12-09|10263.0|0|10263.0|0|139.0|0|0.0|100
0|2021-12-10|10374.0|0|10374.0|0|142.0|0|0.0|100
0|2021-12-11|10374.0|0|10374.0|0|142.0|0|0.0|100
0|2021-12-12|10374.0|0|10374.0|0|142.0|0|0.0|100
0|2021-12-13|10453.0|0|10453.0|0|144.0|0|0.0|100
0|2021-12-14|10453.0|0|10453.0|0|144.0|0|0.0|100
0|2021-12-15|10541.0|0|10541.0|0|151.0|0|0.0|100
0|2021-12-16|10541.0|0|10541.0|0|151.0|0|0.0|100
0|2021-12-17|10601.0|0|10601.0|0|152.0|0|0.0|100
0|2021-12-18|10601.0|0|10601.0|0|152.0|0|0.0|100
0|2021-12-19|10601.0|0|10601.0|0|152.0|0|0.0|100
0|2021-12-20|10650.0|0|10650.0|0|152.0|0|0.0|100
0|2021-12-21|10650.0|0|10650.0|0|152.0|0|0.0|100
0|2021-12-22|10704.0|0|10704.0|0|157.0|0|0.0|100
0|2021-12-23|10704.0|0|10704.0|0|157.0|0|0.0|100
0|2021-12-24|10704.0|0|10704.0|0|157.0|0|0.0|100
0|2021-12-25|10704.0|0|10704.0|0|157.0|0|0.0|100
0|2021-12-26|10704.0|0|10704.0|0|157.0|0|0.0|100
0|2021-12-27|10794.0|0|10794.0|0|157.0|0|0.0|100
0|2021-12-28|10794.0|0|10794.0|0|157.0|0|0.0|100
0|2021-12-29|10890.0|0|10890.0|0|160.0|0|0.0|100
0|2021-12-30|10890.0|0|10890.0|0|160.0|0|0.0|100
0|2021-12-31|10890.0|0|10890.0|0|160.0|0|0.0|100
0|2022-01-01|10890.0|0|10890.0|0|160.0|0|0.0|100
0|2022-01-02|10890.0|0|10890.0|0|160.0|0|0.0|100
0|2022-01-03|11012.0|0|11012.0|0|162.0|0|0.0|100
0|2022-01-04|11012.0|0|11012.0|0|162.0|0|0.0|100
0|2022-01-05|11098.0|0|11098.0|0|164.0|0|0.0|100
0|2022-01-06|11098.0|0|11098.0|0|164.0|0|0.0|100
0|2022-01-07|11216.0|0|11216.0|0|168.0|0|0.0|100
0|2022-01-08|11216.0|0|11216.0|0|168.0|0|0.0|100
0|2022-01-09|11216.0|0|11216.0|0|168.0|0|0.0|100
0|2022-01-10|11354.0|0|11354.0|0|168.0|0|0.0|100
0|2022-01-11|11354.0|0|11354.0|0|168.0|0|0.0|100
0|2022-01-12|11489.0|0|11489.0|0|171.0|0|0.0|100
0|2022-01-13|11489.0|0|11489.0|0|171.0|0|0.0|100
0|2022-01-14|11628.0|0|11628.0|0|172.0|0|0.0|100
0|2022-01-15|11628.0|0|11628.0|0|172.0|0|0.0|100
0|2022-01-16|11628.0|0|11628.0|0|172.0|0|0.0|100
0|2022-01-17|11628.0|0|0.0|100|172.0|0|0.0|100
