|dates|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedCases.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedCases.missing|St.Joseph_Michigan_UnitedStates.NYT_ConfirmedCases.data|St.Joseph_Michigan_UnitedStates.NYT_ConfirmedCases.missing|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|St.Joseph_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8068.0|0|8068.0|0|117.0|0|0.0|100
0|2021-10-18|8132.0|0|8132.0|0|117.0|0|0.0|100
0|2021-10-19|8132.0|0|8132.0|0|117.0|0|0.0|100
0|2021-10-20|8223.0|0|8223.0|0|118.0|0|0.0|100
0|2021-10-21|8223.0|0|8223.0|0|118.0|0|0.0|100
0|2021-10-22|8304.0|0|8304.0|0|121.0|0|0.0|100
0|2021-10-23|8304.0|0|8304.0|0|121.0|0|0.0|100
0|2021-10-24|8304.0|0|8304.0|0|121.0|0|0.0|100
0|2021-10-25|8371.0|0|8371.0|0|120.0|0|0.0|100
0|2021-10-26|8371.0|0|8371.0|0|120.0|0|0.0|100
0|2021-10-27|8464.0|0|8464.0|0|121.0|0|0.0|100
0|2021-10-28|8464.0|0|8464.0|0|121.0|0|0.0|100
0|2021-10-29|8533.0|0|8533.0|0|121.0|0|0.0|100
0|2021-10-30|8533.0|0|8533.0|0|121.0|0|0.0|100
0|2021-10-31|8533.0|0|8533.0|0|121.0|0|0.0|100
0|2021-11-01|8584.0|0|8584.0|0|121.0|0|0.0|100
0|2021-11-02|8584.0|0|8584.0|0|121.0|0|0.0|100
0|2021-11-03|8676.0|0|8676.0|0|121.0|0|0.0|100
0|2021-11-04|8676.0|0|8676.0|0|121.0|0|0.0|100
0|2021-11-05|8766.0|0|8766.0|0|121.0|0|0.0|100
0|2021-11-06|8766.0|0|8766.0|0|121.0|0|0.0|100
0|2021-11-07|8766.0|0|8766.0|0|121.0|0|0.0|100
0|2021-11-08|8833.0|0|8833.0|0|121.0|0|0.0|100
0|2021-11-09|8833.0|0|8833.0|0|121.0|0|0.0|100
0|2021-11-10|8898.0|0|8898.0|0|122.0|0|0.0|100
0|2021-11-11|8898.0|0|8898.0|0|122.0|0|0.0|100
0|2021-11-12|9014.0|0|9014.0|0|122.0|0|0.0|100
0|2021-11-13|9014.0|0|9014.0|0|122.0|0|0.0|100
0|2021-11-14|9014.0|0|9014.0|0|122.0|0|0.0|100
0|2021-11-15|9148.0|0|9148.0|0|123.0|0|0.0|100
0|2021-11-16|9148.0|0|9148.0|0|123.0|0|0.0|100
0|2021-11-17|9273.0|0|9273.0|0|126.0|0|0.0|100
0|2021-11-18|9273.0|0|9273.0|0|126.0|0|0.0|100
0|2021-11-19|9422.0|0|9422.0|0|128.0|0|0.0|100
0|2021-11-20|9422.0|0|9422.0|0|128.0|0|0.0|100
0|2021-11-21|9422.0|0|9422.0|0|128.0|0|0.0|100
0|2021-11-22|9548.0|0|9548.0|0|130.0|0|0.0|100
0|2021-11-23|9548.0|0|9548.0|0|130.0|0|0.0|100
0|2021-11-24|9687.0|0|9687.0|0|132.0|0|0.0|100
0|2021-11-25|9687.0|0|9687.0|0|132.0|0|0.0|100
0|2021-11-26|9687.0|0|9687.0|0|132.0|0|0.0|100
0|2021-11-27|9687.0|0|9687.0|0|132.0|0|0.0|100
0|2021-11-28|9687.0|0|9687.0|0|132.0|0|0.0|100
0|2021-11-29|9836.0|0|9836.0|0|133.0|0|0.0|100
0|2021-11-30|9836.0|0|9836.0|0|133.0|0|0.0|100
0|2021-12-01|9938.0|0|9938.0|0|134.0|0|0.0|100
0|2021-12-02|9938.0|0|9938.0|0|134.0|0|0.0|100
0|2021-12-03|10047.0|0|10047.0|0|136.0|0|0.0|100
