|dates|Douglas_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Douglas_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Douglas_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Douglas_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|89536.0|0|89536.0|0|718.0|0|0.0|100
0|2021-11-12|89765.0|0|89779.0|0|718.0|0|0.0|100
0|2021-11-13|89765.0|0|89779.0|0|718.0|0|0.0|100
0|2021-11-14|89765.0|0|89779.0|0|718.0|0|0.0|100
0|2021-11-15|90203.0|0|90217.0|0|718.0|0|0.0|100
0|2021-11-16|90402.0|0|90416.0|0|718.0|0|0.0|100
0|2021-11-17|90612.0|0|90626.0|0|718.0|0|0.0|100
0|2021-11-18|90907.0|0|90921.0|0|718.0|0|0.0|100
0|2021-11-19|91168.0|0|91168.0|0|718.0|0|0.0|100
0|2021-11-20|91168.0|0|91168.0|0|718.0|0|0.0|100
0|2021-11-21|91168.0|0|91182.0|0|718.0|0|0.0|100
0|2021-11-22|91600.0|0|91614.0|0|718.0|0|0.0|100
0|2021-11-23|91893.0|0|91907.0|0|718.0|0|0.0|100
0|2021-11-24|92158.0|0|92172.0|0|718.0|0|0.0|100
0|2021-11-25|92158.0|0|92172.0|0|718.0|0|0.0|100
0|2021-11-26|92158.0|0|92172.0|0|718.0|0|0.0|100
0|2021-11-27|92158.0|0|92172.0|0|718.0|0|0.0|100
0|2021-11-28|92158.0|0|92172.0|0|718.0|0|0.0|100
0|2021-11-29|92986.0|0|93000.0|0|718.0|0|0.0|100
0|2021-11-30|93502.0|0|93516.0|0|718.0|0|0.0|100
0|2021-12-01|93875.0|0|93889.0|0|718.0|0|0.0|100
0|2021-12-02|93875.0|0|94264.0|0|718.0|0|0.0|100
0|2021-12-03|94594.0|0|94608.0|0|718.0|0|0.0|100
0|2021-12-04|94594.0|0|94608.0|0|718.0|0|0.0|100
0|2021-12-05|94594.0|0|94608.0|0|718.0|0|0.0|100
0|2021-12-06|95239.0|0|95253.0|0|718.0|0|0.0|100
0|2021-12-07|95710.0|0|95710.0|0|718.0|0|0.0|100
0|2021-12-08|96041.0|0|96055.0|0|718.0|0|0.0|100
0|2021-12-09|96391.0|0|96405.0|0|718.0|0|0.0|100
0|2021-12-10|96691.0|0|96705.0|0|718.0|0|0.0|100
0|2021-12-11|96691.0|0|96705.0|0|718.0|0|0.0|100
0|2021-12-12|96691.0|0|96705.0|0|718.0|0|0.0|100
0|2021-12-13|97188.0|0|97202.0|0|718.0|0|0.0|100
0|2021-12-14|97188.0|0|97635.0|0|718.0|0|0.0|100
0|2021-12-15|97942.0|0|97956.0|0|718.0|0|0.0|100
0|2021-12-16|98245.0|0|98259.0|0|718.0|0|0.0|100
0|2021-12-17|98497.0|0|98511.0|0|718.0|0|0.0|100
0|2021-12-18|98497.0|0|98511.0|0|718.0|0|0.0|100
0|2021-12-19|98497.0|0|98511.0|0|718.0|0|0.0|100
0|2021-12-20|98989.0|0|99003.0|0|718.0|0|0.0|100
0|2021-12-21|99353.0|0|99367.0|0|718.0|0|0.0|100
0|2021-12-22|99824.0|0|99838.0|0|718.0|0|0.0|100
0|2021-12-23|100040.0|0|100054.0|0|718.0|0|0.0|100
0|2021-12-24|100040.0|0|100054.0|0|718.0|0|0.0|100
0|2021-12-25|100040.0|0|100054.0|0|718.0|0|0.0|100
0|2021-12-26|100040.0|0|100054.0|0|718.0|0|0.0|100
0|2021-12-27|100040.0|0|100863.0|0|718.0|0|0.0|100
0|2021-12-28|101341.0|0|101355.0|0|718.0|0|0.0|100
0|2021-12-29|102063.0|0|102077.0|0|718.0|0|0.0|100
0|2021-12-30|103128.0|0|103142.0|0|718.0|0|0.0|100
0|2021-12-31|103128.0|0|103142.0|0|718.0|0|0.0|100
0|2022-01-01|103128.0|0|103142.0|0|718.0|0|0.0|100
0|2022-01-02|103128.0|0|103142.0|0|718.0|0|0.0|100
0|2022-01-03|105926.0|0|105940.0|0|718.0|0|0.0|100
0|2022-01-04|106943.0|0|106957.0|0|718.0|0|0.0|100
0|2022-01-05|107904.0|0|107918.0|0|718.0|0|0.0|100
0|2022-01-06|109450.0|0|109464.0|0|718.0|0|0.0|100
0|2022-01-07|110563.0|0|110577.0|0|718.0|0|0.0|100
0|2022-01-08|110563.0|0|110577.0|0|718.0|0|0.0|100
0|2022-01-09|110563.0|0|110577.0|0|718.0|0|0.0|100
0|2022-01-10|113828.0|0|113842.0|0|718.0|0|0.0|100
0|2022-01-11|115406.0|0|115420.0|0|718.0|0|0.0|100
0|2022-01-12|116636.0|0|116650.0|0|718.0|0|0.0|100
0|2022-01-13|116636.0|0|118454.0|0|718.0|0|0.0|100
0|2022-01-14|121003.0|0|121017.0|0|718.0|0|0.0|100
0|2022-01-15|121003.0|0|121017.0|0|718.0|0|0.0|100
0|2022-01-16|121003.0|0|121017.0|0|718.0|0|0.0|100
0|2022-01-17|123513.0|0|0.0|100|718.0|0|0.0|100
