|dates|SanDiego_California_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|SanDiego_California_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|SanDiego_California_UnitedStates.NYT_ConfirmedDeaths.data|SanDiego_California_UnitedStates.NYT_ConfirmedDeaths.missing|SanDiego_California_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|SanDiego_California_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|SanDiego_California_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|SanDiego_California_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|4151.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|4163.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|4169.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|4170.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|4178.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|4183.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|4183.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|4183.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|4183.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|4196.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|4198.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|4207.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|4213.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|4213.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|4213.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|4218.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|4232.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|4232.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|4241.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|4246.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|4246.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|4246.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|4250.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|4259.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|4272.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|4272.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|4272.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|4280.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|4280.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|4280.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|4284.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|4287.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|4301.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|4311.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|4311.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|4311.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|4317.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|4317.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|4319.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|4319.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|4319.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|4319.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|4319.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|4325.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|4335.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|4340.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|4346.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|4350.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|4350.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|4350.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|4351.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|4352.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|4357.0|0|0.0|100|0.0|100
