|dates|SanJuan_Colorado_UnitedStates.JHU_ConfirmedCases.data|SanJuan_Colorado_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_Colorado_UnitedStates.NYT_ConfirmedCases.data|SanJuan_Colorado_UnitedStates.NYT_ConfirmedCases.missing|SanJuan_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|95.0|0|95.0|0|1.0|0|0.0|100
0|2021-10-18|95.0|0|95.0|0|1.0|0|0.0|100
0|2021-10-19|95.0|0|95.0|0|1.0|0|0.0|100
0|2021-10-20|95.0|0|95.0|0|1.0|0|0.0|100
0|2021-10-21|95.0|0|95.0|0|1.0|0|0.0|100
0|2021-10-22|95.0|0|95.0|0|1.0|0|0.0|100
0|2021-10-23|95.0|0|95.0|0|1.0|0|0.0|100
0|2021-10-24|95.0|0|95.0|0|1.0|0|0.0|100
0|2021-10-25|95.0|0|95.0|0|1.0|0|0.0|100
0|2021-10-26|95.0|0|95.0|0|1.0|0|0.0|100
0|2021-10-27|98.0|0|98.0|0|1.0|0|0.0|100
0|2021-10-28|98.0|0|98.0|0|1.0|0|0.0|100
0|2021-10-29|96.0|0|96.0|0|1.0|0|0.0|100
0|2021-10-30|96.0|0|96.0|0|1.0|0|0.0|100
0|2021-10-31|96.0|0|96.0|0|1.0|0|0.0|100
0|2021-11-01|96.0|0|96.0|0|1.0|0|0.0|100
0|2021-11-02|99.0|0|99.0|0|1.0|0|0.0|100
0|2021-11-03|99.0|0|99.0|0|1.0|0|0.0|100
0|2021-11-04|99.0|0|99.0|0|1.0|0|0.0|100
0|2021-11-05|99.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-06|97.0|0|97.0|0|0.0|0|0.0|100
0|2021-11-07|97.0|0|97.0|0|0.0|0|0.0|100
0|2021-11-08|98.0|0|98.0|0|0.0|0|0.0|100
0|2021-11-09|104.0|0|104.0|0|0.0|0|0.0|100
0|2021-11-10|104.0|0|104.0|0|0.0|0|0.0|100
0|2021-11-11|105.0|0|105.0|0|0.0|0|0.0|100
0|2021-11-12|105.0|0|105.0|0|0.0|0|0.0|100
0|2021-11-13|105.0|0|105.0|0|0.0|0|0.0|100
0|2021-11-14|105.0|0|105.0|0|0.0|0|0.0|100
0|2021-11-15|105.0|0|105.0|0|0.0|0|0.0|100
0|2021-11-16|105.0|0|105.0|0|0.0|0|0.0|100
0|2021-11-17|105.0|0|105.0|0|0.0|0|0.0|100
