|dates|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Chester_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Chester_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Chester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6304.0|0|6304.0|0|106.0|0|0.0|100
0|2021-10-18|6332.0|0|6332.0|0|109.0|0|0.0|100
0|2021-10-19|6336.0|0|6336.0|0|109.0|0|0.0|100
0|2021-10-20|6351.0|0|6351.0|0|109.0|0|0.0|100
0|2021-10-21|6357.0|0|6357.0|0|111.0|0|0.0|100
0|2021-10-22|6376.0|0|6376.0|0|111.0|0|0.0|100
0|2021-10-23|6376.0|0|6376.0|0|111.0|0|0.0|100
0|2021-10-24|6376.0|0|6376.0|0|111.0|0|0.0|100
0|2021-10-25|6390.0|0|6390.0|0|111.0|0|0.0|100
0|2021-10-26|6394.0|0|6394.0|0|111.0|0|0.0|100
0|2021-10-27|6397.0|0|6397.0|0|111.0|0|0.0|100
0|2021-10-28|6405.0|0|6405.0|0|112.0|0|0.0|100
0|2021-10-29|6418.0|0|6418.0|0|113.0|0|0.0|100
0|2021-10-30|6418.0|0|6418.0|0|113.0|0|0.0|100
0|2021-10-31|6418.0|0|6418.0|0|113.0|0|0.0|100
0|2021-11-01|6434.0|0|6434.0|0|114.0|0|0.0|100
0|2021-11-02|6435.0|0|6435.0|0|114.0|0|0.0|100
0|2021-11-03|6444.0|0|6444.0|0|115.0|0|0.0|100
0|2021-11-04|6451.0|0|6451.0|0|115.0|0|0.0|100
0|2021-11-05|6457.0|0|6457.0|0|115.0|0|0.0|100
0|2021-11-06|6457.0|0|6457.0|0|115.0|0|0.0|100
0|2021-11-07|6457.0|0|6457.0|0|115.0|0|0.0|100
0|2021-11-08|6468.0|0|6468.0|0|116.0|0|0.0|100
0|2021-11-09|6471.0|0|6471.0|0|116.0|0|0.0|100
0|2021-11-10|6471.0|0|6475.0|0|116.0|0|0.0|100
0|2021-11-11|6475.0|0|6475.0|0|116.0|0|0.0|100
0|2021-11-12|6484.0|0|6484.0|0|117.0|0|0.0|100
0|2021-11-13|6484.0|0|6484.0|0|117.0|0|0.0|100
0|2021-11-14|6484.0|0|6484.0|0|117.0|0|0.0|100
0|2021-11-15|6490.0|0|6490.0|0|117.0|0|0.0|100
0|2021-11-16|6491.0|0|6491.0|0|118.0|0|0.0|100
0|2021-11-17|6507.0|0|6507.0|0|118.0|0|0.0|100
0|2021-11-18|6509.0|0|6509.0|0|118.0|0|0.0|100
0|2021-11-19|6515.0|0|6515.0|0|118.0|0|0.0|100
0|2021-11-20|6515.0|0|6515.0|0|118.0|0|0.0|100
0|2021-11-21|6515.0|0|6515.0|0|118.0|0|0.0|100
0|2021-11-22|6533.0|0|6533.0|0|119.0|0|0.0|100
0|2021-11-23|6537.0|0|6537.0|0|119.0|0|0.0|100
0|2021-11-24|6542.0|0|6542.0|0|119.0|0|0.0|100
0|2021-11-25|6542.0|0|6542.0|0|119.0|0|0.0|100
0|2021-11-26|6544.0|0|6544.0|0|119.0|0|0.0|100
0|2021-11-27|6544.0|0|6544.0|0|119.0|0|0.0|100
0|2021-11-28|6544.0|0|6544.0|0|119.0|0|0.0|100
0|2021-11-29|6550.0|0|6550.0|0|120.0|0|0.0|100
0|2021-11-30|6551.0|0|6551.0|0|120.0|0|0.0|100
0|2021-12-01|6560.0|0|6560.0|0|121.0|0|0.0|100
0|2021-12-02|6569.0|0|6569.0|0|121.0|0|0.0|100
0|2021-12-03|6576.0|0|6576.0|0|121.0|0|0.0|100
0|2021-12-04|6576.0|0|6576.0|0|121.0|0|0.0|100
0|2021-12-05|6576.0|0|6576.0|0|121.0|0|0.0|100
0|2021-12-06|6627.0|0|6627.0|0|122.0|0|0.0|100
0|2021-12-07|6630.0|0|6630.0|0|122.0|0|0.0|100
0|2021-12-08|6638.0|0|6638.0|0|122.0|0|0.0|100
0|2021-12-09|6658.0|0|6658.0|0|123.0|0|0.0|100
0|2021-12-10|6662.0|0|6662.0|0|123.0|0|0.0|100
0|2021-12-11|6662.0|0|6662.0|0|123.0|0|0.0|100
0|2021-12-12|6662.0|0|6662.0|0|123.0|0|0.0|100
0|2021-12-13|6693.0|0|6693.0|0|123.0|0|0.0|100
0|2021-12-14|6693.0|0|6696.0|0|123.0|0|0.0|100
0|2021-12-15|6699.0|0|6699.0|0|123.0|0|0.0|100
0|2021-12-16|6710.0|0|6710.0|0|123.0|0|0.0|100
0|2021-12-17|6717.0|0|6717.0|0|123.0|0|0.0|100
0|2021-12-18|6717.0|0|6717.0|0|123.0|0|0.0|100
0|2021-12-19|6717.0|0|6717.0|0|123.0|0|0.0|100
0|2021-12-20|6767.0|0|6767.0|0|123.0|0|0.0|100
0|2021-12-21|6780.0|0|6780.0|0|123.0|0|0.0|100
0|2021-12-22|6793.0|0|6793.0|0|123.0|0|0.0|100
0|2021-12-23|6811.0|0|6811.0|0|123.0|0|0.0|100
0|2021-12-24|6811.0|0|6811.0|0|123.0|0|0.0|100
0|2021-12-25|6811.0|0|6811.0|0|123.0|0|0.0|100
0|2021-12-26|6811.0|0|6811.0|0|123.0|0|0.0|100
0|2021-12-27|6811.0|0|6811.0|0|123.0|0|0.0|100
0|2021-12-28|6811.0|0|6811.0|0|123.0|0|0.0|100
0|2021-12-29|6899.0|0|6899.0|0|124.0|0|0.0|100
0|2021-12-30|6942.0|0|6942.0|0|124.0|0|0.0|100
0|2021-12-31|6979.0|0|6979.0|0|124.0|0|0.0|100
0|2022-01-01|6979.0|0|6979.0|0|124.0|0|0.0|100
0|2022-01-02|6979.0|0|6979.0|0|124.0|0|0.0|100
0|2022-01-03|6979.0|0|6979.0|0|124.0|0|0.0|100
0|2022-01-04|7199.0|0|7199.0|0|124.0|0|0.0|100
0|2022-01-05|7238.0|0|7238.0|0|124.0|0|0.0|100
0|2022-01-06|7342.0|0|7342.0|0|124.0|0|0.0|100
0|2022-01-07|7400.0|0|7400.0|0|124.0|0|0.0|100
0|2022-01-08|7400.0|0|7400.0|0|124.0|0|0.0|100
0|2022-01-09|7400.0|0|7400.0|0|124.0|0|0.0|100
0|2022-01-10|7625.0|0|7625.0|0|125.0|0|0.0|100
0|2022-01-11|7672.0|0|7672.0|0|125.0|0|0.0|100
0|2022-01-12|7767.0|0|7767.0|0|125.0|0|0.0|100
0|2022-01-13|7767.0|0|7876.0|0|125.0|0|0.0|100
0|2022-01-14|8007.0|0|8007.0|0|126.0|0|0.0|100
0|2022-01-15|8007.0|0|8007.0|0|126.0|0|0.0|100
0|2022-01-16|8007.0|0|8007.0|0|126.0|0|0.0|100
0|2022-01-17|8007.0|0|0.0|100|126.0|0|0.0|100
