|dates|Pierce_Washington_UnitedStates.BLS_EmployedPopulation.data|Pierce_Washington_UnitedStates.BLS_EmployedPopulation.missing|Pierce_Washington_UnitedStates.BLS_UnemployedPopulation.data|Pierce_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Pierce_Washington_UnitedStates.BLS_UnemploymentRate.data|Pierce_Washington_UnitedStates.BLS_UnemploymentRate.missing|Pierce_Washington_UnitedStates.BLS_LaborForcePopulation.data|Pierce_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-18|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-19|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-20|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-21|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-22|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-23|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-24|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-25|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-26|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-27|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-28|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-29|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-30|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-10-31|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-01|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-02|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-03|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-04|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-05|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-06|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-07|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-08|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-09|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-10|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-11|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
0|2021-11-12|414156.0|0|25527.0|0|5.805773705146662|0|439683.0|0
