|dates|Uinta_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Uinta_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Uinta_Wyoming_UnitedStates.NYT_ConfirmedCases.data|Uinta_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|Uinta_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Uinta_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Uinta_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Uinta_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3711.0|0|3711.0|0|26.0|0|0.0|100
0|2021-10-18|3719.0|0|3719.0|0|26.0|0|0.0|100
0|2021-10-19|3733.0|0|3733.0|0|26.0|0|0.0|100
0|2021-10-20|3744.0|0|3744.0|0|26.0|0|0.0|100
0|2021-10-21|3756.0|0|3756.0|0|26.0|0|0.0|100
0|2021-10-22|3781.0|0|3781.0|0|26.0|0|0.0|100
0|2021-10-23|3781.0|0|3781.0|0|26.0|0|0.0|100
0|2021-10-24|3781.0|0|3781.0|0|26.0|0|0.0|100
0|2021-10-25|3794.0|0|3794.0|0|26.0|0|0.0|100
0|2021-10-26|3805.0|0|3805.0|0|26.0|0|0.0|100
0|2021-10-27|3814.0|0|3814.0|0|26.0|0|0.0|100
0|2021-10-28|3817.0|0|3817.0|0|26.0|0|0.0|100
0|2021-10-29|3829.0|0|3829.0|0|26.0|0|0.0|100
0|2021-10-30|3829.0|0|3829.0|0|26.0|0|0.0|100
0|2021-10-31|3829.0|0|3829.0|0|26.0|0|0.0|100
0|2021-11-01|3843.0|0|3843.0|0|26.0|0|0.0|100
0|2021-11-02|3853.0|0|3853.0|0|27.0|0|0.0|100
0|2021-11-03|3871.0|0|3871.0|0|27.0|0|0.0|100
0|2021-11-04|3880.0|0|3880.0|0|27.0|0|0.0|100
0|2021-11-05|3901.0|0|3901.0|0|27.0|0|0.0|100
0|2021-11-06|3901.0|0|3901.0|0|27.0|0|0.0|100
0|2021-11-07|3901.0|0|3901.0|0|27.0|0|0.0|100
0|2021-11-08|3914.0|0|3914.0|0|27.0|0|0.0|100
0|2021-11-09|3925.0|0|3925.0|0|29.0|0|0.0|100
0|2021-11-10|3933.0|0|3933.0|0|29.0|0|0.0|100
0|2021-11-11|3933.0|0|3933.0|0|29.0|0|0.0|100
0|2021-11-12|3950.0|0|3950.0|0|29.0|0|0.0|100
0|2021-11-13|3950.0|0|3950.0|0|29.0|0|0.0|100
0|2021-11-14|3950.0|0|3950.0|0|29.0|0|0.0|100
0|2021-11-15|3965.0|0|3965.0|0|29.0|0|0.0|100
0|2021-11-16|3975.0|0|3975.0|0|30.0|0|0.0|100
0|2021-11-17|3985.0|0|3985.0|0|30.0|0|0.0|100
0|2021-11-18|3996.0|0|3996.0|0|30.0|0|0.0|100
0|2021-11-19|4005.0|0|4005.0|0|30.0|0|0.0|100
0|2021-11-20|4005.0|0|4005.0|0|30.0|0|0.0|100
0|2021-11-21|4005.0|0|4005.0|0|30.0|0|0.0|100
0|2021-11-22|4006.0|0|4006.0|0|30.0|0|0.0|100
0|2021-11-23|4011.0|0|4011.0|0|30.0|0|0.0|100
0|2021-11-24|4024.0|0|4024.0|0|30.0|0|0.0|100
0|2021-11-25|4024.0|0|4024.0|0|30.0|0|0.0|100
0|2021-11-26|4024.0|0|4024.0|0|30.0|0|0.0|100
0|2021-11-27|4024.0|0|4024.0|0|30.0|0|0.0|100
0|2021-11-28|4024.0|0|4024.0|0|30.0|0|0.0|100
0|2021-11-29|4033.0|0|4033.0|0|30.0|0|0.0|100
0|2021-11-30|4047.0|0|4047.0|0|31.0|0|0.0|100
0|2021-12-01|4055.0|0|4055.0|0|31.0|0|0.0|100
0|2021-12-02|4064.0|0|4064.0|0|31.0|0|0.0|100
0|2021-12-03|4069.0|0|4069.0|0|31.0|0|0.0|100
0|2021-12-04|4069.0|0|4069.0|0|31.0|0|0.0|100
0|2021-12-05|4069.0|0|4069.0|0|31.0|0|0.0|100
