|dates|Uinta_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Uinta_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Uinta_Wyoming_UnitedStates.NYT_ConfirmedCases.data|Uinta_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|Uinta_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Uinta_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Uinta_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Uinta_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|4073.0|0|4073.0|0|31.0|0|0.0|100
0|2021-12-07|4076.0|0|4076.0|0|31.0|0|0.0|100
0|2021-12-08|4080.0|0|4080.0|0|31.0|0|0.0|100
0|2021-12-09|4084.0|0|4084.0|0|31.0|0|0.0|100
0|2021-12-10|4091.0|0|4091.0|0|31.0|0|0.0|100
0|2021-12-11|4091.0|0|4091.0|0|31.0|0|0.0|100
0|2021-12-12|4091.0|0|4091.0|0|31.0|0|0.0|100
0|2021-12-13|4094.0|0|4094.0|0|31.0|0|0.0|100
0|2021-12-14|4094.0|0|4101.0|0|31.0|0|0.0|100
0|2021-12-15|4110.0|0|4110.0|0|31.0|0|0.0|100
0|2021-12-16|4110.0|0|4110.0|0|31.0|0|0.0|100
0|2021-12-17|4113.0|0|4113.0|0|31.0|0|0.0|100
0|2021-12-18|4113.0|0|4113.0|0|31.0|0|0.0|100
0|2021-12-19|4113.0|0|4113.0|0|31.0|0|0.0|100
0|2021-12-20|4115.0|0|4115.0|0|31.0|0|0.0|100
0|2021-12-21|4121.0|0|4121.0|0|31.0|0|0.0|100
0|2021-12-22|4126.0|0|4126.0|0|31.0|0|0.0|100
0|2021-12-23|4130.0|0|4130.0|0|31.0|0|0.0|100
0|2021-12-24|4130.0|0|4130.0|0|31.0|0|0.0|100
0|2021-12-25|4130.0|0|4130.0|0|31.0|0|0.0|100
0|2021-12-26|4130.0|0|4130.0|0|31.0|0|0.0|100
0|2021-12-27|4141.0|0|4141.0|0|31.0|0|0.0|100
0|2021-12-28|4145.0|0|4145.0|0|31.0|0|0.0|100
0|2021-12-29|4152.0|0|4152.0|0|31.0|0|0.0|100
0|2021-12-30|4154.0|0|4154.0|0|31.0|0|0.0|100
0|2021-12-31|4154.0|0|4154.0|0|31.0|0|0.0|100
0|2022-01-01|4154.0|0|4154.0|0|31.0|0|0.0|100
0|2022-01-02|4154.0|0|4154.0|0|31.0|0|0.0|100
0|2022-01-03|4173.0|0|4173.0|0|31.0|0|0.0|100
0|2022-01-04|4191.0|0|4191.0|0|34.0|0|0.0|100
0|2022-01-05|4220.0|0|4220.0|0|34.0|0|0.0|100
0|2022-01-06|4245.0|0|4245.0|0|34.0|0|0.0|100
0|2022-01-07|4264.0|0|4264.0|0|34.0|0|0.0|100
0|2022-01-08|4264.0|0|4264.0|0|34.0|0|0.0|100
0|2022-01-09|4264.0|0|4264.0|0|34.0|0|0.0|100
0|2022-01-10|4316.0|0|4316.0|0|34.0|0|0.0|100
0|2022-01-11|4367.0|0|4367.0|0|34.0|0|0.0|100
0|2022-01-12|4422.0|0|4422.0|0|34.0|0|0.0|100
0|2022-01-13|4422.0|0|4448.0|0|34.0|0|0.0|100
0|2022-01-14|4522.0|0|4522.0|0|34.0|0|0.0|100
0|2022-01-15|4522.0|0|4522.0|0|34.0|0|0.0|100
0|2022-01-16|4522.0|0|4522.0|0|34.0|0|0.0|100
0|2022-01-17|4522.0|0|0.0|100|34.0|0|0.0|100
