|dates|Guayama_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Guayama_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Guayama_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Guayama_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Guayama_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Guayama_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Guayama_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Guayama_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-02|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-03|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-04|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-05|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-06|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-07|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-08|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-09|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-10|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-11|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-12|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-13|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-14|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-15|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-16|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-17|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-18|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-19|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-20|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-21|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-22|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-23|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-24|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-25|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-26|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-27|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-28|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-29|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-30|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-01-31|9167.0|0|1369.5|0|12.997674749679685|0|10536.5|0
0|2020-02-01|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-02|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-03|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-04|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-05|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-06|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-07|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-08|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-09|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-10|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-11|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-12|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-13|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
0|2020-02-14|9409.0|0|1098.0|0|10.450176073094127|0|10507.0|0
