|dates|Union_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_NorthCarolina_UnitedStates.Male_Total_Population.data|Union_NorthCarolina_UnitedStates.Male_Total_Population.missing|Union_NorthCarolina_UnitedStates.Female_Total_Population.data|Union_NorthCarolina_UnitedStates.Female_Total_Population.missing|Union_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Union_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-24|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-25|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-26|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-27|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-28|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-29|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-30|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-31|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-01|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-02|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-03|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-04|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-05|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-06|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-07|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-08|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-09|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-10|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-11|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-12|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-13|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-14|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-15|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-16|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2022-01-17|29928.0|0|115992.0|0|119916.0|0|63295.0|0
