|dates|Union_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_NorthCarolina_UnitedStates.Male_Total_Population.data|Union_NorthCarolina_UnitedStates.Male_Total_Population.missing|Union_NorthCarolina_UnitedStates.Female_Total_Population.data|Union_NorthCarolina_UnitedStates.Female_Total_Population.missing|Union_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Union_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-18|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-19|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-20|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-21|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-22|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-23|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-24|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-25|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-26|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-27|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-28|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-29|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-30|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-10-31|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-01|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-02|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-03|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-04|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-05|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-06|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-07|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-08|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-09|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-10|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-11|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-12|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-13|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-14|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-15|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-16|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-17|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-18|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-19|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-20|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-21|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-22|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-23|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-24|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-25|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-26|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-27|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-28|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-29|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-11-30|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-01|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-02|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-03|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-04|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-05|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-06|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-07|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-08|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-09|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-10|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-11|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-12|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-13|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-14|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-15|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-16|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-17|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-18|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-19|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-20|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-21|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-22|29928.0|0|115992.0|0|119916.0|0|63295.0|0
0|2021-12-23|29928.0|0|115992.0|0|119916.0|0|63295.0|0
