|dates|Garrard_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Garrard_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Garrard_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Garrard_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Garrard_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Garrard_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Garrard_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Garrard_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|2964.0|0|2964.0|0|53.0|0|0.0|100
0|2021-12-02|2964.0|0|2968.0|0|53.0|0|0.0|100
0|2021-12-03|2973.0|0|2973.0|0|54.0|0|0.0|100
0|2021-12-04|2973.0|0|2973.0|0|54.0|0|0.0|100
0|2021-12-05|2973.0|0|2973.0|0|54.0|0|0.0|100
0|2021-12-06|2995.0|0|2995.0|0|54.0|0|0.0|100
0|2021-12-07|2999.0|0|2999.0|0|55.0|0|0.0|100
0|2021-12-08|3013.0|0|3013.0|0|55.0|0|0.0|100
0|2021-12-09|3018.0|0|3018.0|0|55.0|0|0.0|100
0|2021-12-10|3025.0|0|3025.0|0|55.0|0|0.0|100
0|2021-12-11|3025.0|0|3025.0|0|55.0|0|0.0|100
0|2021-12-12|3025.0|0|3025.0|0|55.0|0|0.0|100
0|2021-12-13|3042.0|0|3042.0|0|55.0|0|0.0|100
0|2021-12-14|3042.0|0|3053.0|0|55.0|0|0.0|100
0|2021-12-15|3063.0|0|3063.0|0|55.0|0|0.0|100
0|2021-12-16|3068.0|0|3068.0|0|55.0|0|0.0|100
0|2021-12-17|3080.0|0|3080.0|0|56.0|0|0.0|100
0|2021-12-18|3080.0|0|3080.0|0|56.0|0|0.0|100
0|2021-12-19|3080.0|0|3080.0|0|56.0|0|0.0|100
0|2021-12-20|3106.0|0|3106.0|0|56.0|0|0.0|100
0|2021-12-21|3119.0|0|3119.0|0|56.0|0|0.0|100
0|2021-12-22|3129.0|0|3129.0|0|57.0|0|0.0|100
0|2021-12-23|3129.0|0|3129.0|0|57.0|0|0.0|100
0|2021-12-24|3129.0|0|3129.0|0|57.0|0|0.0|100
0|2021-12-25|3129.0|0|3129.0|0|57.0|0|0.0|100
0|2021-12-26|3129.0|0|3129.0|0|57.0|0|0.0|100
0|2021-12-27|3170.0|0|3170.0|0|59.0|0|0.0|100
0|2021-12-28|3177.0|0|3177.0|0|59.0|0|0.0|100
0|2021-12-29|3189.0|0|3189.0|0|59.0|0|0.0|100
0|2021-12-30|3189.0|0|3189.0|0|59.0|0|0.0|100
0|2021-12-31|3189.0|0|3189.0|0|59.0|0|0.0|100
0|2022-01-01|3189.0|0|3189.0|0|59.0|0|0.0|100
0|2022-01-02|3189.0|0|3189.0|0|59.0|0|0.0|100
0|2022-01-03|3273.0|0|3273.0|0|60.0|0|0.0|100
0|2022-01-04|3283.0|0|3283.0|0|60.0|0|0.0|100
0|2022-01-05|3308.0|0|3308.0|0|60.0|0|0.0|100
0|2022-01-06|3341.0|0|3341.0|0|60.0|0|0.0|100
0|2022-01-07|3372.0|0|3372.0|0|60.0|0|0.0|100
0|2022-01-08|3372.0|0|3372.0|0|60.0|0|0.0|100
0|2022-01-09|3372.0|0|3372.0|0|60.0|0|0.0|100
0|2022-01-10|3407.0|0|3407.0|0|61.0|0|0.0|100
0|2022-01-11|3438.0|0|3438.0|0|61.0|0|0.0|100
0|2022-01-12|3468.0|0|3468.0|0|61.0|0|0.0|100
0|2022-01-13|3468.0|0|3496.0|0|61.0|0|0.0|100
0|2022-01-14|3537.0|0|3537.0|0|61.0|0|0.0|100
0|2022-01-15|3537.0|0|3537.0|0|61.0|0|0.0|100
0|2022-01-16|3537.0|0|3537.0|0|61.0|0|0.0|100
0|2022-01-17|3537.0|0|0.0|100|61.0|0|0.0|100
