|dates|Richmond_NewYork_UnitedStates.JHU_ConfirmedCases.data|Richmond_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Richmond_NewYork_UnitedStates.NYT_ConfirmedCases.data|Richmond_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Richmond_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|88293.0|0|0.0|100|1930.0|0|0.0|100
0|2021-10-18|88603.0|0|0.0|100|1932.0|0|0.0|100
0|2021-10-19|88731.0|0|0.0|100|1933.0|0|0.0|100
0|2021-10-20|88838.0|0|0.0|100|1935.0|0|0.0|100
0|2021-10-21|88944.0|0|0.0|100|1935.0|0|0.0|100
0|2021-10-22|89034.0|0|0.0|100|1936.0|0|0.0|100
0|2021-10-23|89034.0|0|0.0|100|1936.0|0|0.0|100
0|2021-10-24|89034.0|0|0.0|100|1936.0|0|0.0|100
0|2021-10-25|89305.0|0|0.0|100|1939.0|0|0.0|100
0|2021-10-26|89397.0|0|0.0|100|1941.0|0|0.0|100
0|2021-10-27|89460.0|0|0.0|100|1942.0|0|0.0|100
0|2021-10-28|89460.0|0|0.0|100|1942.0|0|0.0|100
0|2021-10-29|89609.0|0|0.0|100|1943.0|0|0.0|100
0|2021-10-30|89609.0|0|0.0|100|1943.0|0|0.0|100
0|2021-10-31|89609.0|0|0.0|100|1943.0|0|0.0|100
0|2021-11-01|89876.0|0|0.0|100|1944.0|0|0.0|100
0|2021-11-02|89918.0|0|0.0|100|1945.0|0|0.0|100
0|2021-11-03|89978.0|0|0.0|100|1946.0|0|0.0|100
0|2021-11-04|90045.0|0|0.0|100|1945.0|0|0.0|100
0|2021-11-05|90131.0|0|0.0|100|1946.0|0|0.0|100
0|2021-11-06|90131.0|0|0.0|100|1946.0|0|0.0|100
0|2021-11-07|90131.0|0|0.0|100|1946.0|0|0.0|100
0|2021-11-08|90316.0|0|0.0|100|1948.0|0|0.0|100
0|2021-11-09|90380.0|0|0.0|100|1950.0|0|0.0|100
0|2021-11-10|90380.0|0|0.0|100|1950.0|0|0.0|100
0|2021-11-11|90580.0|0|0.0|100|1952.0|0|0.0|100
0|2021-11-12|90681.0|0|0.0|100|1955.0|0|0.0|100
0|2021-11-13|90681.0|0|0.0|100|1955.0|0|0.0|100
0|2021-11-14|90681.0|0|0.0|100|1955.0|0|0.0|100
0|2021-11-15|90939.0|0|0.0|100|1956.0|0|0.0|100
0|2021-11-16|91018.0|0|0.0|100|1959.0|0|0.0|100
0|2021-11-17|91117.0|0|0.0|100|1961.0|0|0.0|100
0|2021-11-18|91267.0|0|0.0|100|1961.0|0|0.0|100
0|2021-11-19|91384.0|0|0.0|100|1964.0|0|0.0|100
0|2021-11-20|91384.0|0|0.0|100|1964.0|0|0.0|100
0|2021-11-21|91621.0|0|0.0|100|1964.0|0|0.0|100
0|2021-11-22|91745.0|0|0.0|100|1964.0|0|0.0|100
0|2021-11-23|91840.0|0|0.0|100|1965.0|0|0.0|100
0|2021-11-24|91966.0|0|0.0|100|1967.0|0|0.0|100
0|2021-11-25|91966.0|0|0.0|100|1967.0|0|0.0|100
0|2021-11-26|92247.0|0|0.0|100|1967.0|0|0.0|100
0|2021-11-27|92247.0|0|0.0|100|1967.0|0|0.0|100
0|2021-11-28|92247.0|0|0.0|100|1967.0|0|0.0|100
0|2021-11-29|92654.0|0|0.0|100|1969.0|0|0.0|100
0|2021-11-30|92809.0|0|0.0|100|1973.0|0|0.0|100
0|2021-12-01|92981.0|0|0.0|100|1973.0|0|0.0|100
0|2021-12-02|93228.0|0|0.0|100|1974.0|0|0.0|100
0|2021-12-03|93228.0|0|0.0|100|1974.0|0|0.0|100
0|2021-12-04|93440.0|0|0.0|100|1975.0|0|0.0|100
0|2021-12-05|93440.0|0|0.0|100|1975.0|0|0.0|100
0|2021-12-06|94122.0|0|0.0|100|1976.0|0|0.0|100
0|2021-12-07|94390.0|0|0.0|100|1978.0|0|0.0|100
0|2021-12-08|94598.0|0|0.0|100|1978.0|0|0.0|100
0|2021-12-09|94928.0|0|0.0|100|1978.0|0|0.0|100
0|2021-12-10|95215.0|0|0.0|100|1980.0|0|0.0|100
0|2021-12-11|95215.0|0|0.0|100|1980.0|0|0.0|100
0|2021-12-12|95215.0|0|0.0|100|1980.0|0|0.0|100
0|2021-12-13|96074.0|0|0.0|100|1982.0|0|0.0|100
0|2021-12-14|96074.0|0|0.0|100|1982.0|0|0.0|100
0|2021-12-15|96676.0|0|0.0|100|1984.0|0|0.0|100
0|2021-12-16|97162.0|0|0.0|100|1985.0|0|0.0|100
0|2021-12-17|97714.0|0|0.0|100|1986.0|0|0.0|100
0|2021-12-18|97714.0|0|0.0|100|1986.0|0|0.0|100
0|2021-12-19|98621.0|0|0.0|100|1989.0|0|0.0|100
0|2021-12-20|99265.0|0|0.0|100|1989.0|0|0.0|100
0|2021-12-21|100023.0|0|0.0|100|1993.0|0|0.0|100
0|2021-12-22|101025.0|0|0.0|100|1994.0|0|0.0|100
0|2021-12-23|102068.0|0|0.0|100|1995.0|0|0.0|100
0|2021-12-24|103271.0|0|0.0|100|1995.0|0|0.0|100
0|2021-12-25|103271.0|0|0.0|100|1995.0|0|0.0|100
0|2021-12-26|106635.0|0|0.0|100|1995.0|0|0.0|100
0|2021-12-27|107908.0|0|0.0|100|1996.0|0|0.0|100
0|2021-12-28|109867.0|0|0.0|100|1996.0|0|0.0|100
0|2021-12-29|112166.0|0|0.0|100|2004.0|0|0.0|100
0|2021-12-30|115040.0|0|0.0|100|2007.0|0|0.0|100
0|2021-12-31|117925.0|0|0.0|100|2009.0|0|0.0|100
0|2022-01-01|121059.0|0|0.0|100|2009.0|0|0.0|100
0|2022-01-02|123565.0|0|0.0|100|2009.0|0|0.0|100
0|2022-01-03|126242.0|0|0.0|100|2009.0|0|0.0|100
0|2022-01-04|128062.0|0|0.0|100|2012.0|0|0.0|100
0|2022-01-05|131117.0|0|0.0|100|2014.0|0|0.0|100
0|2022-01-06|133313.0|0|0.0|100|2023.0|0|0.0|100
0|2022-01-07|136323.0|0|0.0|100|2029.0|0|0.0|100
0|2022-01-08|138490.0|0|0.0|100|2029.0|0|0.0|100
0|2022-01-09|141783.0|0|0.0|100|2035.0|0|0.0|100
0|2022-01-10|144076.0|0|0.0|100|2035.0|0|0.0|100
0|2022-01-11|145814.0|0|0.0|100|2043.0|0|0.0|100
0|2022-01-12|147531.0|0|0.0|100|2051.0|0|0.0|100
0|2022-01-13|147531.0|0|0.0|100|2051.0|0|0.0|100
0|2022-01-14|150442.0|0|0.0|100|2069.0|0|0.0|100
0|2022-01-15|151096.0|0|0.0|100|2069.0|0|0.0|100
0|2022-01-16|152730.0|0|0.0|100|2069.0|0|0.0|100
0|2022-01-17|154637.0|0|0.0|100|2074.0|0|0.0|100
