|dates|Shawano_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Shawano_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Shawano_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Shawano_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Shawano_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Shawano_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Shawano_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Shawano_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-22|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2021-12-23|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2021-12-24|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2021-12-25|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2021-12-26|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2021-12-27|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2021-12-28|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2021-12-29|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2021-12-30|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2021-12-31|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-01|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-02|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-03|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-04|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-05|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-06|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-07|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-08|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-09|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-10|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-11|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-12|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-13|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-14|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-15|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-16|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
0|2022-01-17|20222.0|0|824.0|0|3.915233298489024|0|21046.0|0
