|dates|Clayton_Georgia_UnitedStates.JHU_ConfirmedCases.data|Clayton_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Clayton_Georgia_UnitedStates.NYT_ConfirmedCases.data|Clayton_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Clayton_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Clayton_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Clayton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Clayton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-06|39504.0|0|39566.0|0|742.0|0|0.0|100
0|2021-11-07|39504.0|0|39566.0|0|742.0|0|0.0|100
0|2021-11-08|39504.0|0|39568.0|0|742.0|0|0.0|100
0|2021-11-09|39590.0|0|39654.0|0|743.0|0|0.0|100
0|2021-11-10|39590.0|0|39675.0|0|743.0|0|0.0|100
0|2021-11-11|39611.0|0|39675.0|0|744.0|0|0.0|100
0|2021-11-12|39693.0|0|39757.0|0|753.0|0|0.0|100
0|2021-11-13|39693.0|0|39757.0|0|753.0|0|0.0|100
0|2021-11-14|39693.0|0|39757.0|0|753.0|0|0.0|100
0|2021-11-15|39744.0|0|39809.0|0|753.0|0|0.0|100
0|2021-11-16|39774.0|0|39839.0|0|753.0|0|0.0|100
0|2021-11-17|39795.0|0|39860.0|0|758.0|0|0.0|100
0|2021-11-18|39822.0|0|39887.0|0|759.0|0|0.0|100
0|2021-11-19|39849.0|0|39914.0|0|763.0|0|0.0|100
0|2021-11-20|39849.0|0|39914.0|0|763.0|0|0.0|100
0|2021-11-21|39849.0|0|39914.0|0|763.0|0|0.0|100
0|2021-11-22|39896.0|0|39961.0|0|765.0|0|0.0|100
0|2021-11-23|39919.0|0|39984.0|0|765.0|0|0.0|100
0|2021-11-24|39942.0|0|40007.0|0|767.0|0|0.0|100
0|2021-11-25|39942.0|0|40007.0|0|767.0|0|0.0|100
0|2021-11-26|39942.0|0|40007.0|0|767.0|0|0.0|100
0|2021-11-27|39942.0|0|40007.0|0|767.0|0|0.0|100
0|2021-11-28|39942.0|0|40007.0|0|767.0|0|0.0|100
0|2021-11-29|40054.0|0|40119.0|0|770.0|0|0.0|100
0|2021-11-30|40086.0|0|40152.0|0|770.0|0|0.0|100
0|2021-12-01|40153.0|0|40219.0|0|772.0|0|0.0|100
0|2021-12-02|40153.0|0|40270.0|0|772.0|0|0.0|100
0|2021-12-03|40253.0|0|40319.0|0|774.0|0|0.0|100
0|2021-12-04|40253.0|0|40319.0|0|774.0|0|0.0|100
0|2021-12-05|40253.0|0|40319.0|0|774.0|0|0.0|100
0|2021-12-06|40367.0|0|40433.0|0|776.0|0|0.0|100
0|2021-12-07|40446.0|0|40512.0|0|777.0|0|0.0|100
0|2021-12-08|40512.0|0|40578.0|0|778.0|0|0.0|100
0|2021-12-09|40575.0|0|40641.0|0|778.0|0|0.0|100
0|2021-12-10|40629.0|0|40695.0|0|779.0|0|0.0|100
0|2021-12-11|40629.0|0|40695.0|0|779.0|0|0.0|100
0|2021-12-12|40629.0|0|40695.0|0|779.0|0|0.0|100
0|2021-12-13|40716.0|0|40783.0|0|780.0|0|0.0|100
0|2021-12-14|40716.0|0|40853.0|0|780.0|0|0.0|100
0|2021-12-15|40914.0|0|40981.0|0|781.0|0|0.0|100
0|2021-12-16|41008.0|0|41075.0|0|781.0|0|0.0|100
0|2021-12-17|41161.0|0|41228.0|0|782.0|0|0.0|100
0|2021-12-18|41161.0|0|41228.0|0|782.0|0|0.0|100
0|2021-12-19|41161.0|0|41228.0|0|782.0|0|0.0|100
0|2021-12-20|41559.0|0|41623.0|0|782.0|0|0.0|100
0|2021-12-21|41808.0|0|41872.0|0|783.0|0|0.0|100
0|2021-12-22|42131.0|0|42195.0|0|784.0|0|0.0|100
0|2021-12-23|42518.0|0|42582.0|0|785.0|0|0.0|100
0|2021-12-24|42847.0|0|42911.0|0|786.0|0|0.0|100
0|2021-12-25|42847.0|0|42911.0|0|786.0|0|0.0|100
0|2021-12-26|42847.0|0|42911.0|0|786.0|0|0.0|100
0|2021-12-27|43994.0|0|44061.0|0|790.0|0|0.0|100
0|2021-12-28|44558.0|0|44625.0|0|792.0|0|0.0|100
0|2021-12-29|45241.0|0|45308.0|0|794.0|0|0.0|100
0|2021-12-30|46217.0|0|46284.0|0|795.0|0|0.0|100
0|2021-12-31|46932.0|0|46999.0|0|797.0|0|0.0|100
0|2022-01-01|46932.0|0|46999.0|0|797.0|0|0.0|100
0|2022-01-02|46932.0|0|46999.0|0|797.0|0|0.0|100
0|2022-01-03|46932.0|0|46999.0|0|797.0|0|0.0|100
0|2022-01-04|48776.0|0|48843.0|0|799.0|0|0.0|100
0|2022-01-05|49609.0|0|49676.0|0|800.0|0|0.0|100
0|2022-01-06|49609.0|0|49676.0|0|800.0|0|0.0|100
0|2022-01-07|49609.0|0|49676.0|0|800.0|0|0.0|100
0|2022-01-08|49609.0|0|49676.0|0|800.0|0|0.0|100
0|2022-01-09|49609.0|0|49676.0|0|800.0|0|0.0|100
0|2022-01-10|52424.0|0|52494.0|0|804.0|0|0.0|100
0|2022-01-11|52786.0|0|52856.0|0|807.0|0|0.0|100
0|2022-01-12|53113.0|0|53183.0|0|808.0|0|0.0|100
0|2022-01-13|53113.0|0|53911.0|0|808.0|0|0.0|100
0|2022-01-14|54286.0|0|54356.0|0|813.0|0|0.0|100
0|2022-01-15|54286.0|0|54356.0|0|813.0|0|0.0|100
0|2022-01-16|54286.0|0|54356.0|0|813.0|0|0.0|100
0|2022-01-17|55095.0|0|0.0|100|815.0|0|0.0|100
