|dates|Casey_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Casey_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Casey_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Casey_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Casey_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Casey_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Casey_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Casey_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2563.0|0|2793.0|0|49.0|0|0.0|100
0|2021-10-18|2590.0|0|2793.0|0|49.0|0|0.0|100
0|2021-10-19|2594.0|0|2797.0|0|50.0|0|0.0|100
0|2021-10-20|2596.0|0|2804.0|0|50.0|0|0.0|100
0|2021-10-21|2602.0|0|2816.0|0|50.0|0|0.0|100
0|2021-10-22|2605.0|0|2816.0|0|51.0|0|0.0|100
0|2021-10-23|2605.0|0|2818.0|0|51.0|0|0.0|100
0|2021-10-24|2605.0|0|2818.0|0|51.0|0|0.0|100
0|2021-10-25|2621.0|0|2822.0|0|51.0|0|0.0|100
0|2021-10-26|2624.0|0|2827.0|0|51.0|0|0.0|100
0|2021-10-27|2629.0|0|2827.0|0|51.0|0|0.0|100
0|2021-10-28|2634.0|0|2835.0|0|53.0|0|0.0|100
0|2021-10-29|2639.0|0|2835.0|0|53.0|0|0.0|100
0|2021-10-30|2639.0|0|2839.0|0|53.0|0|0.0|100
0|2021-10-31|2639.0|0|2839.0|0|53.0|0|0.0|100
0|2021-11-01|2648.0|0|2842.0|0|53.0|0|0.0|100
0|2021-11-02|2651.0|0|2842.0|0|53.0|0|0.0|100
0|2021-11-03|2657.0|0|2845.0|0|53.0|0|0.0|100
0|2021-11-04|2660.0|0|2846.0|0|53.0|0|0.0|100
0|2021-11-05|2667.0|0|2846.0|0|53.0|0|0.0|100
0|2021-11-06|2667.0|0|2846.0|0|53.0|0|0.0|100
0|2021-11-07|2667.0|0|2846.0|0|53.0|0|0.0|100
0|2021-11-08|2671.0|0|2846.0|0|53.0|0|0.0|100
0|2021-11-09|2684.0|0|2848.0|0|55.0|0|0.0|100
0|2021-11-10|2684.0|0|2850.0|0|55.0|0|0.0|100
0|2021-11-11|2686.0|0|2854.0|0|55.0|0|0.0|100
0|2021-11-12|2697.0|0|2854.0|0|56.0|0|0.0|100
0|2021-11-13|2697.0|0|2870.0|0|56.0|0|0.0|100
0|2021-11-14|2697.0|0|2870.0|0|56.0|0|0.0|100
0|2021-11-15|2719.0|0|2870.0|0|56.0|0|0.0|100
0|2021-11-16|2728.0|0|2872.0|0|56.0|0|0.0|100
0|2021-11-17|2729.0|0|2879.0|0|56.0|0|0.0|100
0|2021-11-18|2732.0|0|2887.0|0|56.0|0|0.0|100
0|2021-11-19|2725.0|0|2887.0|0|56.0|0|0.0|100
0|2021-11-20|2725.0|0|2895.0|0|56.0|0|0.0|100
0|2021-11-21|2725.0|0|2895.0|0|56.0|0|0.0|100
0|2021-11-22|2742.0|0|2895.0|0|56.0|0|0.0|100
0|2021-11-23|2745.0|0|2898.0|0|56.0|0|0.0|100
0|2021-11-24|2755.0|0|2903.0|0|56.0|0|0.0|100
0|2021-11-25|2755.0|0|2910.0|0|56.0|0|0.0|100
0|2021-11-26|2755.0|0|2910.0|0|56.0|0|0.0|100
0|2021-11-27|2755.0|0|2910.0|0|56.0|0|0.0|100
0|2021-11-28|2755.0|0|2910.0|0|56.0|0|0.0|100
0|2021-11-29|2786.0|0|2921.0|0|56.0|0|0.0|100
0|2021-11-30|2796.0|0|2921.0|0|57.0|0|0.0|100
0|2021-12-01|2806.0|0|2926.0|0|57.0|0|0.0|100
0|2021-12-02|2806.0|0|2930.0|0|57.0|0|0.0|100
0|2021-12-03|2841.0|0|2944.0|0|57.0|0|0.0|100
0|2021-12-04|2841.0|0|2957.0|0|57.0|0|0.0|100
0|2021-12-05|2841.0|0|2957.0|0|57.0|0|0.0|100
0|2021-12-06|2859.0|0|2968.0|0|59.0|0|0.0|100
0|2021-12-07|2865.0|0|2980.0|0|59.0|0|0.0|100
0|2021-12-08|2875.0|0|2980.0|0|60.0|0|0.0|100
0|2021-12-09|2890.0|0|2988.0|0|60.0|0|0.0|100
0|2021-12-10|2899.0|0|3000.0|0|61.0|0|0.0|100
0|2021-12-11|2899.0|0|3000.0|0|61.0|0|0.0|100
0|2021-12-12|2899.0|0|3000.0|0|61.0|0|0.0|100
0|2021-12-13|2921.0|0|3000.0|0|61.0|0|0.0|100
0|2021-12-14|2921.0|0|3006.0|0|61.0|0|0.0|100
0|2021-12-15|2932.0|0|3025.0|0|61.0|0|0.0|100
0|2021-12-16|2934.0|0|3025.0|0|61.0|0|0.0|100
0|2021-12-17|2943.0|0|3034.0|0|61.0|0|0.0|100
0|2021-12-18|2943.0|0|3034.0|0|61.0|0|0.0|100
