|dates|Casey_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Casey_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Casey_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Casey_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Casey_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Casey_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Casey_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Casey_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|2943.0|0|3034.0|0|61.0|0|0.0|100
0|2021-12-20|2952.0|0|3039.0|0|61.0|0|0.0|100
0|2021-12-21|2959.0|0|3050.0|0|61.0|0|0.0|100
0|2021-12-22|2963.0|0|3050.0|0|61.0|0|0.0|100
0|2021-12-23|2963.0|0|3051.0|0|61.0|0|0.0|100
0|2021-12-24|2963.0|0|3051.0|0|61.0|0|0.0|100
0|2021-12-25|2963.0|0|3051.0|0|61.0|0|0.0|100
0|2021-12-26|2963.0|0|3051.0|0|61.0|0|0.0|100
0|2021-12-27|2976.0|0|3051.0|0|61.0|0|0.0|100
0|2021-12-28|2976.0|0|3063.0|0|61.0|0|0.0|100
0|2021-12-29|2981.0|0|3063.0|0|61.0|0|0.0|100
0|2021-12-30|2981.0|0|3072.0|0|61.0|0|0.0|100
0|2021-12-31|2981.0|0|3072.0|0|61.0|0|0.0|100
0|2022-01-01|2981.0|0|3072.0|0|61.0|0|0.0|100
0|2022-01-02|2981.0|0|3072.0|0|61.0|0|0.0|100
0|2022-01-03|3007.0|0|3087.0|0|62.0|0|0.0|100
0|2022-01-04|3010.0|0|3087.0|0|62.0|0|0.0|100
0|2022-01-05|3024.0|0|3097.0|0|62.0|0|0.0|100
0|2022-01-06|3040.0|0|3108.0|0|62.0|0|0.0|100
0|2022-01-07|3055.0|0|3113.0|0|62.0|0|0.0|100
0|2022-01-08|3055.0|0|3113.0|0|62.0|0|0.0|100
0|2022-01-09|3055.0|0|3113.0|0|62.0|0|0.0|100
0|2022-01-10|3063.0|0|3113.0|0|62.0|0|0.0|100
0|2022-01-11|3076.0|0|3113.0|0|62.0|0|0.0|100
0|2022-01-12|3098.0|0|3113.0|0|62.0|0|0.0|100
0|2022-01-13|3098.0|0|3113.0|0|62.0|0|0.0|100
0|2022-01-14|3136.0|0|3136.0|0|63.0|0|0.0|100
0|2022-01-15|3136.0|0|3136.0|0|63.0|0|0.0|100
0|2022-01-16|3136.0|0|3136.0|0|63.0|0|0.0|100
0|2022-01-17|3136.0|0|0.0|100|63.0|0|0.0|100
