|dates|Pipestone_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Pipestone_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Pipestone_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Pipestone_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Pipestone_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Pipestone_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Pipestone_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Pipestone_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|1602.0|0|1602.0|0|30.0|0|0.0|100
0|2021-12-28|1611.0|0|1611.0|0|30.0|0|0.0|100
0|2021-12-29|1613.0|0|1613.0|0|30.0|0|0.0|100
0|2021-12-30|1622.0|0|1622.0|0|30.0|0|0.0|100
0|2021-12-31|1622.0|0|1622.0|0|30.0|0|0.0|100
0|2022-01-01|1622.0|0|1622.0|0|30.0|0|0.0|100
0|2022-01-02|1622.0|0|1622.0|0|30.0|0|0.0|100
0|2022-01-03|1627.0|0|1627.0|0|30.0|0|0.0|100
0|2022-01-04|1635.0|0|1635.0|0|30.0|0|0.0|100
0|2022-01-05|1641.0|0|1641.0|0|30.0|0|0.0|100
0|2022-01-06|1650.0|0|1650.0|0|30.0|0|0.0|100
0|2022-01-07|1652.0|0|1652.0|0|30.0|0|0.0|100
0|2022-01-08|1652.0|0|1652.0|0|30.0|0|0.0|100
0|2022-01-09|1652.0|0|1652.0|0|30.0|0|0.0|100
0|2022-01-10|1656.0|0|1656.0|0|30.0|0|0.0|100
0|2022-01-11|1687.0|0|1687.0|0|30.0|0|0.0|100
0|2022-01-12|1700.0|0|1700.0|0|31.0|0|0.0|100
0|2022-01-13|1700.0|0|1705.0|0|31.0|0|0.0|100
0|2022-01-14|1715.0|0|1715.0|0|31.0|0|0.0|100
0|2022-01-15|1715.0|0|1715.0|0|31.0|0|0.0|100
0|2022-01-16|1715.0|0|1715.0|0|31.0|0|0.0|100
0|2022-01-17|1715.0|0|0.0|100|31.0|0|0.0|100
