|dates|Union_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Union_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Union_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Union_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Union_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Union_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2461.0|0|2461.0|0|30.0|0|0.0|100
0|2021-10-18|2463.0|0|2463.0|0|31.0|0|0.0|100
0|2021-10-19|2464.0|0|2464.0|0|31.0|0|0.0|100
0|2021-10-20|2472.0|0|2472.0|0|32.0|0|0.0|100
0|2021-10-21|2477.0|0|2477.0|0|32.0|0|0.0|100
0|2021-10-22|2489.0|0|2489.0|0|32.0|0|0.0|100
0|2021-10-23|2489.0|0|2489.0|0|32.0|0|0.0|100
0|2021-10-24|2489.0|0|2489.0|0|32.0|0|0.0|100
0|2021-10-25|2488.0|0|2488.0|0|32.0|0|0.0|100
0|2021-10-26|2491.0|0|2491.0|0|32.0|0|0.0|100
0|2021-10-27|2492.0|0|2492.0|0|32.0|0|0.0|100
0|2021-10-28|2492.0|0|2492.0|0|32.0|0|0.0|100
0|2021-10-29|2494.0|0|2494.0|0|32.0|0|0.0|100
0|2021-10-30|2494.0|0|2494.0|0|32.0|0|0.0|100
0|2021-10-31|2494.0|0|2494.0|0|32.0|0|0.0|100
0|2021-11-01|2496.0|0|2496.0|0|32.0|0|0.0|100
0|2021-11-02|2498.0|0|2498.0|0|32.0|0|0.0|100
0|2021-11-03|2499.0|0|2499.0|0|33.0|0|0.0|100
0|2021-11-04|2502.0|0|2502.0|0|33.0|0|0.0|100
0|2021-11-05|2503.0|0|2503.0|0|34.0|0|0.0|100
0|2021-11-06|2503.0|0|2503.0|0|34.0|0|0.0|100
0|2021-11-07|2503.0|0|2503.0|0|34.0|0|0.0|100
0|2021-11-08|2507.0|0|2507.0|0|35.0|0|0.0|100
0|2021-11-09|2510.0|0|2510.0|0|36.0|0|0.0|100
0|2021-11-10|2510.0|0|2512.0|0|36.0|0|0.0|100
0|2021-11-11|2512.0|0|2512.0|0|36.0|0|0.0|100
0|2021-11-12|2516.0|0|2516.0|0|36.0|0|0.0|100
0|2021-11-13|2516.0|0|2516.0|0|36.0|0|0.0|100
0|2021-11-14|2516.0|0|2516.0|0|36.0|0|0.0|100
0|2021-11-15|2519.0|0|2519.0|0|36.0|0|0.0|100
0|2021-11-16|2523.0|0|2523.0|0|36.0|0|0.0|100
0|2021-11-17|2523.0|0|2523.0|0|36.0|0|0.0|100
0|2021-11-18|2526.0|0|2526.0|0|36.0|0|0.0|100
0|2021-11-19|2526.0|0|2526.0|0|38.0|0|0.0|100
0|2021-11-20|2526.0|0|2526.0|0|38.0|0|0.0|100
0|2021-11-21|2526.0|0|2526.0|0|38.0|0|0.0|100
0|2021-11-22|2531.0|0|2531.0|0|39.0|0|0.0|100
0|2021-11-23|2537.0|0|2537.0|0|39.0|0|0.0|100
0|2021-11-24|2550.0|0|2550.0|0|39.0|0|0.0|100
0|2021-11-25|2550.0|0|2550.0|0|39.0|0|0.0|100
0|2021-11-26|2550.0|0|2550.0|0|39.0|0|0.0|100
0|2021-11-27|2550.0|0|2550.0|0|39.0|0|0.0|100
0|2021-11-28|2550.0|0|2550.0|0|39.0|0|0.0|100
0|2021-11-29|2553.0|0|2553.0|0|39.0|0|0.0|100
0|2021-11-30|2569.0|0|2569.0|0|39.0|0|0.0|100
0|2021-12-01|2579.0|0|2579.0|0|40.0|0|0.0|100
0|2021-12-02|2579.0|0|2598.0|0|40.0|0|0.0|100
0|2021-12-03|2613.0|0|2613.0|0|41.0|0|0.0|100
0|2021-12-04|2613.0|0|2613.0|0|41.0|0|0.0|100
0|2021-12-05|2613.0|0|2613.0|0|41.0|0|0.0|100
0|2021-12-06|2638.0|0|2638.0|0|42.0|0|0.0|100
0|2021-12-07|2663.0|0|2663.0|0|42.0|0|0.0|100
0|2021-12-08|2684.0|0|2684.0|0|43.0|0|0.0|100
0|2021-12-09|2690.0|0|2690.0|0|43.0|0|0.0|100
0|2021-12-10|2722.0|0|2722.0|0|43.0|0|0.0|100
0|2021-12-11|2722.0|0|2722.0|0|43.0|0|0.0|100
0|2021-12-12|2722.0|0|2722.0|0|43.0|0|0.0|100
0|2021-12-13|2739.0|0|2739.0|0|43.0|0|0.0|100
0|2021-12-14|2739.0|0|2755.0|0|43.0|0|0.0|100
0|2021-12-15|2772.0|0|2772.0|0|44.0|0|0.0|100
0|2021-12-16|2789.0|0|2789.0|0|44.0|0|0.0|100
0|2021-12-17|2805.0|0|2805.0|0|44.0|0|0.0|100
0|2021-12-18|2805.0|0|2805.0|0|44.0|0|0.0|100
0|2021-12-19|2805.0|0|2805.0|0|44.0|0|0.0|100
0|2021-12-20|2851.0|0|2851.0|0|44.0|0|0.0|100
0|2021-12-21|2861.0|0|2861.0|0|44.0|0|0.0|100
0|2021-12-22|2868.0|0|2868.0|0|44.0|0|0.0|100
0|2021-12-23|2868.0|0|2868.0|0|44.0|0|0.0|100
0|2021-12-24|2868.0|0|2868.0|0|44.0|0|0.0|100
0|2021-12-25|2868.0|0|2868.0|0|44.0|0|0.0|100
0|2021-12-26|2868.0|0|2868.0|0|44.0|0|0.0|100
0|2021-12-27|2914.0|0|2914.0|0|46.0|0|0.0|100
0|2021-12-28|2928.0|0|2928.0|0|46.0|0|0.0|100
0|2021-12-29|2944.0|0|2944.0|0|46.0|0|0.0|100
0|2021-12-30|2944.0|0|2944.0|0|46.0|0|0.0|100
0|2021-12-31|2944.0|0|2944.0|0|46.0|0|0.0|100
0|2022-01-01|2944.0|0|2944.0|0|46.0|0|0.0|100
0|2022-01-02|2944.0|0|2944.0|0|46.0|0|0.0|100
0|2022-01-03|3007.0|0|3007.0|0|46.0|0|0.0|100
0|2022-01-04|3027.0|0|3027.0|0|46.0|0|0.0|100
0|2022-01-05|3049.0|0|3049.0|0|46.0|0|0.0|100
0|2022-01-06|3074.0|0|3074.0|0|47.0|0|0.0|100
0|2022-01-07|3108.0|0|3108.0|0|47.0|0|0.0|100
0|2022-01-08|3108.0|0|3108.0|0|47.0|0|0.0|100
0|2022-01-09|3108.0|0|3108.0|0|47.0|0|0.0|100
0|2022-01-10|3131.0|0|3131.0|0|48.0|0|0.0|100
0|2022-01-11|3153.0|0|3153.0|0|48.0|0|0.0|100
0|2022-01-12|3206.0|0|3206.0|0|48.0|0|0.0|100
0|2022-01-13|3206.0|0|3239.0|0|48.0|0|0.0|100
0|2022-01-14|3328.0|0|3328.0|0|48.0|0|0.0|100
0|2022-01-15|3328.0|0|3328.0|0|48.0|0|0.0|100
0|2022-01-16|3328.0|0|3328.0|0|48.0|0|0.0|100
0|2022-01-17|3328.0|0|0.0|100|48.0|0|0.0|100
