|dates|Dakota_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Dakota_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Dakota_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Dakota_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Dakota_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Dakota_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Dakota_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Dakota_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|68505.0|0|68505.0|0|591.0|0|0.0|100
0|2021-12-05|68505.0|0|68505.0|0|591.0|0|0.0|100
0|2021-12-06|68992.0|0|68992.0|0|595.0|0|0.0|100
0|2021-12-07|69982.0|0|69982.0|0|596.0|0|0.0|100
0|2021-12-08|70191.0|0|70191.0|0|601.0|0|0.0|100
0|2021-12-09|70543.0|0|70543.0|0|603.0|0|0.0|100
0|2021-12-10|70918.0|0|70918.0|0|611.0|0|0.0|100
0|2021-12-11|70918.0|0|70918.0|0|611.0|0|0.0|100
0|2021-12-12|70918.0|0|70918.0|0|611.0|0|0.0|100
0|2021-12-13|71190.0|0|71190.0|0|615.0|0|0.0|100
0|2021-12-14|71190.0|0|71948.0|0|615.0|0|0.0|100
0|2021-12-15|72095.0|0|72095.0|0|619.0|0|0.0|100
0|2021-12-16|72430.0|0|72430.0|0|621.0|0|0.0|100
0|2021-12-17|72728.0|0|72728.0|0|626.0|0|0.0|100
0|2021-12-18|72728.0|0|72728.0|0|626.0|0|0.0|100
0|2021-12-19|72728.0|0|72728.0|0|626.0|0|0.0|100
0|2021-12-20|73012.0|0|73012.0|0|627.0|0|0.0|100
0|2021-12-21|73590.0|0|73590.0|0|628.0|0|0.0|100
0|2021-12-22|73849.0|0|73849.0|0|635.0|0|0.0|100
0|2021-12-23|74141.0|0|74141.0|0|637.0|0|0.0|100
0|2021-12-24|74141.0|0|74141.0|0|637.0|0|0.0|100
0|2021-12-25|74141.0|0|74141.0|0|637.0|0|0.0|100
0|2021-12-26|74141.0|0|74141.0|0|637.0|0|0.0|100
0|2021-12-27|74574.0|0|74574.0|0|643.0|0|0.0|100
0|2021-12-28|75393.0|0|75393.0|0|647.0|0|0.0|100
0|2021-12-29|75737.0|0|75737.0|0|653.0|0|0.0|100
0|2021-12-30|76390.0|0|76390.0|0|655.0|0|0.0|100
0|2021-12-31|76390.0|0|76390.0|0|655.0|0|0.0|100
0|2022-01-01|76390.0|0|76390.0|0|655.0|0|0.0|100
0|2022-01-02|76390.0|0|76390.0|0|655.0|0|0.0|100
0|2022-01-03|77054.0|0|77054.0|0|658.0|0|0.0|100
0|2022-01-04|78475.0|0|78475.0|0|662.0|0|0.0|100
0|2022-01-05|78859.0|0|78859.0|0|665.0|0|0.0|100
0|2022-01-06|79580.0|0|79580.0|0|673.0|0|0.0|100
0|2022-01-07|80169.0|0|80169.0|0|674.0|0|0.0|100
0|2022-01-08|80169.0|0|80169.0|0|674.0|0|0.0|100
0|2022-01-09|80169.0|0|80169.0|0|674.0|0|0.0|100
0|2022-01-10|81177.0|0|81177.0|0|676.0|0|0.0|100
0|2022-01-11|83520.0|0|83520.0|0|680.0|0|0.0|100
0|2022-01-12|84138.0|0|84138.0|0|682.0|0|0.0|100
0|2022-01-13|84138.0|0|85520.0|0|682.0|0|0.0|100
0|2022-01-14|86475.0|0|86475.0|0|687.0|0|0.0|100
0|2022-01-15|86475.0|0|86475.0|0|687.0|0|0.0|100
0|2022-01-16|86475.0|0|86475.0|0|687.0|0|0.0|100
0|2022-01-17|86475.0|0|0.0|100|687.0|0|0.0|100
