|dates|Greene_Georgia_UnitedStates.JHU_ConfirmedCases.data|Greene_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Greene_Georgia_UnitedStates.NYT_ConfirmedCases.data|Greene_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Greene_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|2725.0|0|2737.0|0|73.0|0|0.0|100
0|2021-11-10|2725.0|0|2737.0|0|73.0|0|0.0|100
0|2021-11-11|2725.0|0|2737.0|0|73.0|0|0.0|100
0|2021-11-12|2725.0|0|2737.0|0|73.0|0|0.0|100
0|2021-11-13|2725.0|0|2737.0|0|73.0|0|0.0|100
0|2021-11-14|2725.0|0|2737.0|0|73.0|0|0.0|100
0|2021-11-15|2728.0|0|2740.0|0|73.0|0|0.0|100
0|2021-11-16|2732.0|0|2744.0|0|73.0|0|0.0|100
0|2021-11-17|2733.0|0|2745.0|0|73.0|0|0.0|100
0|2021-11-18|2734.0|0|2746.0|0|73.0|0|0.0|100
0|2021-11-19|2735.0|0|2747.0|0|73.0|0|0.0|100
0|2021-11-20|2735.0|0|2747.0|0|73.0|0|0.0|100
0|2021-11-21|2735.0|0|2747.0|0|73.0|0|0.0|100
0|2021-11-22|2736.0|0|2748.0|0|73.0|0|0.0|100
0|2021-11-23|2737.0|0|2749.0|0|73.0|0|0.0|100
0|2021-11-24|2741.0|0|2753.0|0|73.0|0|0.0|100
0|2021-11-25|2741.0|0|2753.0|0|73.0|0|0.0|100
0|2021-11-26|2741.0|0|2753.0|0|73.0|0|0.0|100
0|2021-11-27|2741.0|0|2753.0|0|73.0|0|0.0|100
0|2021-11-28|2741.0|0|2753.0|0|73.0|0|0.0|100
0|2021-11-29|2746.0|0|2758.0|0|73.0|0|0.0|100
0|2021-11-30|2751.0|0|2763.0|0|73.0|0|0.0|100
0|2021-12-01|2751.0|0|2763.0|0|73.0|0|0.0|100
0|2021-12-02|2754.0|0|2766.0|0|73.0|0|0.0|100
0|2021-12-03|2755.0|0|2767.0|0|73.0|0|0.0|100
0|2021-12-04|2755.0|0|2767.0|0|73.0|0|0.0|100
0|2021-12-05|2755.0|0|2767.0|0|73.0|0|0.0|100
0|2021-12-06|2758.0|0|2770.0|0|73.0|0|0.0|100
0|2021-12-07|2760.0|0|2772.0|0|73.0|0|0.0|100
0|2021-12-08|2763.0|0|2775.0|0|73.0|0|0.0|100
0|2021-12-09|2769.0|0|2781.0|0|74.0|0|0.0|100
0|2021-12-10|2771.0|0|2783.0|0|74.0|0|0.0|100
0|2021-12-11|2771.0|0|2783.0|0|74.0|0|0.0|100
0|2021-12-12|2771.0|0|2783.0|0|74.0|0|0.0|100
0|2021-12-13|2776.0|0|2788.0|0|74.0|0|0.0|100
0|2021-12-14|2776.0|0|2789.0|0|74.0|0|0.0|100
0|2021-12-15|2780.0|0|2792.0|0|74.0|0|0.0|100
0|2021-12-16|2782.0|0|2794.0|0|74.0|0|0.0|100
0|2021-12-17|2784.0|0|2796.0|0|74.0|0|0.0|100
0|2021-12-18|2784.0|0|2796.0|0|74.0|0|0.0|100
0|2021-12-19|2784.0|0|2796.0|0|74.0|0|0.0|100
0|2021-12-20|2793.0|0|2805.0|0|74.0|0|0.0|100
0|2021-12-21|2797.0|0|2809.0|0|74.0|0|0.0|100
0|2021-12-22|2804.0|0|2816.0|0|74.0|0|0.0|100
0|2021-12-23|2820.0|0|2832.0|0|74.0|0|0.0|100
0|2021-12-24|2833.0|0|2845.0|0|74.0|0|0.0|100
0|2021-12-25|2833.0|0|2845.0|0|74.0|0|0.0|100
0|2021-12-26|2833.0|0|2845.0|0|74.0|0|0.0|100
0|2021-12-27|2882.0|0|2893.0|0|74.0|0|0.0|100
0|2021-12-28|2915.0|0|2926.0|0|74.0|0|0.0|100
0|2021-12-29|2958.0|0|2969.0|0|74.0|0|0.0|100
0|2021-12-30|2997.0|0|3008.0|0|74.0|0|0.0|100
0|2021-12-31|3028.0|0|3039.0|0|74.0|0|0.0|100
0|2022-01-01|3028.0|0|3039.0|0|74.0|0|0.0|100
0|2022-01-02|3028.0|0|3039.0|0|74.0|0|0.0|100
0|2022-01-03|3028.0|0|3039.0|0|74.0|0|0.0|100
0|2022-01-04|3127.0|0|3138.0|0|74.0|0|0.0|100
0|2022-01-05|3153.0|0|3164.0|0|74.0|0|0.0|100
0|2022-01-06|3153.0|0|3164.0|0|74.0|0|0.0|100
0|2022-01-07|3153.0|0|3164.0|0|74.0|0|0.0|100
0|2022-01-08|3153.0|0|3164.0|0|74.0|0|0.0|100
0|2022-01-09|3153.0|0|3164.0|0|74.0|0|0.0|100
0|2022-01-10|3286.0|0|3296.0|0|74.0|0|0.0|100
0|2022-01-11|3312.0|0|3322.0|0|74.0|0|0.0|100
0|2022-01-12|3358.0|0|3368.0|0|74.0|0|0.0|100
0|2022-01-13|3358.0|0|3392.0|0|74.0|0|0.0|100
0|2022-01-14|3413.0|0|3423.0|0|74.0|0|0.0|100
0|2022-01-15|3413.0|0|3423.0|0|74.0|0|0.0|100
0|2022-01-16|3413.0|0|3423.0|0|74.0|0|0.0|100
0|2022-01-17|3474.0|0|0.0|100|74.0|0|0.0|100
