|dates|White_Georgia_UnitedStates.JHU_ConfirmedCases.data|White_Georgia_UnitedStates.JHU_ConfirmedCases.missing|White_Georgia_UnitedStates.NYT_ConfirmedCases.data|White_Georgia_UnitedStates.NYT_ConfirmedCases.missing|White_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|White_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|White_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|White_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4755.0|0|4799.0|0|122.0|0|0.0|100
0|2021-10-18|4763.0|0|4807.0|0|122.0|0|0.0|100
0|2021-10-19|4764.0|0|4808.0|0|122.0|0|0.0|100
0|2021-10-20|4771.0|0|4815.0|0|123.0|0|0.0|100
0|2021-10-21|4771.0|0|4815.0|0|124.0|0|0.0|100
0|2021-10-22|4775.0|0|4819.0|0|124.0|0|0.0|100
0|2021-10-23|4775.0|0|4819.0|0|124.0|0|0.0|100
0|2021-10-24|4775.0|0|4819.0|0|124.0|0|0.0|100
0|2021-10-25|4783.0|0|4827.0|0|126.0|0|0.0|100
0|2021-10-26|4786.0|0|4830.0|0|126.0|0|0.0|100
0|2021-10-27|4785.0|0|4829.0|0|126.0|0|0.0|100
0|2021-10-28|4787.0|0|4831.0|0|126.0|0|0.0|100
0|2021-10-29|4788.0|0|4832.0|0|128.0|0|0.0|100
0|2021-10-30|4788.0|0|4832.0|0|128.0|0|0.0|100
0|2021-10-31|4788.0|0|4832.0|0|128.0|0|0.0|100
0|2021-11-01|4795.0|0|4840.0|0|129.0|0|0.0|100
0|2021-11-02|4795.0|0|4840.0|0|129.0|0|0.0|100
0|2021-11-03|4798.0|0|4843.0|0|129.0|0|0.0|100
0|2021-11-04|4799.0|0|4844.0|0|130.0|0|0.0|100
0|2021-11-05|4800.0|0|4845.0|0|130.0|0|0.0|100
0|2021-11-06|4800.0|0|4845.0|0|130.0|0|0.0|100
0|2021-11-07|4800.0|0|4845.0|0|130.0|0|0.0|100
0|2021-11-08|4800.0|0|4845.0|0|130.0|0|0.0|100
0|2021-11-09|4802.0|0|4847.0|0|131.0|0|0.0|100
0|2021-11-10|4802.0|0|4850.0|0|131.0|0|0.0|100
0|2021-11-11|4805.0|0|4850.0|0|131.0|0|0.0|100
0|2021-11-12|4806.0|0|4851.0|0|131.0|0|0.0|100
0|2021-11-13|4806.0|0|4851.0|0|131.0|0|0.0|100
0|2021-11-14|4806.0|0|4851.0|0|131.0|0|0.0|100
0|2021-11-15|4811.0|0|4856.0|0|131.0|0|0.0|100
0|2021-11-16|4818.0|0|4863.0|0|131.0|0|0.0|100
0|2021-11-17|4821.0|0|4866.0|0|132.0|0|0.0|100
0|2021-11-18|4825.0|0|4870.0|0|132.0|0|0.0|100
0|2021-11-19|4827.0|0|4872.0|0|132.0|0|0.0|100
0|2021-11-20|4827.0|0|4872.0|0|132.0|0|0.0|100
0|2021-11-21|4827.0|0|4872.0|0|132.0|0|0.0|100
0|2021-11-22|4872.0|0|4917.0|0|132.0|0|0.0|100
0|2021-11-23|4872.0|0|4917.0|0|132.0|0|0.0|100
0|2021-11-24|4874.0|0|4919.0|0|132.0|0|0.0|100
0|2021-11-25|4874.0|0|4919.0|0|132.0|0|0.0|100
0|2021-11-26|4874.0|0|4919.0|0|132.0|0|0.0|100
0|2021-11-27|4874.0|0|4919.0|0|132.0|0|0.0|100
0|2021-11-28|4874.0|0|4919.0|0|132.0|0|0.0|100
0|2021-11-29|4886.0|0|4931.0|0|132.0|0|0.0|100
0|2021-11-30|4896.0|0|4941.0|0|132.0|0|0.0|100
0|2021-12-01|4903.0|0|4948.0|0|132.0|0|0.0|100
0|2021-12-02|4903.0|0|4949.0|0|132.0|0|0.0|100
0|2021-12-03|4908.0|0|4953.0|0|132.0|0|0.0|100
0|2021-12-04|4908.0|0|4953.0|0|132.0|0|0.0|100
0|2021-12-05|4908.0|0|4953.0|0|132.0|0|0.0|100
0|2021-12-06|4916.0|0|4961.0|0|132.0|0|0.0|100
0|2021-12-07|4918.0|0|4963.0|0|132.0|0|0.0|100
0|2021-12-08|4921.0|0|4966.0|0|132.0|0|0.0|100
0|2021-12-09|4921.0|0|4966.0|0|133.0|0|0.0|100
0|2021-12-10|4934.0|0|4979.0|0|133.0|0|0.0|100
0|2021-12-11|4934.0|0|4979.0|0|133.0|0|0.0|100
0|2021-12-12|4934.0|0|4979.0|0|133.0|0|0.0|100
0|2021-12-13|4947.0|0|4993.0|0|133.0|0|0.0|100
0|2021-12-14|4947.0|0|4998.0|0|133.0|0|0.0|100
0|2021-12-15|4957.0|0|5003.0|0|133.0|0|0.0|100
0|2021-12-16|4962.0|0|5008.0|0|133.0|0|0.0|100
0|2021-12-17|4969.0|0|5015.0|0|134.0|0|0.0|100
0|2021-12-18|4969.0|0|5015.0|0|134.0|0|0.0|100
0|2021-12-19|4969.0|0|5015.0|0|134.0|0|0.0|100
0|2021-12-20|4983.0|0|5029.0|0|134.0|0|0.0|100
0|2021-12-21|4987.0|0|5033.0|0|134.0|0|0.0|100
0|2021-12-22|4991.0|0|5037.0|0|134.0|0|0.0|100
0|2021-12-23|5001.0|0|5047.0|0|134.0|0|0.0|100
0|2021-12-24|5014.0|0|5060.0|0|134.0|0|0.0|100
0|2021-12-25|5014.0|0|5060.0|0|134.0|0|0.0|100
0|2021-12-26|5014.0|0|5060.0|0|134.0|0|0.0|100
0|2021-12-27|5032.0|0|5077.0|0|134.0|0|0.0|100
0|2021-12-28|5046.0|0|5091.0|0|134.0|0|0.0|100
0|2021-12-29|5058.0|0|5103.0|0|135.0|0|0.0|100
0|2021-12-30|5085.0|0|5130.0|0|135.0|0|0.0|100
0|2021-12-31|5104.0|0|5149.0|0|135.0|0|0.0|100
0|2022-01-01|5104.0|0|5149.0|0|135.0|0|0.0|100
0|2022-01-02|5104.0|0|5149.0|0|135.0|0|0.0|100
0|2022-01-03|5104.0|0|5149.0|0|135.0|0|0.0|100
0|2022-01-04|5240.0|0|5285.0|0|135.0|0|0.0|100
0|2022-01-05|5292.0|0|5337.0|0|135.0|0|0.0|100
0|2022-01-06|5292.0|0|5337.0|0|135.0|0|0.0|100
0|2022-01-07|5292.0|0|5337.0|0|135.0|0|0.0|100
0|2022-01-08|5292.0|0|5337.0|0|135.0|0|0.0|100
0|2022-01-09|5292.0|0|5337.0|0|135.0|0|0.0|100
0|2022-01-10|5492.0|0|5536.0|0|135.0|0|0.0|100
0|2022-01-11|5580.0|0|5624.0|0|135.0|0|0.0|100
0|2022-01-12|5608.0|0|5652.0|0|135.0|0|0.0|100
0|2022-01-13|5608.0|0|5710.0|0|135.0|0|0.0|100
0|2022-01-14|5691.0|0|5735.0|0|135.0|0|0.0|100
0|2022-01-15|5691.0|0|5735.0|0|135.0|0|0.0|100
0|2022-01-16|5691.0|0|5735.0|0|135.0|0|0.0|100
0|2022-01-17|5770.0|0|0.0|100|136.0|0|0.0|100
