|dates|Pike_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pike_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pike_Pennsylvania_UnitedStates.Male_Total_Population.data|Pike_Pennsylvania_UnitedStates.Male_Total_Population.missing|Pike_Pennsylvania_UnitedStates.Female_Total_Population.data|Pike_Pennsylvania_UnitedStates.Female_Total_Population.missing|Pike_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Pike_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-19|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-11-20|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-11-21|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-11-22|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-11-23|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-11-24|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-11-25|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-11-26|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-11-27|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-11-28|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-11-29|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-11-30|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-01|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-02|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-03|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-04|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-05|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-06|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-07|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-08|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-09|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-10|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-11|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-12|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-13|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-14|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-15|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-16|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-17|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-18|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-19|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-20|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-21|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-22|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-23|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-24|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-25|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-26|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-27|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-28|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-29|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-30|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2021-12-31|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-01|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-02|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-03|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-04|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-05|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-06|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-07|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-08|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-09|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-10|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-11|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-12|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-13|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-14|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-15|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-16|12741.0|0|28368.0|0|27565.0|0|10041.0|0
0|2022-01-17|12741.0|0|28368.0|0|27565.0|0|10041.0|0
