|dates|Cook_Illinois_UnitedStates.JHU_ConfirmedCases.data|Cook_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Cook_Illinois_UnitedStates.NYT_ConfirmedCases.data|Cook_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Cook_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Cook_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Cook_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Cook_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|631261.0|0|631261.0|0|11168.0|0|0.0|100
0|2021-10-18|633198.0|0|633198.0|0|11182.0|0|0.0|100
0|2021-10-19|633890.0|0|633890.0|0|11192.0|0|0.0|100
0|2021-10-20|634683.0|0|634683.0|0|11202.0|0|0.0|100
0|2021-10-21|635373.0|0|635373.0|0|11208.0|0|0.0|100
0|2021-10-22|636261.0|0|636261.0|0|11214.0|0|0.0|100
0|2021-10-23|636261.0|0|636261.0|0|11214.0|0|0.0|100
0|2021-10-24|636261.0|0|636261.0|0|11214.0|0|0.0|100
0|2021-10-25|638201.0|0|638201.0|0|11231.0|0|0.0|100
0|2021-10-26|638883.0|0|638883.0|0|11249.0|0|0.0|100
0|2021-10-27|639447.0|0|639447.0|0|11255.0|0|0.0|100
0|2021-10-28|640334.0|0|640334.0|0|11268.0|0|0.0|100
0|2021-10-29|641268.0|0|641268.0|0|11271.0|0|0.0|100
0|2021-10-30|641268.0|0|641268.0|0|11271.0|0|0.0|100
0|2021-10-31|641268.0|0|641268.0|0|11271.0|0|0.0|100
0|2021-11-01|643512.0|0|643512.0|0|11289.0|0|0.0|100
0|2021-11-02|644255.0|0|644255.0|0|11303.0|0|0.0|100
0|2021-11-03|644617.0|0|644617.0|0|11314.0|0|0.0|100
0|2021-11-04|646008.0|0|646008.0|0|11321.0|0|0.0|100
0|2021-11-05|646922.0|0|646922.0|0|11328.0|0|0.0|100
0|2021-11-06|646922.0|0|646922.0|0|11328.0|0|0.0|100
0|2021-11-07|646922.0|0|646922.0|0|11328.0|0|0.0|100
0|2021-11-08|649407.0|0|649407.0|0|11337.0|0|0.0|100
0|2021-11-09|649958.0|0|649958.0|0|11347.0|0|0.0|100
0|2021-11-10|649958.0|0|651472.0|0|11347.0|0|0.0|100
0|2021-11-11|651472.0|0|651472.0|0|11355.0|0|0.0|100
0|2021-11-12|654197.0|0|654197.0|0|11368.0|0|0.0|100
0|2021-11-13|654197.0|0|654197.0|0|11368.0|0|0.0|100
0|2021-11-14|654197.0|0|654197.0|0|11368.0|0|0.0|100
0|2021-11-15|657036.0|0|657036.0|0|11382.0|0|0.0|100
0|2021-11-16|657839.0|0|657839.0|0|11391.0|0|0.0|100
0|2021-11-17|659457.0|0|659457.0|0|11398.0|0|0.0|100
0|2021-11-18|661178.0|0|661178.0|0|11409.0|0|0.0|100
0|2021-11-19|663016.0|0|663016.0|0|11429.0|0|0.0|100
0|2021-11-20|663016.0|0|663016.0|0|11429.0|0|0.0|100
0|2021-11-21|663016.0|0|663016.0|0|11429.0|0|0.0|100
0|2021-11-22|666800.0|0|666800.0|0|11442.0|0|0.0|100
0|2021-11-23|668246.0|0|668246.0|0|11448.0|0|0.0|100
0|2021-11-24|669643.0|0|669643.0|0|11452.0|0|0.0|100
0|2021-11-25|669643.0|0|669643.0|0|11452.0|0|0.0|100
0|2021-11-26|669643.0|0|669643.0|0|11452.0|0|0.0|100
0|2021-11-27|669643.0|0|669643.0|0|11452.0|0|0.0|100
0|2021-11-28|669643.0|0|669643.0|0|11452.0|0|0.0|100
0|2021-11-29|675963.0|0|675963.0|0|11483.0|0|0.0|100
0|2021-11-30|677347.0|0|677347.0|0|11496.0|0|0.0|100
0|2021-12-01|678881.0|0|678881.0|0|11501.0|0|0.0|100
0|2021-12-02|678881.0|0|682485.0|0|11501.0|0|0.0|100
0|2021-12-03|684826.0|0|684826.0|0|11521.0|0|0.0|100
0|2021-12-04|684826.0|0|684826.0|0|11521.0|0|0.0|100
0|2021-12-05|684826.0|0|684826.0|0|11521.0|0|0.0|100
0|2021-12-06|690841.0|0|690841.0|0|11545.0|0|0.0|100
0|2021-12-07|692595.0|0|692595.0|0|11582.0|0|0.0|100
0|2021-12-08|694323.0|0|694323.0|0|11590.0|0|0.0|100
0|2021-12-09|697164.0|0|697164.0|0|11605.0|0|0.0|100
0|2021-12-10|699372.0|0|699372.0|0|11611.0|0|0.0|100
0|2021-12-11|699372.0|0|699372.0|0|11611.0|0|0.0|100
0|2021-12-12|699372.0|0|699372.0|0|11611.0|0|0.0|100
0|2021-12-13|706159.0|0|706159.0|0|11643.0|0|0.0|100
0|2021-12-14|706159.0|0|708463.0|0|11643.0|0|0.0|100
0|2021-12-15|711936.0|0|711936.0|0|11692.0|0|0.0|100
0|2021-12-16|716675.0|0|716675.0|0|11702.0|0|0.0|100
0|2021-12-17|721308.0|0|721308.0|0|11713.0|0|0.0|100
0|2021-12-18|721308.0|0|721308.0|0|11713.0|0|0.0|100
0|2021-12-19|721308.0|0|721308.0|0|11713.0|0|0.0|100
0|2021-12-20|736944.0|0|736944.0|0|11751.0|0|0.0|100
0|2021-12-21|741390.0|0|741390.0|0|11788.0|0|0.0|100
0|2021-12-22|749730.0|0|749730.0|0|11811.0|0|0.0|100
0|2021-12-23|759614.0|0|759614.0|0|11830.0|0|0.0|100
