|dates|Glasscock_Texas_UnitedStates.JHU_ConfirmedCases.data|Glasscock_Texas_UnitedStates.JHU_ConfirmedCases.missing|Glasscock_Texas_UnitedStates.NYT_ConfirmedCases.data|Glasscock_Texas_UnitedStates.NYT_ConfirmedCases.missing|Glasscock_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Glasscock_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Glasscock_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Glasscock_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|152.0|0|152.0|0|3.0|0|0.0|100
0|2021-10-18|152.0|0|152.0|0|3.0|0|0.0|100
0|2021-10-19|153.0|0|153.0|0|3.0|0|0.0|100
0|2021-10-20|153.0|0|153.0|0|3.0|0|0.0|100
0|2021-10-21|153.0|0|153.0|0|3.0|0|0.0|100
0|2021-10-22|153.0|0|153.0|0|3.0|0|0.0|100
0|2021-10-23|154.0|0|154.0|0|3.0|0|0.0|100
0|2021-10-24|154.0|0|154.0|0|3.0|0|0.0|100
0|2021-10-25|154.0|0|154.0|0|3.0|0|0.0|100
0|2021-10-26|154.0|0|154.0|0|3.0|0|0.0|100
0|2021-10-27|154.0|0|154.0|0|3.0|0|0.0|100
0|2021-10-28|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-10-29|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-10-30|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-10-31|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-01|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-02|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-03|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-04|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-05|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-06|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-07|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-08|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-09|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-10|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-11|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-12|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-13|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-14|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-15|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-16|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-17|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-18|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-11-19|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-11-20|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-11-21|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-11-22|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-11-23|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-11-24|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-11-25|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-11-26|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-11-27|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-11-28|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-11-29|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-11-30|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-12-01|157.0|0|157.0|0|3.0|0|0.0|100
0|2021-12-02|157.0|0|157.0|0|3.0|0|0.0|100
0|2021-12-03|157.0|0|157.0|0|3.0|0|0.0|100
0|2021-12-04|157.0|0|157.0|0|3.0|0|0.0|100
0|2021-12-05|157.0|0|157.0|0|3.0|0|0.0|100
0|2021-12-06|157.0|0|157.0|0|3.0|0|0.0|100
0|2021-12-07|158.0|0|158.0|0|3.0|0|0.0|100
0|2021-12-08|158.0|0|158.0|0|3.0|0|0.0|100
0|2021-12-09|158.0|0|158.0|0|3.0|0|0.0|100
0|2021-12-10|158.0|0|158.0|0|3.0|0|0.0|100
0|2021-12-11|158.0|0|158.0|0|3.0|0|0.0|100
0|2021-12-12|158.0|0|158.0|0|3.0|0|0.0|100
0|2021-12-13|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-12-14|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-12-15|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-12-16|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-12-17|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-12-18|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-12-19|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-12-20|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-12-21|160.0|0|160.0|0|3.0|0|0.0|100
0|2021-12-22|160.0|0|160.0|0|3.0|0|0.0|100
0|2021-12-23|160.0|0|160.0|0|3.0|0|0.0|100
0|2021-12-24|160.0|0|160.0|0|3.0|0|0.0|100
0|2021-12-25|160.0|0|160.0|0|3.0|0|0.0|100
0|2021-12-26|160.0|0|160.0|0|3.0|0|0.0|100
0|2021-12-27|161.0|0|161.0|0|3.0|0|0.0|100
0|2021-12-28|163.0|0|163.0|0|3.0|0|0.0|100
0|2021-12-29|163.0|0|163.0|0|3.0|0|0.0|100
0|2021-12-30|163.0|0|163.0|0|3.0|0|0.0|100
0|2021-12-31|163.0|0|163.0|0|3.0|0|0.0|100
0|2022-01-01|163.0|0|163.0|0|3.0|0|0.0|100
0|2022-01-02|163.0|0|163.0|0|3.0|0|0.0|100
0|2022-01-03|165.0|0|165.0|0|3.0|0|0.0|100
0|2022-01-04|167.0|0|167.0|0|3.0|0|0.0|100
0|2022-01-05|169.0|0|169.0|0|3.0|0|0.0|100
0|2022-01-06|172.0|0|172.0|0|3.0|0|0.0|100
0|2022-01-07|172.0|0|172.0|0|3.0|0|0.0|100
0|2022-01-08|173.0|0|173.0|0|3.0|0|0.0|100
0|2022-01-09|174.0|0|174.0|0|3.0|0|0.0|100
0|2022-01-10|174.0|0|174.0|0|3.0|0|0.0|100
0|2022-01-11|175.0|0|175.0|0|3.0|0|0.0|100
0|2022-01-12|178.0|0|178.0|0|3.0|0|0.0|100
0|2022-01-13|178.0|0|180.0|0|3.0|0|0.0|100
0|2022-01-14|180.0|0|176.0|0|3.0|0|0.0|100
0|2022-01-15|180.0|0|180.0|0|3.0|0|0.0|100
0|2022-01-16|180.0|0|180.0|0|3.0|0|0.0|100
0|2022-01-17|181.0|0|0.0|100|3.0|0|0.0|100
