|dates|Essex_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Essex_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Essex_Massachusetts_UnitedStates.NYT_ConfirmedDeaths.data|Essex_Massachusetts_UnitedStates.NYT_ConfirmedDeaths.missing|Essex_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Essex_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Essex_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Essex_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|2494.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|2495.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|2497.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|2499.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|2502.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|2504.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|2504.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|2504.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|2506.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|2510.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|2511.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|2511.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|2513.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|2513.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|2513.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|2515.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|2521.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|2523.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|2527.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|2530.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|2530.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|2530.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|2530.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|2533.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|2534.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|2534.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|2539.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|2539.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|2539.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|2542.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|2546.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|2555.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|2558.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|2561.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|2561.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|2561.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|2566.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|2571.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|2576.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|2576.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|2580.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|2580.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|2580.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|2589.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|2594.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|2601.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|2603.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|2604.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|2604.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|2604.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|2608.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|2616.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|2618.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|2623.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|2627.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|2627.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|2627.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|2632.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|2642.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|2647.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|2655.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|2662.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|2662.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|2662.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|2673.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|2678.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|2684.0|0|0.0|100|0.0|100
0|2021-12-23|0.0|100|2690.0|0|0.0|100|0.0|100
0|2021-12-24|0.0|100|2697.0|0|0.0|100|0.0|100
0|2021-12-25|0.0|100|2697.0|0|0.0|100|0.0|100
0|2021-12-26|0.0|100|2697.0|0|0.0|100|0.0|100
0|2021-12-27|0.0|100|2700.0|0|0.0|100|0.0|100
